Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Усть-Цилемская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10820	212	622	546	2286	1478	154	263	403	707	324	491	551	223	190	351	324	553	177	575	168	222									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10400	200	600	500	2100	1500	140	250	400	700	300	500	540	200	200	330	300	530	170	550	170	220									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	253	0	0	0	6	0	0	0	39	43	31	67	0	0	9	0	36	10	0	0	0	12									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4428	130	257	219	928	590	57	113	126	255	115	129	219	78	112	220	93	266	72	270	84	95									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	331	9	33	12	51	48	11	10	2	32	8	16	24	6	8	6	9	12	10	9	5	10									
6	Число погашенных избирательных бюллетеней	5388	61	310	269	1115	862	72	127	233	370	146	288	297	116	71	104	162	242	88	271	81	103									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	584	9	33	12	57	48	11	10	41	75	39	83	24	6	17	6	45	22	10	9	5	22									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4420	130	257	219	925	590	57	113	126	255	115	129	219	78	112	220	93	266	71	266	84	95									
9	Число недействительных избирательных бюллетеней	133	5	12	3	31	10	0	0	3	9	4	12	10	1	2	8	5	7	2	3	4	2									
10	Число действительных избирательных бюллетеней	4871	134	278	228	951	628	68	123	164	321	150	200	233	83	127	218	133	281	79	272	85	115									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	430	10	20	20	40	40	10	10	20	30	20	10	30	10	20	20	20	30	10	30	10	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	187	4	1	3	27	21	2	7	16	17	8	2	11	3	11	6	2	25	3	8	1	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	56	1	3	2	13	4	0	5	2	3	2	5	1	2	1	3	0	5	1	3	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	243	6	19	17	13	19	8	3	4	13	12	8	19	7	9	14	18	5	7	22	9	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	84	1	6	7	17	11	3	1	0	4	3	1	5	1	2	6	1	4	3	7	1	0									
		1.68%	0.72%	2.07%	3.03%	1.73%	1.72%	4.41%	0.81%	0.00%	1.21%	1.95%	0.47%	2.06%	1.19%	1.55%	2.65%	0.72%	1.39%	3.70%	2.55%	1.12%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	173	2	14	24	32	18	2	1	1	6	5	10	7	4	0	11	6	8	3	7	8	4									
		3.46%	1.44%	4.83%	10.39%	3.26%	2.82%	2.94%	0.81%	0.60%	1.82%	3.25%	4.72%	2.88%	4.76%	0.00%	4.87%	4.35%	2.78%	3.70%	2.55%	8.99%	3.42%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	228	2	11	8	68	26	0	3	4	15	7	11	12	3	10	7	8	10	4	13	2	4									
		4.56%	1.44%	3.79%	3.46%	6.92%	4.08%	0.00%	2.44%	2.40%	4.55%	4.55%	5.19%	4.94%	3.57%	7.75%	3.10%	5.80%	3.47%	4.94%	4.73%	2.25%	3.42%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2071	83	109	84	336	266	27	71	103	194	80	63	84	48	69	80	56	128	23	104	29	34									
		41.39%	59.71%	37.59%	36.36%	34.22%	41.69%	39.71%	57.72%	61.68%	58.79%	51.95%	29.72%	34.57%	57.14%	53.49%	35.40%	40.58%	44.44%	28.40%	37.82%	32.58%	29.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	0	1	2	6	2	0	1	0	1	0	1	2	0	0	2	1	2	0	0	0	3									
		0.48%	0.00%	0.34%	0.87%	0.61%	0.31%	0.00%	0.81%	0.00%	0.30%	0.00%	0.47%	0.82%	0.00%	0.00%	0.88%	0.72%	0.69%	0.00%	0.00%	0.00%	2.56%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	1	2	1	3	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0									
		0.24%	0.72%	0.69%	0.43%	0.31%	0.16%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.35%	0.00%	0.36%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1357	29	84	66	268	178	20	29	45	61	26	58	63	9	35	73	38	81	36	85	20	53									
		27.12%	20.86%	28.97%	28.57%	27.29%	27.90%	29.41%	23.58%	26.95%	18.48%	16.88%	27.36%	25.93%	10.71%	27.13%	32.30%	27.54%	28.13%	44.44%	30.91%	22.47%	45.30%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	0	0	1	4	3	0	1	0	1	0	2	0	0	1	0	0	3	0	1	0	0									
		0.34%	0.00%	0.00%	0.43%	0.41%	0.47%	0.00%	0.81%	0.00%	0.30%	0.00%	0.94%	0.00%	0.00%	0.78%	0.00%	0.00%	1.04%	0.00%	0.36%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	0	0	1	14	6	0	1	1	4	1	1	2	0	1	0	3	5	0	3	0	0									
		0.86%	0.00%	0.00%	0.43%	1.43%	0.94%	0.00%	0.81%	0.60%	1.21%	0.65%	0.47%	0.82%	0.00%	0.78%	0.00%	2.17%	1.74%	0.00%	1.09%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0									
		0.14%	0.00%	0.34%	0.00%	0.10%	0.16%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.72%	0.00%	1.23%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	0	2	3	9	6	0	0	1	4	0	3	4	1	0	0	0	4	0	1	0	1									
		0.78%	0.00%	0.69%	1.30%	0.92%	0.94%	0.00%	0.00%	0.60%	1.21%	0.00%	1.42%	1.65%	1.19%	0.00%	0.00%	0.00%	1.39%	0.00%	0.36%	0.00%	0.85%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	535	14	27	5	105	75	9	10	3	13	22	39	43	11	8	33	14	22	7	42	23	10									
		10.69%	10.07%	9.31%	2.16%	10.69%	11.76%	13.24%	8.13%	1.80%	3.94%	14.29%	18.40%	17.70%	13.10%	6.20%	14.60%	10.14%	7.64%	8.64%	15.27%	25.84%	8.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	0	2	3	15	2	0	0	1	1	2	1	0	1	0	0	2	1	0	0	0	3									
		0.68%	0.00%	0.69%	1.30%	1.53%	0.31%	0.00%	0.00%	0.60%	0.30%	1.30%	0.47%	0.00%	1.19%	0.00%	0.00%	1.45%	0.35%	0.00%	0.00%	0.00%	2.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	247	2	19	23	73	33	6	5	5	16	4	10	10	5	1	5	3	12	2	8	2	3									
		4.94%	1.44%	6.55%	9.96%	7.43%	5.17%	8.82%	4.07%	2.99%	4.85%	2.60%	4.72%	4.12%	5.95%	0.78%	2.21%	2.17%	4.17%	2.47%	2.91%	2.25%	2.56%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
