Выборы Президента Российской Федерации																																																					
																																																					
"Наименование Избирательной комиссии:    Рыбинск, Пролетарская"																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697					
1	"Число избирателей, внесенных в список"	93558	2238	2417	2344	2593	2554	2411	2477	2616	2875	2913	2841	2772	2666	2618	2480	2323	1885	523	1578	2009	2029	1195	623	1310	675	2054	1821	2096	2709	2593	2514	2438	2494	2210	2547	2552	2295	2430	2298	2241	1825	1833	731	382	244	286					
2	Число полученных избирательных бюллетеней	91980	2200	2400	2300	2600	2500	2400	2400	2600	2800	2900	2800	2700	2600	2600	2400	2300	1900	490	1500	2000	2000	1200	600	1300	670	2000	1800	2100	2700	2600	2500	2400	2400	2200	2400	2500	2200	2400	2300	2200	1800	1700	700	370	250	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	53206	1264	1440	1369	1532	1574	1516	1480	1468	1723	1800	1719	1726	1655	1507	1473	1371	807	205	858	1034	1051	590	239	593	273	902	950	1073	1579	1538	1412	1482	1410	1251	1322	1531	1387	1347	1391	1236	1035	1119	341	273	244	116					
5	"Число избирательных бюллетеней, выданных вне помещения"	2049	75	46	57	44	52	29	34	58	15	29	16	7	13	41	47	61	39	9	36	94	57	19	60	24	36	88	78	32	50	65	41	37	95	44	123	42	40	39	23	34	24	45	9	61	0	81					
6	Число погашенных избирательных бюллетеней	36721	861	914	874	1024	874	855	886	1074	1062	1071	1065	967	932	1052	880	868	1054	276	606	872	892	591	301	683	361	1010	772	995	1071	997	1047	881	895	905	955	927	769	1014	886	930	741	536	350	36	6	103					
7	Число избирательных бюллетеней в переносных ящиках	2049	75	46	57	44	52	29	34	58	15	29	16	7	13	41	47	61	39	9	36	94	57	19	60	24	36	88	78	32	50	65	41	37	95	44	123	42	40	39	23	34	24	45	9	61	0	81					
8	Число бюллетеней в стационарных ящиках для голосования	53120	1264	1433	1369	1532	1574	1510	1475	1468	1723	1800	1716	1726	1641	1507	1470	1356	803	205	858	1034	1040	590	239	593	273	902	950	1073	1578	1535	1412	1482	1410	1248	1316	1531	1387	1347	1391	1231	1035	1119	341	273	244	116					
9	Число недействительных избирательных бюллетеней	620	11	22	20	20	10	12	20	15	19	18	19	13	6	13	12	25	14	4	9	10	0	11	7	12	4	18	9	21	29	21	10	21	17	10	23	20	10	13	11	12	7	6	4	18	11	3					
10	Число действительных избирательных бюллетеней	54549	1328	1457	1406	1556	1616	1527	1489	1511	1719	1811	1713	1720	1648	1535	1505	1392	828	210	885	1118	1097	598	292	605	305	972	1019	1084	1599	1579	1443	1498	1488	1282	1416	1553	1417	1373	1403	1253	1052	1158	346	316	233	194					
11	Число полученных открепительных  удостоверений	1500	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	30	10	30	30	30	30	10	30	10	30	30	30	40	40	40	40	40	40	40	40	40	40	40	40	30	30	10	10	0	0					
12	Число выданных открепительных удостоверений	535	8	17	10	24	18	20	13	17	18	19	19	21	12	12	9	18	13	1	7	13	12	12	2	3	1	6	8	14	15	16	13	16	13	15	8	11	15	11	19	11	10	14	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	335	11	4	7	11	14	8	5	4	9	11	5	14	5	4	11	12	7	1	4	4	7	3	4	16	5	3	4	4	5	8	6	10	4	6	15	8	12	9	7	2	2	6	4	6	12	16					
14	Число неиспользованных открепительных удостоверений	965	32	23	30	16	22	20	27	23	22	21	21	19	28	28	31	22	17	9	23	17	18	18	8	27	9	24	22	16	25	24	27	24	27	25	32	29	25	29	21	29	20	16	9	10	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	. Глазьев Сергей Юрьевич	3041	73	101	76	86	102	103	111	98	80	109	91	68	99	95	87	69	56	6	47	73	44	25	17	22	11	46	43	26	109	81	88	103	89	61	73	77	88	86	57	79	59	72	19	18	8	10					
		5.51%	5.45%	6.83%	5.33%	5.46%	6.27%	6.69%	7.36%	6.42%	4.60%	5.96%	5.25%	3.92%	5.99%	6.14%	5.74%	4.87%	6.65%	2.80%	5.26%	6.47%	4.01%	4.11%	5.69%	3.57%	3.56%	4.65%	4.18%	2.35%	6.70%	5.06%	6.06%	6.78%	5.91%	4.72%	5.07%	4.90%	6.17%	6.20%	4.03%	6.25%	5.57%	6.19%	5.43%	5.39%	3.28%	5.08%					
19	. Малышкин Олег Александрович	1057	20	31	25	22	28	30	28	27	32	35	49	40	33	23	25	25	12	4	18	22	23	12	9	8	7	16	20	15	14	24	32	33	27	29	37	32	25	25	34	29	20	26	5	7	12	7					
		1.92%	1.49%	2.10%	1.75%	1.40%	1.72%	1.95%	1.86%	1.77%	1.84%	1.91%	2.83%	2.31%	2.00%	1.49%	1.65%	1.76%	1.43%	1.87%	2.01%	1.95%	2.10%	1.97%	3.01%	1.30%	2.27%	1.62%	1.95%	1.36%	0.86%	1.50%	2.20%	2.17%	1.79%	2.24%	2.57%	2.03%	1.75%	1.80%	2.40%	2.29%	1.89%	2.23%	1.43%	2.10%	4.92%	3.55%					
20	. Миронов Сергей Михайлович	567	9	22	12	19	17	12	16	18	11	10	16	23	23	9	18	14	12	3	6	0	6	5	3	10	2	12	5	11	24	7	12	19	11	22	22	19	14	13	15	13	17	14	3	10	7	1					
		1.03%	0.67%	1.49%	0.84%	1.21%	1.05%	0.78%	1.06%	1.18%	0.63%	0.55%	0.92%	1.33%	1.39%	0.58%	1.19%	0.99%	1.43%	1.40%	0.67%	0.00%	0.55%	0.82%	1.00%	1.62%	0.65%	1.21%	0.49%	1.00%	1.47%	0.44%	0.83%	1.25%	0.73%	1.70%	1.53%	1.21%	0.98%	0.94%	1.06%	1.03%	1.61%	1.20%	0.86%	2.99%	2.87%	0.51%					
21	. Путин Владимир Владимирович	37443	919	946	926	1086	1135	1039	1022	1055	1206	1311	1211	1268	1148	1092	1021	977	582	158	650	780	795	427	208	404	212	692	741	785	1079	1062	943	921	948	905	944	992	928	940	924	836	719	764	237	219	159	127					
		67.87%	68.63%	63.96%	64.94%	68.91%	69.80%	67.51%	67.73%	69.13%	69.39%	71.68%	69.92%	73.17%	69.41%	70.54%	67.30%	68.95%	69.12%	73.83%	72.71%	69.15%	72.47%	70.11%	69.57%	65.48%	68.61%	69.90%	72.08%	71.04%	66.28%	66.38%	64.90%	60.63%	62.99%	70.05%	65.60%	63.06%	65.03%	67.82%	65.35%	66.09%	67.89%	65.64%	67.71%	65.57%	65.16%	64.47%					
22	. Хакамада Ирина Муцуовна	2130	50	88	49	67	68	66	59	61	84	42	81	74	82	62	80	54	36	9	41	33	75	20	6	15	4	29	21	34	46	59	62	50	60	35	47	65	47	49	74	42	34	33	12	8	12	5					
		3.86%	3.73%	5.95%	3.44%	4.25%	4.18%	4.29%	3.91%	4.00%	4.83%	2.30%	4.68%	4.27%	4.96%	4.01%	5.27%	3.81%	4.28%	4.21%	4.59%	2.93%	6.84%	3.28%	2.01%	2.43%	1.29%	2.93%	2.04%	3.08%	2.83%	3.69%	4.27%	3.29%	3.99%	2.71%	3.27%	4.13%	3.29%	3.54%	5.23%	3.32%	3.21%	2.84%	3.43%	2.40%	4.92%	2.54%					
23	. Харитонов Николай Михайлович	8260	199	216	260	207	206	226	195	192	240	215	196	173	179	202	211	207	98	24	86	187	118	102	43	132	61	154	150	175	268	295	256	312	318	195	229	300	264	217	239	201	166	202	60	42	4	38					
		14.97%	14.86%	14.60%	18.23%	13.13%	12.67%	14.68%	12.92%	12.58%	13.81%	11.76%	11.32%	9.98%	10.82%	13.05%	13.91%	14.61%	11.64%	11.21%	9.62%	16.58%	10.76%	16.75%	14.38%	21.39%	19.74%	15.56%	14.59%	15.84%	16.46%	18.44%	17.62%	20.54%	21.13%	15.09%	15.91%	19.07%	18.50%	15.66%	16.90%	15.89%	15.68%	17.35%	17.14%	12.57%	1.64%	19.29%					
																																																					
24	Против всех	2051	58	53	58	69	60	51	58	60	66	89	69	74	84	52	63	46	32	6	37	23	36	7	6	14	8	23	39	38	59	51	50	60	35	35	64	68	51	43	60	53	37	47	10	12	31	6					
		3.72%	4.33%	3.58%	4.07%	4.38%	3.69%	3.31%	3.84%	3.93%	3.80%	4.87%	3.98%	4.27%	5.08%	3.36%	4.15%	3.25%	3.80%	2.80%	4.14%	2.04%	3.28%	1.15%	2.01%	2.27%	2.59%	2.32%	3.79%	3.44%	3.62%	3.19%	3.44%	3.95%	2.33%	2.71%	4.45%	4.32%	3.57%	3.10%	4.24%	4.19%	3.49%	4.04%	2.86%	3.59%	12.70%	3.05%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
