Выборы Президента Российской Федерации																																																																					
Дата голосования: 04.03.2012																																																																					
																																																																					
Наименование Избирательной комиссии:    Рыбинск, Пролетарская																																																																					
																																																																					
Сводная таблица итогов голосования																																																																					
																																																																					
	Число участковых избирательных комиссий	58																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	58																																																																			
																																																																					
		Сумма	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381									
1	Число избирателей, включенных в список избирателей	86284	1273	1153	1780	1928	1859	1889	1738	1761	1748	1733	1803	1696	1781	1772	1718	1604	1474	2032	1759	1403	1573	1324	672	1124	1624	1522	1524	867	651	1492	1038	723	2089	1883	2223	1163	1135	1890	1397	1317	1922	1828	503	1809	1564	1613	1749	483	1626	1447	1467	1551	1437	1868	2104	1745	185	248									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	80750	1250	1100	1700	1850	1800	1850	1650	1700	1700	1700	1750	1650	1750	1750	1650	1550	1400	1950	1700	1350	1400	1250	600	1050	1500	1450	1450	750	500	1450	1000	600	1800	1850	2150	1100	1100	1850	1350	1250	1850	1800	450	1750	1500	1550	1500	350	1450	1150	1250	1300	1200	1600	1850	1500	185	265									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	50731	673	724	1118	1260	1196	1181	1131	1163	1120	1063	1134	1087	1078	1089	1035	1043	918	1288	1134	831	863	642	264	636	817	788	835	542	315	857	616	342	1268	1062	1393	633	662	1085	842	824	1047	1106	248	1109	862	988	1027	209	879	901	914	896	768	851	1114	906	184	170									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2720	36	38	10	14	20	17	25	25	50	36	37	33	83	40	43	48	23	51	48	68	14	125	93	32	102	57	53	53	129	51	38	14	45	56	30	90	19	30	17	16	39	34	84	47	39	62	34	25	39	37	31	45	28	90	75	123	1	78									
6	Число погашенных избирательных бюллетеней	27299	541	338	572	576	584	652	494	512	530	601	579	530	589	621	572	459	459	611	518	451	523	483	243	382	581	605	562	155	56	542	346	244	487	732	727	377	419	735	491	410	764	660	118	594	599	500	439	116	532	212	305	359	404	659	661	471	0	17									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2720	36	38	10	14	20	17	25	25	50	36	37	33	83	40	43	48	23	51	48	68	14	125	93	32	102	57	53	53	129	51	38	14	45	56	30	90	19	30	17	16	39	34	84	47	39	62	34	25	39	37	31	45	28	90	75	123	1	78									
8	Число бюллетеней в стационарных ящиках для голосования	50715	672	724	1118	1260	1196	1179	1131	1163	1120	1063	1134	1087	1078	1089	1035	1042	918	1288	1134	830	862	642	263	636	817	788	835	542	315	856	613	340	1268	1061	1393	633	662	1085	842	824	1047	1106	248	1109	860	988	1027	209	879	901	914	896	768	851	1114	906	184	170									
9	Число недействительных избирательных бюллетеней	614	12	10	9	20	18	13	10	11	15	12	12	8	8	15	18	7	11	13	13	6	14	11	2	8	8	18	8	4	5	10	7	9	9	9	14	11	8	15	9	12	11	14	12	12	11	9	16	1	3	8	6	15	8	12	16	10	16	2									
10	Число действительных избирательных бюллетеней	52821	696	752	1119	1254	1198	1183	1146	1177	1155	1087	1159	1112	1153	1114	1060	1083	930	1326	1169	892	862	756	354	660	911	827	880	591	439	897	644	345	1304	1108	1409	712	673	1100	850	828	1075	1126	320	1144	888	1041	1045	233	915	930	939	926	788	929	1173	1019	169	246									
11	Число полученных открепительных  удостоверений	1313	25	16	19	30	22	22	22	28	29	27	32	23	32	29	20	29	23	27	29	30	23	14	10	19	17	15	23	8	8	68	16	10	33	27	36	25	20	23	20	18	24	22	0	22	25	18	32	5	79	14	26	20	20	15	26	18	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1247	24	16	19	29	22	21	20	27	28	27	32	20	31	26	20	27	18	26	29	30	21	13	6	19	14	15	21	8	6	66	16	7	30	27	36	23	19	23	15	18	23	22	0	21	24	18	31	3	79	12	26	19	19	13	24	18	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1143	8	14	16	13	19	11	17	13	9	13	15	13	16	12	35	11	33	23	34	19	32	22	5	12	61	39	57	40	23	32	11	14	26	12	27	10	8	7	8	12	14	12	9	13	19	25	26	9	8	21	14	12	6	10	17	13	49	64									
