Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Ржевская городская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918					
1	"Число избирателей, внесенных в списки"	53236	2498	934	1892	1559	1911	1795	717	2031	1429	1358	1973	2560	807	1642	2078	1999	2096	1188	2731	1708	2625	2759	1632	1148	1816	1929	1688	137	655	158	44	2548	1046	145					
2	"Число бюллетеней, полученных участковыми комиссиями"	53271	2508	932	1867	1558	1928	1792	723	2031	1387	1354	1985	2582	809	1646	2082	1994	2099	1188	2744	1723	2629	2768	1641	1145	1815	1935	1698	127	652	162	46	2524	1050	147					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30230	1406	423	1126	947	1180	1093	444	1149	734	688	1131	1429	405	761	1085	1171	1229	560	1555	1058	1456	1625	930	560	994	1187	940	82	533	10	44	1505	649	141					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	984	25	18	32	31	18	42	15	43	35	29	39	27	26	32	25	23	27	13	20	29	41	30	10	28	37	17	27	0	45	144	0	41	15	0					
6	Число погашенных бюллетеней	22057	1077	491	709	580	730	657	264	839	618	637	815	1126	378	853	972	800	843	615	1169	636	1132	1113	701	557	784	731	731	45	74	8	2	978	386	6					
7	Число бюллетеней в переносных ящиках для голосования	984	25	18	32	31	18	42	15	43	35	29	39	27	26	32	25	23	27	13	20	29	41	30	10	28	37	17	27	0	45	144	0	41	15	0					
8	Число бюллетеней в стационарных ящиках для голосования	30177	1406	422	1126	947	1175	1092	444	1148	732	687	1131	1429	405	760	1080	1170	1228	560	1553	1057	1454	1622	930	560	994	1186	916	82	533	10	44	1504	649	141					
9	Число недействительных бюллетеней	475	27	17	21	12	19	4	6	16	14	10	17	24	18	23	11	17	19	22	16	12	12	14	3	16	15	12	20	2	12	2	1	18	13	10					
10	Число действительных бюллетеней	30686	1404	423	1137	966	1174	1130	453	1175	753	706	1153	1432	413	769	1094	1176	1236	551	1557	1074	1483	1638	937	572	1016	1191	923	80	566	152	43	1527	651	131					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	572	25	10	25	20	20	20	15	25	16	10	25	25	15	15	25	20	20	10	30	30	27	25	15	20	11	15	15	5	3	0	0	25	10	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	311	15	0	20	4	19	7	4	14	13	7	12	21	4	10	8	8	17	4	14	8	10	13	12	7	11	9	12	1	3	0	0	21	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	297	4	1	2	4	2	9	1	6	3	9	4	5	3	5	6	13	12	2	3	0	9	12	8	2	8	2	2	4	2	41	20	15	3	75					
14	Число погашенных открепительных удостоверений	261	10	10	5	16	1	13	11	11	3	3	13	4	11	5	17	12	3	6	16	22	17	12	3	13	0	6	3	4	0	0	0	4	7	0					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	431	21	13	16	12	9	17	9	12	22	11	12	18	5	13	19	14	17	17	15	14	14	16	9	8	13	20	13	1	14	4	0	16	11	6					
