Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Бавлинская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057					
1	"Число избирателей, внесенных в списки избирателей"	10295	920	257	788	111	310	384	295	832	545	786	420	724	477	282	330	127	748	169	608	395	230	557					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10323	950	260	765	105	310	385	290	820	560	780	410	730	480	282	340	135	750	171	610	385	250	555					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9544	853	257	680	92	310	338	268	778	511	693	398	692	467	282	330	122	718	154	578	328	218	477					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	571	67	0	75	13	0	37	22	42	31	81	12	12	8	0	0	5	10	15	26	47	12	56					
6	Число погашенных избирательных бюллетеней	208	30	3	10	0	0	10	0	0	18	6	0	26	5	0	10	8	22	2	6	10	20	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	571	67	0	75	13	0	37	22	42	31	81	12	12	8	0	0	5	10	15	26	47	12	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9543	853	257	679	92	310	338	268	778	511	693	398	692	467	282	330	122	718	154	578	328	218	477					
9	Число недействительных избирательных бюллетеней	30	2	0	2	0	0	6	0	1	0	2	0	3	0	0	0	4	0	6	0	4	0	0					
10	Число действительных избирательных бюллетеней	10084	918	257	752	105	310	369	290	819	542	772	410	701	475	282	330	123	728	163	604	371	230	533					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	192	10	5	10	5	10	10	7	10	2	10	10	15	10	0	10	5	10	5	22	10	6	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	128	6	1	9	5	6	9	1	3	1	10	3	15	2	0	2	1	9	5	21	10	6	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	53	2	0	2	2	2	3	1	3	4	5	9	2	1	0	0	3	6	2	2	1	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	64	4	4	1	0	4	1	6	7	1	0	7	0	8	0	8	4	1	0	1	0	0	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	2	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	60	2	2	7	0	0	6	0	2	2	6	6	7	0	0	0	0	6	1	3	1	1	8					
		0.59%	0.22%	0.78%	0.93%	0.00%	0.00%	1.60%	0.00%	0.24%	0.37%	0.78%	1.46%	0.99%	0.00%	0.00%	0.00%	0.00%	0.82%	0.59%	0.50%	0.27%	0.43%	1.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	9	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	2	0	1	0	0	0					
		0.09%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.17%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0					
		0.06%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	248	31	2	7	4	8	12	15	5	18	5	1	15	32	14	10	6	26	0	6	7	7	17					
		2.45%	3.37%	0.78%	0.93%	3.81%	2.58%	3.20%	5.17%	0.61%	3.32%	0.65%	0.24%	2.13%	6.74%	4.96%	3.03%	4.72%	3.57%	0.00%	0.99%	1.87%	3.04%	3.19%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	1	0	2	0	1	2					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.84%	0.35%	0.00%	0.00%	0.14%	0.00%	0.33%	0.00%	0.43%	0.38%					
23	6.Политическая партия «Партия социальной справедливости»	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.17%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	124	9	2	8	1	5	13	8	8	3	8	0	8	5	1	0	2	8	0	10	10	3	12					
		1.23%	0.98%	0.78%	1.06%	0.95%	1.61%	3.47%	2.76%	0.98%	0.55%	1.03%	0.00%	1.14%	1.05%	0.35%	0.00%	1.57%	1.10%	0.00%	1.66%	2.67%	1.30%	2.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	152	0	2	15	0	0	9	15	10	11	5	2	8	13	0	3	1	34	1	4	4	3	12					
		1.50%	0.00%	0.78%	1.99%	0.00%	0.00%	2.40%	5.17%	1.22%	2.03%	0.65%	0.49%	1.14%	2.74%	0.00%	0.91%	0.79%	4.67%	0.59%	0.66%	1.07%	1.30%	2.25%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	13	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	2	1	0	2					
		0.13%	0.00%	0.39%	0.27%	0.95%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.33%	0.27%	0.00%	0.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9427	876	245	709	97	297	327	252	792	502	738	401	657	421	265	317	114	647	161	572	348	215	474					
		93.21%	95.22%	95.33%	94.03%	92.38%	95.81%	87.20%	86.90%	96.59%	92.62%	95.35%	97.80%	93.32%	88.63%	93.97%	96.06%	89.76%	88.87%	95.27%	94.70%	92.80%	93.48%	88.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	29	0	2	3	1	0	2	0	2	3	4	0	3	0	1	0	0	0	0	2	0	0	6					
		0.29%	0.00%	0.78%	0.40%	0.95%	0.00%	0.53%	0.00%	0.24%	0.55%	0.52%	0.00%	0.43%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	1.13%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
