Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Бавлинская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058					
1	"Число избирателей, внесенных в список избирателей"	10945	1022	300	910	129	382	398	307	860	601	848	425	717	477	300	328	98	737	163	643	429	236	635					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11332	1070	300	930	138	400	420	330	850	620	870	408	750	510	302	350	123	750	171	670	450	250	670					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9900	995	267	659	122	371	361	272	773	555	747	343	676	469	296	328	92	709	157	568	378	202	560					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	701	27	18	212	6	2	30	19	44	18	61	65	9	8	4	0	6	12	4	53	36	28	39					
6	Число погашенных избирательных бюллетеней	731	48	15	59	10	27	29	39	33	47	62	0	65	33	2	22	25	29	10	49	36	20	71					
7	Число избирательных бюллетеней в переносных ящиках для голосования	701	27	18	212	6	2	30	19	44	18	61	65	9	8	4	0	6	12	4	53	36	28	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9900	995	267	659	122	371	361	272	773	555	747	343	676	469	296	328	92	709	157	568	378	202	560					
9	Число недействительных избирательных бюллетеней	44	17	0	1	0	0	0	2	2	3	7	0	0	0	0	0	0	5	0	0	5	0	2					
10	Число действительных избирательных бюллетеней	10557	1005	285	870	128	373	391	289	815	570	801	408	685	477	300	328	98	716	161	621	409	230	597					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	193	7	6	7	10	8	10	8	10	10	10	8	10	10	8	10	5	10	8	10	10	8	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	84	3	1	5	10	0	0	2	1	0	6	8	3	0	0	1	4	1	8	8	10	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	58	3	2	6	2	1	0	0	8	2	5	4	2	8	2	3	1	2	2	3	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	109	4	5	2	0	8	10	6	9	10	4	0	7	10	8	9	1	9	0	2	0	0	5					
