Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Барятинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37					
1	"Число избирателей, внесенных в списки"	5301	454	2208	289	224	172	191	156	175	186	166	260	337	196	155	132					
2	"Число бюллетеней, полученных участковыми комиссиями"	5353	460	2214	289	220	170	257	155	171	182	169	256	338	196	151	125					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2548	108	1103	219	91	143	94	74	77	82	53	163	95	96	90	60					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	997	268	35	7	46	15	97	48	57	54	76	43	128	62	35	26					
6	Число погашенных бюллетеней	1808	84	1076	63	83	12	66	33	37	46	40	50	115	38	26	39					
7	Число бюллетеней в переносных ящиках для голосования	997	268	35	7	46	15	97	48	57	54	76	43	128	62	35	26					
8	Число бюллетеней в стационарных ящиках для голосования	2548	108	1103	219	91	143	94	74	77	82	53	163	95	96	90	60					
9	Число недействительных бюллетеней	34	0	16	0	0	1	1	0	1	5	0	0	2	3	5	0					
10	Число действительных бюллетеней	3511	376	1122	226	137	157	190	122	133	131	129	206	221	155	120	86					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	96	6	35	4	4	4	4	4	4	4	4	4	6	5	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	6	34	0	0	0	0	0	0	0	4	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	3	6	1	3	2	2	2	4	3	1	3	2	4	2	3					
14	Число погашенных открепительных удостоверений	52	0	1	4	4	4	4	4	4	4	0	4	6	5	4	4					
15	Число открепительных удостоверений выданных ТИК	4	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	22	0	8	2	0	1	0	1	0	0	2	0	2	3	2	1					
		0.62%	0.0%	0.70%	0.88%	0.0%	0.63%	0.0%	0.81%	0.0%	0.0%	1.55%	0.0%	0.89%	1.89%	1.6%	1.16%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	19	1	9	2	0	0	1	0	0	0	0	0	0	0	2	4					
		0.53%	0.26%	0.79%	0.88%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.6%	4.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	38	6	15	0	0	0	3	0	3	1	4	1	0	3	2	0					
		1.07%	1.59%	1.31%	0.0%	0.0%	0.0%	1.57%	0.0%	2.23%	0.73%	3.10%	0.48%	0.0%	1.89%	1.6%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	24	1	12	0	0	0	0	5	3	1	0	1	0	1	0	0					
		0.67%	0.26%	1.05%	0.0%	0.0%	0.0%	0.0%	4.09%	2.23%	0.73%	0.0%	0.48%	0.0%	0.63%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	15	2	6	0	0	0	0	0	0	1	0	0	2	0	4	0					
		0.42%	0.53%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.89%	0.0%	3.2%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	11	0	2	1	1	2	0	0	2	0	0	0	2	1	0	0					
		0.31%	0.0%	0.17%	0.44%	0.72%	1.26%	0.0%	0.0%	1.49%	0.0%	0.0%	0.0%	0.89%	0.63%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	8	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.22%	0.53%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	5	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0					
		0.14%	0.0%	0.08%	0.0%	0.0%	0.0%	0.52%	0.0%	0.74%	0.0%	0.0%	0.0%	0.44%	0.63%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	195	18	48	13	31	4	11	5	23	4	9	9	3	11	5	1					
		5.50%	4.78%	4.21%	5.75%	22.62%	2.53%	5.75%	4.09%	17.16%	2.94%	6.97%	4.36%	1.34%	6.96%	4.0%	1.16%					
28	"11. ""Истинные патриоты России"""	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.26%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	41	5	19	0	0	4	1	0	3	0	0	0	3	4	2	0					
		1.15%	1.32%	1.66%	0.0%	0.0%	2.53%	0.52%	0.0%	2.23%	0.0%	0.0%	0.0%	1.34%	2.53%	1.6%	0.0%					
30	"13. ""Демократическая партия России"""	5	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0					
		0.14%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	1.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	5	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0					
		0.14%	0.0%	0.08%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	1.55%	0.48%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	6	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1					
		0.16%	0.26%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.77%	0.0%	0.0%	0.0%	0.8%	1.16%					
33	"16. ""Родина"" (народно-патриотический союз)"""	161	12	77	12	3	3	5	2	7	2	10	7	10	4	6	1					
		4.54%	3.19%	6.76%	5.30%	2.18%	1.89%	2.61%	1.63%	5.22%	1.47%	7.75%	3.39%	4.48%	2.53%	4.8%	1.16%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	1	6	0	0	2	0	0	0	0	0	0	1	0	1	0					
		0.31%	0.26%	0.52%	0.0%	0.0%	1.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.8%	0.0%					
35	"18. ""ЛДПР"""	270	34	122	18	6	8	9	5	1	14	15	7	5	6	7	13					
		7.61%	9.04%	10.72%	7.96%	4.37%	5.06%	4.71%	4.09%	0.74%	10.29%	11.62%	3.39%	2.24%	3.79%	5.6%	15.11%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	265	32	106	9	6	20	2	10	8	4	3	2	45	7	11	0					
		7.47%	8.51%	9.31%	3.98%	4.37%	12.65%	1.04%	8.19%	5.97%	2.94%	2.32%	0.97%	20.17%	4.43%	8.8%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1869	190	463	116	80	94	121	84	58	80	75	157	126	101	63	61					
		52.72%	50.53%	40.68%	51.32%	58.39%	59.49%	63.35%	68.85%	43.28%	58.82%	58.13%	76.21%	56.50%	63.92%	50.4%	70.93%					
38	"21. ""Российская Конституционно-демократическая партия"""	7	1	2	0	0	1	1	0	0	0	0	0	1	0	1	0					
		0.19%	0.26%	0.17%	0.0%	0.0%	0.63%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.8%	0.0%					
39	"22. ""Развитие предпринимательства"""	10	3	4	0	0	0	1	0	0	1	0	0	1	0	0	0					
		0.28%	0.79%	0.35%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.73%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	462	65	174	47	9	15	32	7	20	23	6	21	17	11	12	3					
		13.03%	17.28%	15.28%	20.79%	6.56%	9.49%	16.75%	5.73%	14.92%	16.91%	4.65%	10.19%	7.62%	6.96%	9.6%	3.48%					
																						
41	Против всех	57	1	35	6	1	2	2	1	2	0	2	0	2	2	0	1					
		1.60%	0.26%	3.07%	2.65%	0.72%	1.26%	1.04%	0.81%	1.49%	0.0%	1.55%	0.0%	0.89%	1.26%	0.0%	1.16%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
