Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Белогорская городская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99					
1	"Число избирателей, внесенных в списки"	53189	2706	2128	2001	1716	2139	2592	2756	2234	1957	1693	2413	2450	2154	1828	2753	2239	693	2721	1287	1747	2657	2984	2461	340	1010	545	382	603					
2	"Число бюллетеней, полученных участковыми комиссиями"	49190	2550	1970	1830	1670	1960	2330	2510	2010	1870	1550	2220	2440	1900	1670	2610	1990	680	2600	1210	1550	2590	2500	2300	310	960	520	360	530					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23032	1329	1128	882	842	1001	1213	1130	785	816	575	1177	1031	916	695	1032	864	298	1052	600	519	1075	1506	1110	126	341	319	203	467					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	862	24	48	50	46	40	22	184	20	47	40	29	32	46	16	20	15	8	26	10	6	26	40	14	6	30	0	11	6					
6	Число погашенных бюллетеней	25296	1197	794	898	782	919	1095	1196	1205	1007	935	1014	1377	938	959	1558	1111	374	1522	600	1025	1489	954	1176	178	589	201	146	57					
7	Число бюллетеней в переносных ящиках для голосования	862	24	48	50	46	40	22	184	20	47	40	29	32	46	16	20	15	8	26	10	6	26	40	14	6	30	0	11	6					
8	Число бюллетеней в стационарных ящиках для голосования	23032	1329	1128	882	842	1001	1213	1130	785	816	575	1177	1031	916	695	1032	864	298	1052	600	519	1075	1506	1110	126	341	319	203	467					
9	Число недействительных бюллетеней	232	17	13	5	5	5	4	12	9	8	10	10	9	6	7	3	10	1	22	7	7	9	11	3	2	6	24	5	2					
10	Число действительных бюллетеней	23662	1336	1163	927	883	1036	1231	1302	796	855	605	1196	1054	956	704	1049	869	305	1056	603	518	1092	1535	1121	130	365	295	209	471					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	246	9	8	8	8	13	15	9	9	8	7	19	20	9	6	10	8	2	10	6	7	10	19	9	2	2	0	1	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	138	7	6	5	0	9	9	6	4	3	3	11	16	2	5	3	4	1	6	1	2	7	13	5	0	1	0	1	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	144	12	12	3	2	9	11	18	3	7	3	8	7	5	3	6	5	3	2	1	2	4	8	6	2	1	0	0	1					
14	Число погашенных открепительных удостоверений	108	2	2	3	8	4	6	3	5	5	4	8	4	7	1	7	4	1	4	5	5	3	6	4	2	1	0	0	4					
15	Число открепительных удостоверений выданных ТИК	4	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	304	8	16	8	9	9	12	21	16	5	10	24	18	14	6	11	12	4	13	9	6	10	21	14	2	5	7	7	7					
		1.27%	0.59%	1.36%	0.85%	1.01%	0.86%	0.97%	1.59%	1.98%	0.57%	1.62%	1.99%	1.69%	1.45%	0.84%	1.04%	1.36%	1.30%	1.20%	1.47%	1.14%	0.90%	1.35%	1.24%	1.51%	1.34%	2.19%	3.27%	1.47%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	342	27	12	15	15	14	22	21	8	5	5	11	9	9	13	8	15	2	11	13	5	13	54	19	1	1	5	1	8					
		1.43%	1.99%	1.02%	1.60%	1.68%	1.34%	1.78%	1.59%	0.99%	0.57%	0.81%	0.91%	0.84%	0.93%	1.82%	0.76%	1.70%	0.65%	1.02%	2.13%	0.95%	1.18%	3.49%	1.69%	0.75%	0.26%	1.56%	0.46%	1.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	622	21	30	28	28	23	20	36	22	26	18	36	44	29	21	26	27	7	18	13	11	40	37	26	4	6	10	10	5					
		2.60%	1.55%	2.55%	3.00%	3.15%	2.20%	1.61%	2.73%	2.73%	3.01%	2.92%	2.98%	4.13%	3.01%	2.95%	2.47%	3.07%	2.28%	1.66%	2.13%	2.09%	3.63%	2.39%	2.31%	3.03%	1.61%	3.13%	4.67%	1.05%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1206	80	75	47	60	73	61	55	35	66	21	55	33	39	38	57	53	4	63	15	23	67	79	61	5	18	2	5	16					
		5.04%	5.91%	6.37%	5.04%	6.75%	7.01%	4.93%	4.18%	4.34%	7.64%	3.41%	4.56%	3.10%	4.05%	5.34%	5.41%	6.02%	1.30%	5.84%	2.45%	4.38%	6.08%	5.10%	5.42%	3.78%	4.85%	0.62%	2.33%	3.38%					
22	"5. ""За Русь Святую"""	91	4	2	4	4	5	5	5	4	3	0	7	5	0	5	2	1	3	2	1	4	3	8	6	1	1	4	2	0					
		0.38%	0.29%	0.17%	0.42%	0.45%	0.48%	0.40%	0.38%	0.49%	0.34%	0.0%	0.58%	0.47%	0.0%	0.70%	0.19%	0.11%	0.98%	0.18%	0.16%	0.76%	0.27%	0.51%	0.53%	0.75%	0.26%	1.25%	0.93%	0.0%					
