Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Алейская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
1	"Число избирателей, внесенных в списки"	15215	544	204	61	153	194	380	552	458	129	1033	138	379	1003	396	213	238	516	601	115	604	744	555	90	148	192	139	523	436	766	81	718	480	426	461	522	521	502					
2	"Число бюллетеней, полученных участковыми комиссиями"	15335	563	195	63	153	197	368	580	409	127	1000	142	393	1000	399	217	238	522	616	122	599	785	579	104	147	190	142	503	420	800	93	713	487	423	452	568	525	501					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9559	348	176	47	119	148	277	325	232	85	583	88	235	532	198	111	140	328	359	88	415	483	355	67	111	106	96	341	333	454	72	392	368	270	322	327	337	291					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	724	18	0	0	7	13	6	21	17	6	105	18	23	56	24	8	22	9	4	0	18	16	37	11	6	22	11	19	30	20	9	20	13	16	15	55	25	24					
6	Число погашенных бюллетеней	5052	197	19	16	27	36	85	234	160	36	312	36	135	412	177	98	76	185	253	34	166	286	187	26	30	62	35	143	57	326	12	301	106	137	115	186	163	186					
7	Число бюллетеней в переносных ящиках для голосования	724	18	0	0	7	13	6	21	17	6	105	18	23	56	24	8	22	9	4	0	18	16	37	11	6	22	11	19	30	20	9	20	13	16	15	55	25	24					
8	Число бюллетеней в стационарных ящиках для голосования	9554	348	176	47	119	148	277	325	232	85	583	87	235	531	197	111	140	328	359	88	415	483	353	67	111	106	96	341	333	454	72	392	368	270	322	327	337	291					
9	Число недействительных бюллетеней	113	3	4	0	0	4	3	3	2	0	7	0	2	17	1	4	0	2	6	0	0	10	5	0	0	3	0	5	3	2	2	2	4	2	5	2	7	3					
10	Число действительных бюллетеней	10165	363	172	47	126	157	280	343	247	91	681	105	256	570	220	115	162	335	357	88	433	489	385	78	117	125	107	355	360	472	79	410	377	284	332	380	355	312					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	5	3	1	1	1	3	3	3	2	5	3	3	5	5	3	3	3	5	2	3	3	3	1	1	1	1	3	3	5	1	3	3	2	2	2	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	4	0	0	0	0	0	0	1	0	1	0	0	3	2	1	0	1	2	0	3	0	1	0	0	0	0	2	0	4	1	1	1	0	2	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	27	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	4	4	1	0	0	2	1	1	1	1	0	0	0	1	1	1	3					
14	Число погашенных открепительных удостоверений	68	1	3	1	1	1	3	3	2	2	4	3	3	2	3	2	3	2	3	2	0	3	2	1	1	1	1	1	3	1	0	2	2	2	0	1	1	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	94	6	0	0	1	0	5	2	1	2	1	0	3	4	0	2	1	5	2	1	4	2	6	0	1	2	1	5	5	7	1	4	3	4	3	4	2	4					
		0.91%	1.63%	0.0%	0.0%	0.79%	0.0%	1.76%	0.57%	0.40%	2.19%	0.14%	0.0%	1.16%	0.68%	0.0%	1.68%	0.61%	1.48%	0.55%	1.13%	0.92%	0.40%	1.53%	0.0%	0.85%	1.56%	0.93%	1.38%	1.37%	1.47%	1.23%	0.97%	0.78%	1.39%	0.89%	1.04%	0.55%	1.26%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	331	6	14	14	6	14	12	12	7	8	9	0	21	14	13	6	15	5	8	13	41	9	7	3	13	3	2	1	1	6	2	17	3	5	4	3	5	9					
		3.22%	1.63%	7.95%	29.78%	4.76%	8.69%	4.24%	3.46%	2.81%	8.79%	1.30%	0.0%	8.13%	2.38%	5.88%	5.04%	9.25%	1.48%	2.20%	14.77%	9.46%	1.80%	1.79%	3.84%	11.11%	2.34%	1.86%	0.27%	0.27%	1.26%	2.46%	4.12%	0.78%	1.74%	1.18%	0.78%	1.38%	2.85%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	233	9	2	4	1	4	6	7	12	0	26	3	1	10	5	2	4	7	6	2	1	6	12	2	1	4	6	9	9	7	0	6	11	4	10	12	20	2					
		2.26%	2.45%	1.13%	8.51%	0.79%	2.48%	2.12%	2.02%	4.81%	0.0%	3.77%	2.85%	0.38%	1.70%	2.26%	1.68%	2.46%	2.07%	1.65%	2.27%	0.23%	1.20%	3.07%	2.56%	0.85%	3.12%	5.60%	2.5%	2.47%	1.47%	0.0%	1.45%	2.88%	1.39%	2.96%	3.14%	5.52%	0.63%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	123	1	1	0	1	1	1	1	0	1	10	2	2	5	5	2	7	9	3	0	6	2	8	0	0	0	1	3	9	11	1	1	12	2	10	3	0	2					
