Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Шадринская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161					
1	"Число избирателей, внесенных в список избирателей"	23809	235	199	172	1138	118	218	141	179	134	899	280	300	100	320	1203	347	489	795	640	169	254	808	478	362	528	178	529	1346	788	379	209	165	556	946	539	539	154	328	565	97	91	240	232	163	482	1310	196	417	311	313	116	181	733	474	187	165	374					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24530	245	218	177	1172	117	227	211	186	143	925	279	320	104	323	1214	360	503	816	641	157	368	825	499	366	550	178	538	1364	801	396	212	170	580	958	556	541	157	334	576	112	97	259	239	164	488	1325	217	412	316	316	123	187	736	484	194	174	380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14254	162	110	133	616	55	141	135	105	78	529	159	170	61	169	663	195	274	499	420	91	180	462	251	197	296	130	323	618	525	231	112	125	394	539	334	342	107	186	413	81	68	167	164	96	297	705	128	294	174	158	97	109	445	288	108	113	232					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1777	3	15	29	116	14	10	6	8	0	28	15	25	11	29	55	47	52	78	30	12	74	23	43	24	37	17	21	109	51	24	18	15	15	31	34	40	15	52	34	0	9	19	26	12	17	127	28	48	49	39	5	13	29	10	62	16	8					
6	Число погашенных избирательных бюллетеней	8499	80	93	15	440	48	76	70	73	65	368	105	125	32	125	496	118	177	239	191	54	114	340	205	145	217	31	194	637	225	141	82	30	171	388	188	159	35	96	129	31	20	73	49	56	174	493	61	70	93	119	21	65	262	186	24	45	140					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1777	3	15	29	116	14	10	6	8	0	28	15	25	11	29	55	47	52	78	30	12	74	23	43	24	37	17	21	109	51	24	18	15	15	31	34	40	15	52	34	0	9	19	26	12	17	127	28	48	49	39	5	13	29	10	62	16	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14253	162	110	133	616	55	141	135	105	78	529	159	170	61	169	663	195	274	499	420	91	180	462	251	197	296	130	323	618	525	231	112	125	394	539	334	342	107	186	413	81	68	167	164	96	297	705	128	294	174	158	97	109	444	288	108	113	232					
9	Число недействительных избирательных бюллетеней	204	2	2	2	3	0	1	2	2	0	7	4	4	0	4	11	5	14	5	8	1	2	11	1	0	5	0	6	5	8	4	2	0	2	8	6	8	0	0	8	1	0	0	2	0	6	13	0	6	0	2	0	0	7	0	5	3	6					
10	Число действительных избирательных бюллетеней	15826	163	123	160	729	69	150	139	111	78	550	170	191	72	194	707	237	312	572	442	102	252	474	293	221	328	147	338	722	568	251	128	140	407	562	362	374	122	238	439	80	77	186	188	108	308	819	156	336	223	195	102	122	466	298	165	126	234					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	614	8	13	0	30	0	4	8	8	4	24	4	18	4	4	17	18	13	21	6	4	14	15	14	6	21	5	10	25	15	19	5	12	35	15	10	2	3	3	12	14	5	16	10	3	8	15	19	7	5	5	4	6	12	14	6	6	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	594	8	13	0	30	0	4	8	8	4	24	4	18	3	4	17	18	13	21	3	4	14	15	14	6	21	5	10	25	15	19	0	12	35	11	10	0	3	3	12	14	5	16	10	3	8	15	19	7	5	5	4	6	7	14	6	6	10					
