Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Макаровская														
														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)														
														
		Сумма	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93					
1	"Число избирателей, внесенных в списки"	8085	507	330	1785	2821	1655	240	747					
2	"Число бюллетеней, полученных участковыми комиссиями"	7965	461	347	1773	2771	1626	237	750					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3895	285	209	821	1331	704	114	431					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	304	101	21	30	39	74	16	23					
6	Число погашенных бюллетеней	3766	75	117	922	1401	848	107	296					
7	Число бюллетеней в переносных ящиках для голосования	304	101	21	30	39	74	16	23					
8	Число бюллетеней в стационарных ящиках для голосования	3883	284	209	818	1325	702	114	431					
9	Число недействительных бюллетеней	56	8	5	9	17	8	2	7					
10	Число действительных бюллетеней	4131	377	225	839	1347	768	128	447					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	197	19	20	40	40	40	18	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	50	0	4	11	17	11	4	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	21	4	2	1	4	1	4	5					
14	Число погашенных открепительных удостоверений	147	19	16	29	23	29	14	17					
15	Число открепительных удостоверений выданных ТИК	4	0	0	1	2	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0					
														
18	"1. ""ЕДИНЕНИЕ"""	44	2	6	14	6	8	4	4					
		1.05%	0.51%	2.60%	1.65%	0.43%	1.03%	3.07%	0.88%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	100	5	1	27	34	18	2	13					
		2.38%	1.29%	0.43%	3.18%	2.49%	2.31%	1.53%	2.86%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	187	24	8	35	48	36	11	25					
		4.46%	6.23%	3.47%	4.12%	3.51%	4.63%	8.46%	5.50%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	186	11	7	49	78	31	1	9					
		4.44%	2.85%	3.04%	5.77%	5.71%	3.99%	0.76%	1.98%					
22	"5. ""За Русь Святую"""	16	2	3	3	3	3	1	1					
		0.38%	0.51%	1.30%	0.35%	0.21%	0.38%	0.76%	0.22%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	0	3	0	3	1	0	3					
		0.23%	0.0%	1.30%	0.0%	0.21%	0.12%	0.0%	0.66%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	0	0	3	7	3	3	1					
		0.40%	0.0%	0.0%	0.35%	0.51%	0.38%	2.30%	0.22%					
25	"8. ""Народно-республиканская партия России"""	6	0	0	3	2	0	0	1					
		0.14%	0.0%	0.0%	0.35%	0.14%	0.0%	0.0%	0.22%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	2	0	1	5	4	0	1					
		0.31%	0.51%	0.0%	0.11%	0.36%	0.51%	0.0%	0.22%					
27	"10. ""Аграрная партия России"""	70	8	4	16	26	4	0	12					
		1.67%	2.07%	1.73%	1.88%	1.90%	0.51%	0.0%	2.64%					
28	"11. ""Истинные патриоты России"""	4	2	0	1	0	1	0	0					
		0.09%	0.51%	0.0%	0.11%	0.0%	0.12%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	32	2	2	8	8	4	2	6					
		0.76%	0.51%	0.86%	0.94%	0.58%	0.51%	1.53%	1.32%					
