Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Солнцевская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018					
1	"Число избирателей, внесенных в списки"	14635	1909	1804	299	226	422	234	132	217	291	356	415	191	148	99	982	193	294	1016	121	446	159	464	641	605	637	613	164	509	179	869					
2	"Число бюллетеней, полученных участковыми комиссиями"	13073	1705	1617	267	198	380	210	118	194	258	306	370	172	133	87	864	170	259	892	110	403	140	416	576	540	576	533	147	470	170	792					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7629	915	941	169	104	209	103	64	123	144	220	219	100	102	43	526	62	152	551	75	217	80	274	362	317	340	337	90	226	106	458					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	980	27	32	4	25	34	27	27	19	40	39	38	14	18	17	51	39	25	55	7	67	25	44	27	57	55	45	14	46	18	44					
6	Число погашенных бюллетеней	4464	763	644	94	69	137	80	27	52	74	47	113	58	13	27	287	69	82	286	28	119	35	98	187	166	181	151	43	198	46	290					
7	Число бюллетеней в переносных ящиках для голосования	980	27	32	4	25	34	27	27	19	40	39	38	14	18	17	51	39	25	55	7	67	25	44	27	57	55	45	14	46	18	44					
8	Число бюллетеней в стационарных ящиках для голосования	7629	915	941	169	104	209	103	64	123	144	220	219	100	102	43	526	62	152	551	75	217	80	274	362	317	340	337	90	226	106	458					
9	Число недействительных бюллетеней	309	23	16	1	7	12	2	5	7	7	8	11	7	0	2	21	5	9	26	7	8	5	14	15	15	19	22	6	8	3	18					
10	Число действительных бюллетеней	8300	919	957	172	122	231	128	86	135	177	251	246	107	120	58	556	96	168	580	75	276	100	304	374	359	376	360	98	264	121	484					
