Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Шахунская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486					
1	"Число избирателей, внесенных в списки избирателей"	35391	2186	2411	2176	2001	2254	1347	1171	2120	2342	1769	1924	959	776	2001	926	583	837	262	245	239	145	466	445	430	386	521	221	1073	128	147	206	492	140	1184	232	539	107					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35570	2100	2400	2150	2000	2200	1300	1150	2100	2350	1950	1900	1000	850	2100	950	600	850	260	250	240	130	470	440	440	390	570	220	1050	130	140	210	520	150	1150	230	530	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16840	1079	1291	1088	1095	1153	513	439	882	1062	648	818	435	336	967	357	218	313	145	149	118	85	242	264	231	224	306	126	531	77	81	118	293	80	649	129	255	43					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1847	74	43	58	62	120	43	28	35	54	111	174	54	41	127	56	40	77	36	34	42	11	49	51	43	25	34	20	50	13	15	19	49	36	44	19	39	21					
6	Число погашенных избирательных бюллетеней	16883	947	1066	1004	843	927	744	683	1183	1234	1191	908	511	473	1006	537	342	460	79	67	80	34	179	125	166	141	230	74	469	40	44	73	178	34	457	82	236	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1847	74	43	58	62	120	43	28	35	54	111	174	54	41	127	56	40	77	36	34	42	11	49	51	43	25	34	20	50	13	15	19	49	36	44	19	39	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16840	1079	1291	1088	1095	1153	513	439	882	1062	648	818	435	336	967	357	218	313	145	149	118	85	242	264	231	224	306	126	531	77	81	118	293	80	649	129	255	43					
9	Число недействительных избирательных бюллетеней	120	9	10	8	3	8	1	1	5	3	3	7	3	5	11	1	1	5	1	1	2	1	2	3	2	3	0	1	1	2	0	1	4	1	9	0	2	0					
10	Число действительных избирательных бюллетеней	18567	1144	1324	1138	1154	1265	555	466	912	1113	756	985	486	372	1083	412	257	385	180	182	158	95	289	312	272	246	340	145	580	88	96	136	338	115	684	148	292	64					
