Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Шуйская городская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	46882	1357	1239	1439	1213	1190	1702	1409	1271	1727	1155	1189	1270	1270	1300	1513	954	1178	963	869	1032	1497	1270	915	1837	1887	1201	2079	1160	1057	1100	1092	1125	914	1246	1329	1933									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	41400	1250	1150	1200	1050	1050	1500	1200	1100	1450	1000	1050	1150	1100	1150	1350	900	1050	800	700	950	1350	1100	900	1650	1700	1100	1800	1000	900	900	900	1050	850	1100	1200	1750									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13629	342	252	396	369	333	447	355	252	427	214	200	405	328	350	536	359	324	301	282	274	477	488	309	548	693	439	723	404	312	380	270	317	323	381	344	475									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1130	45	26	25	38	30	37	17	44	29	26	86	17	20	58	50	20	85	34	24	30	21	28	23	47	25	24	45	20	19	8	6	2	10	27	51	33									
6	Число погашенных избирательных бюллетеней	26641	863	872	779	643	687	1016	828	804	994	760	764	728	752	742	764	521	641	465	394	646	852	584	568	1055	982	637	1032	576	569	512	624	731	517	692	805	1242									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1130	45	26	25	38	30	37	17	44	29	26	86	17	20	58	50	20	85	34	24	30	21	28	23	47	25	24	45	20	19	8	6	2	10	27	51	33									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	13614	341	252	396	369	331	447	355	252	427	213	200	405	328	349	536	357	324	300	282	274	477	487	309	548	692	437	723	403	311	380	270	317	323	381	344	474									
9	Число недействительных избирательных бюллетеней	292	5	10	12	2	8	3	10	5	9	8	11	10	4	6	14	9	9	4	5	3	10	12	10	13	19	15	13	6	1	7	2	8	4	7	8	10									
10	Число действительных избирательных бюллетеней	14452	381	268	409	405	353	481	362	291	447	231	275	412	344	401	572	368	400	330	301	301	488	503	322	582	698	446	755	417	329	381	274	311	329	401	387	497									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	581	15	15	15	15	15	15	15	15	15	15	15	15	15	15	20	15	15	15	15	15	15	35	15	20	20	15	15	15	15	20	15	15	15	15	15	16									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	347	10	14	4	6	10	7	10	6	4	9	7	10	6	12	20	10	4	7	5	4	15	25	2	16	20	7	11	10	6	17	8	9	6	7	7	16									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	288	14	7	3	13	3	5	8	4	12	9	3	10	31	9	6	6	2	7	13	6	8	21	9	3	3	7	10	3	1	5	11	1	16	4	8	7									
14	Число погашенных неиспользованных открепительных удостоверений	234	5	1	11	9	5	8	5	9	11	6	8	5	9	3	0	5	11	8	10	11	0	10	13	4	0	8	4	5	9	3	7	6	9	8	8	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	222	3	4	2	3	2	7	2	4	11	8	3	6	6	3	4	6	7	5	2	4	11	27	10	8	9	9	6	5	3	13	7	7	2	3	5	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	222	7	2	6	4	2	9	5	3	7	3	8	8	2	8	9	8	5	8	0	4	6	18	2	6	11	8	7	8	3	9	5	2	7	4	8	10									
		1.51%	1.81%	0.72%	1.43%	0.98%	0.55%	1.86%	1.34%	1.01%	1.54%	1.26%	2.80%	1.90%	0.57%	1.97%	1.54%	2.12%	1.22%	2.40%	0.00%	1.32%	1.20%	3.50%	0.60%	1.01%	1.53%	1.74%	0.91%	1.89%	0.91%	2.32%	1.81%	0.63%	2.10%	0.98%	2.03%	1.97%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	569	21	8	18	33	16	12	15	15	24	9	9	13	12	16	16	24	16	11	9	20	24	15	8	17	23	18	21	17	10	6	7	10	12	20	24	20									
		3.86%	5.44%	2.88%	4.28%	8.11%	4.43%	2.48%	4.03%	5.07%	5.26%	3.77%	3.15%	3.08%	3.45%	3.93%	2.73%	6.37%	3.91%	3.29%	2.94%	6.58%	4.82%	2.91%	2.41%	2.86%	3.21%	3.90%	2.73%	4.02%	3.03%	1.55%	2.54%	3.13%	3.60%	4.90%	6.08%	3.94%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	324	6	3	12	14	3	8	7	10	12	5	12	5	7	7	8	12	9	5	6	3	11	6	8	16	18	11	20	9	14	4	3	9	7	8	9	17									
