Выборы Президента Российской Федерации																																					
Дата голосования: 18.03.2018																																					
																																					
Наименование Избирательной комиссии:    Таштыпская																																					
																																					
Сводная таблица итогов голосования																																					
																																					
	Число участковых избирательных комиссий	26																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	26																																			
																																					
		Сумма	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354									
1	"Число избирателей, включенных в список избирателей"	9618	175	48	257	499	838	104	76	245	157	122	238	68	50	724	256	71	73	81	646	140	41	242	130	171	2027	2139									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11295	205	53	340	578	1010	114	97	286	188	166	350	88	41	855	290	81	128	102	800	110	43	290	150	230	2200	2500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6572	134	40	209	362	522	69	62	191	124	91	171	68	37	464	188	54	73	68	409	83	22	179	92	143	1282	1435									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	528	4	0	12	38	45	7	5	13	5	9	3	0	2	50	23	2	0	13	47	17	0	8	5	6	99	115									
6	Число погашенных избирательных бюллетеней	4183	67	13	119	178	443	38	30	82	59	66	176	20	2	341	79	25	55	21	344	10	17	103	45	81	819	950									
7	Число избирательных бюллетеней в переносных ящиках для голосования	540	4	0	12	38	45	7	5	13	5	9	3	0	2	50	23	2	0	13	47	17	4	8	13	6	99	115									
8	Число бюллетеней в стационарных ящиках для голосования	6572	134	40	209	362	522	69	62	191	124	91	171	68	37	464	188	54	73	68	409	83	22	179	92	143	1282	1435									
9	Число недействительных избирательных бюллетеней	66	2	0	3	5	8	2	4	2	1	2	0	0	1	6	2	0	0	1	3	1	0	0	0	0	7	16									
10	Число действительных избирательных бюллетеней	7046	136	40	218	395	559	74	63	202	128	98	174	68	38	508	209	56	73	80	453	99	26	187	105	149	1374	1534									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
13	Бабурин Сергей Николаевич	24	0	0	0	3	3	0	1	0	0	0	1	0	0	1	0	0	2	0	0	2	0	0	0	1	5	5									
		0.34%	0.00%	0.00%	0.00%	0.75%	0.53%	0.00%	1.49%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.19%	0.00%	0.00%	2.74%	0.00%	0.00%	2.00%	0.00%	0.00%	0.00%	0.67%	0.36%	0.32%									
14	Грудинин Павел Николаевич	886	21	3	13	74	71	13	4	27	7	9	22	4	8	72	12	5	8	3	17	1	12	19	11	16	244	190									
		12.46%	15.22%	7.50%	5.88%	18.50%	12.52%	17.11%	5.97%	13.24%	5.43%	9.00%	12.64%	5.88%	20.51%	14.01%	5.69%	8.93%	10.96%	3.70%	3.73%	1.00%	46.15%	10.16%	10.48%	10.74%	17.67%	12.26%									
15	Жириновский Владимир Вольфович	432	3	2	22	53	36	0	2	5	2	13	2	0	1	25	13	3	4	1	19	5	1	5	0	7	88	120									
		6.07%	2.17%	5.00%	9.95%	13.25%	6.35%	0.00%	2.99%	2.45%	1.55%	13.00%	1.15%	0.00%	2.56%	4.86%	6.16%	5.36%	5.48%	1.23%	4.17%	5.00%	3.85%	2.67%	0.00%	4.70%	6.37%	7.74%									
16	Путин Владимир Владимирович	5585	110	34	177	262	438	58	55	169	118	75	147	64	28	399	181	46	57	76	411	91	13	159	93	123	999	1202									
		78.53%	79.71%	85.00%	80.09%	65.50%	77.25%	76.32%	82.09%	82.84%	91.47%	75.00%	84.48%	94.12%	71.79%	77.63%	85.78%	82.14%	78.08%	93.83%	90.13%	91.00%	50.00%	85.03%	88.57%	82.55%	72.34%	77.55%									
17	Собчак Ксения Анатольевна	45	1	0	2	1	5	2	1	0	1	0	0	0	0	5	1	0	0	0	3	0	0	2	1	1	12	7									
		0.63%	0.72%	0.00%	0.90%	0.25%	0.88%	2.63%	1.49%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.97%	0.47%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	1.07%	0.95%	0.67%	0.87%	0.45%									
18	Сурайкин Максим Александрович	31	1	0	3	2	2	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	0	1	0	0	13	3									
		0.44%	0.72%	0.00%	1.36%	0.50%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.39%	0.00%	3.57%	1.37%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.94%	0.19%									
19	Титов Борис Юрьевич	27	0	1	1	0	3	0	0	0	0	0	1	0	1	2	1	0	1	0	0	0	0	1	0	1	9	5									
		0.38%	0.00%	2.50%	0.45%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	2.56%	0.39%	0.47%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.67%	0.65%	0.32%									
20	Явлинский Григорий Алексеевич	16	0	0	0	0	1	1	0	1	0	1	0	0	0	2	1	0	0	0	3	0	0	0	0	0	4	2									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.18%	1.32%	0.00%	0.49%	0.00%	1.00%	0.00%	0.00%	0.00%	0.39%	0.47%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.13%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
