Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Таштыпская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309					
1	"Число избирателей, внесенных в список"	10745	1321	770	2237	265	171	204	103	112	725	223	76	197	347	189	270	187	156	784	134	650	57	1014	134	294	125					
2	Число полученных избирательных бюллетеней	11058	1330	750	2300	280	170	205	105	135	770	235	80	225	355	190	290	200	165	810	145	603	95	1025	130	305	160					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6193	680	399	1064	173	111	112	85	102	454	187	65	161	254	143	179	132	99	425	102	406	23	489	90	193	65					
5	"Число избирательных бюллетеней, выданных вне помещения"	1128	105	103	141	15	11	40	2	10	68	16	4	12	11	16	53	18	18	102	10	58	20	189	17	29	60					
6	Число погашенных избирательных бюллетеней	3737	545	248	1095	92	48	53	18	23	248	32	11	52	90	31	58	50	48	283	33	139	52	347	23	83	35					
7	Число избирательных бюллетеней в переносных ящиках	1128	105	103	141	15	11	40	2	10	68	16	4	12	11	16	53	18	18	102	10	58	20	189	17	29	60					
8	Число бюллетеней в стационарных ящиках для голосования	6193	680	399	1064	173	111	112	85	102	454	187	65	161	254	143	179	132	99	425	102	406	23	489	90	193	65					
9	Число недействительных избирательных бюллетеней	93	4	5	14	3	1	1	2	4	5	4	0	3	2	1	6	1	1	9	6	5	0	11	1	2	2					
10	Число действительных избирательных бюллетеней	7228	781	497	1191	185	121	151	85	108	517	199	69	170	263	158	226	149	116	518	106	459	43	667	106	220	123					
11	Число полученных открепительных  удостоверений	269	14	24	28	10	1	1	1	3	25	5	4	10	10	7	21	1	6	16	10	21	11	19	5	6	10					
12	Число выданных открепительных удостоверений	264	13	23	28	10	0	0	1	3	25	5	4	10	10	7	21	0	6	16	10	21	11	19	5	6	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	9	3	9	0	1	1	1	0	4	2	0	0	0	1	3	2	0	3	1	1	4	9	1	2	1					
14	Число неиспользованных открепительных удостоверений	5	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	11	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	389	57	30	68	7	9	1	2	2	45	8	0	5	19	7	8	5	0	9	6	25	6	29	2	16	23					
		5.31%	7.26%	5.98%	5.64%	3.72%	7.38%	0.66%	2.30%	1.79%	8.62%	3.94%	0.00%	2.89%	7.17%	4.40%	3.45%	3.33%	0.00%	1.71%	5.36%	5.39%	13.95%	4.28%	1.87%	7.21%	18.40%					
19	. Малышкин Олег Александрович	196	22	21	32	5	3	1	1	0	16	5	0	4	8	0	7	1	2	24	5	17	1	16	4	0	1					
		2.68%	2.80%	4.18%	2.66%	2.66%	2.46%	0.66%	1.15%	0.00%	3.07%	2.46%	0.00%	2.31%	3.02%	0.00%	3.02%	0.67%	1.71%	4.55%	4.46%	3.66%	2.33%	2.36%	3.74%	0.00%	0.80%					
20	. Миронов Сергей Михайлович	90	5	0	10	4	9	6	0	2	6	3	1	6	0	1	2	5	1	7	2	3	0	14	0	2	1					
