Выборы Президента Российской Федерации																																																																
Дата голосования: 18.03.2018																																																																
																																																																
Наименование Избирательной комиссии:    Чародинская																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																														
																																																																
		Сумма	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864									
1	"Число избирателей, включенных в список избирателей"	8246	207	86	152	171	62	176	387	121	137	67	97	122	92	56	124	97	75	272	477	121	204	50	72	108	564	166	106	63	23	231	102	60	21	35	73	32	43	16	172	99	147	1498	59	53	30	251	112	390	149	45	104	46	23									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8400	207	86	152	171	68	178	353	131	138	62	98	127	92	56	126	106	75	272	497	121	203	57	73	107	590	173	109	62	23	231	102	75	21	35	73	32	43	16	172	93	147	1557	59	56	29	251	126	401	150	45	104	46	23									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7224	193	81	142	162	62	170	275	109	117	39	92	114	74	54	106	87	67	247	392	113	149	48	68	69	462	125	91	53	23	194	78	52	18	27	68	26	36	14	138	60	119	1484	55	48	29	208	112	345	123	38	104	41	23									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	134	0	0	3	0	0	6	7	0	0	5	0	0	0	2	6	10	0	0	20	0	3	2	0	7	11	0	0	0	0	4	0	5	0	0	0	4	0	0	2	21	3	10	0	0	0	3	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	1042	14	5	7	9	6	2	71	22	21	18	6	13	18	0	14	9	8	25	85	8	51	7	5	31	117	48	18	9	0	33	24	18	3	8	5	2	7	2	32	12	25	63	4	8	0	40	14	56	27	7	0	5	0									
