Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Октябрьская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814					
1	"Число избирателей, внесенных в список избирателей"	18387	1006	2166	1045	1166	2156	282	992	916	1867	369	1530	626	389	317	130	1142	133	404	441	121	136	85	464	187	139	178					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18955	1025	2195	1070	1108	2168	285	997	914	1918	392	1570	755	460	340	124	1130	137	401	477	135	135	100	523	232	177	187					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7441	497	1047	483	485	765	115	448	346	679	163	389	294	176	192	84	321	59	187	181	41	55	32	153	71	71	107					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2627	28	118	47	97	210	48	83	128	174	78	359	218	149	60	23	239	43	86	94	49	35	29	102	63	39	28					
6	Число погашенных избирательных бюллетеней	8887	500	1030	540	526	1193	122	466	440	1065	151	822	243	135	88	17	570	35	128	202	45	45	39	268	98	67	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2627	28	118	47	97	210	48	83	128	174	78	359	218	149	60	23	239	43	86	94	49	35	29	102	63	39	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7439	497	1045	483	485	765	115	448	346	679	163	389	294	176	192	84	321	59	187	181	41	55	32	153	71	71	107					
9	Число недействительных избирательных бюллетеней	168	14	29	6	18	17	1	6	8	15	2	10	3	0	6	0	10	0	5	4	0	1	0	9	3	1	0					
10	Число действительных избирательных бюллетеней	9898	511	1134	524	564	958	162	525	466	838	239	738	509	325	246	107	550	102	268	271	90	89	61	246	131	109	135					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	350	15	30	20	15	20	5	15	15	20	5	20	60	10	10	5	10	5	10	15	5	5	5	10	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	269	15	27	20	14	12	2	8	8	20	5	17	60	6	1	0	10	0	7	5	0	2	5	9	10	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	146	7	22	9	25	12	2	1	7	5	0	6	7	6	6	5	0	1	1	4	2	5	4	3	1	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	81	0	3	0	1	8	3	7	7	0	0	3	0	4	9	5	0	5	3	10	5	3	0	1	0	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	1	6	1	1	3	0	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1370	82	208	90	75	142	34	64	75	113	22	88	38	25	17	12	76	14	48	27	14	13	7	45	9	18	14					
		13.61%	15.62%	17.88%	16.98%	12.89%	14.56%	20.86%	12.05%	15.82%	13.25%	9.13%	11.76%	7.42%	7.69%	6.75%	11.21%	13.57%	13.73%	17.58%	9.82%	15.56%	14.44%	11.48%	17.65%	6.72%	16.36%	10.37%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1182	79	153	71	104	118	13	82	64	95	29	61	37	19	28	15	76	6	36	28	3	10	5	13	11	16	10					
		11.74%	15.05%	13.16%	13.40%	17.87%	12.10%	7.98%	15.44%	13.50%	11.14%	12.03%	8.16%	7.23%	5.85%	11.11%	14.02%	13.57%	5.88%	13.19%	10.18%	3.33%	11.11%	8.20%	5.10%	8.21%	14.55%	7.41%					
