Выборы Президента Российской Федерации																																										
Дата голосования: 04.03.2012																																										
																																										
Наименование Избирательной комиссии:    Кинельская городская																																										
																																										
Сводная таблица итогов голосования																																										
																																										
	Число участковых избирательных комиссий	31																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	31																																								
																																										
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31									
1	Число избирателей, включенных в список избирателей	38506	1301	929	1308	920	1088	738	808	1258	1687	2160	2285	1155	1423	1049	906	812	1271	869	805	1480	421	449	300	2023	1694	1550	772	1849	1379	2000	1817									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	30962	1000	700	1000	700	900	600	600	1000	1300	1800	1800	900	1100	800	700	600	900	700	600	1500	300	400	250	1500	1800	1512	700	1400	1000	1500	1400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	21584	703	445	678	461	489	369	377	699	903	1317	1242	620	859	577	442	439	734	466	519	841	248	244	183	1212	1261	870	463	944	769	1089	1121									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1773	128	38	84	67	59	31	41	46	120	27	72	74	112	40	64	35	66	45	17	17	15	13	14	70	51	95	44	123	46	85	34									
6	Число погашенных избирательных бюллетеней	7605	169	217	238	172	352	200	182	255	277	456	486	206	129	183	194	126	100	189	64	642	37	143	53	218	488	547	193	333	185	326	245									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1773	128	38	84	67	59	31	41	46	120	27	72	74	112	40	64	35	66	45	17	17	15	13	14	70	51	95	44	123	46	85	34									
8	Число бюллетеней в стационарных ящиках для голосования	21583	703	445	677	461	489	369	377	699	903	1317	1242	620	859	577	442	439	734	466	519	841	248	244	183	1212	1261	870	463	944	769	1089	1121									
9	Число недействительных избирательных бюллетеней	346	17	8	7	9	13	4	7	13	12	28	10	15	7	12	13	5	7	8	6	17	4	4	4	11	17	14	11	16	15	17	15									
10	Число действительных избирательных бюллетеней	23010	814	475	754	519	535	396	411	732	1011	1316	1304	679	964	605	493	469	793	503	530	841	259	253	193	1271	1295	951	496	1051	800	1157	1140									
11	Число полученных открепительных  удостоверений	766	31	18	29	21	29	8	13	21	40	60	64	25	30	15	20	21	11	20	21	32	5	8	0	38	38	23	25	25	20	20	35									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	738	31	18	28	21	29	8	11	21	40	60	64	25	30	15	18	19	11	20	21	32	3	8	0	38	30	22	25	20	18	20	32									
13	Число избирателей, проголосовавших по открепительным удостоверениям	567	63	17	26	22	14	8	12	12	17	16	10	39	22	12	6	21	17	17	17	9	11	17	13	23	40	18	11	25	9	14	9									
14	Число неиспользованных открепительных удостоверений	28	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	8	1	0	5	2	0	3									
15	Число открепительных удостоверений, выданных избирателям ТИК	334	11	4	5	6	12	6	6	9	6	23	15	6	8	7	8	6	10	11	12	9	3	1	3	16	11	19	5	15	12	33	36									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	Жириновский Владимир Вольфович	2015	68	40	65	50	32	43	32	73	80	101	141	87	76	53	47	50	59	40	42	84	25	27	20	104	109	65	40	95	75	107	85									
