Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Сакмарская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438					
1	"Число избирателей, внесенных в списки избирателей"	21903	2446	1534	2616	867	941	217	761	372	1352	330	485	1145	107	538	561	561	577	101	2669	412	1691	585	623	412					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21498	2299	1501	2600	872	932	192	751	362	1315	336	484	1133	102	538	561	559	579	102	2605	403	1712	559	593	408					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11402	1240	859	1238	415	602	145	329	178	795	238	344	536	99	251	319	276	326	54	1207	265	787	343	331	225					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1476	76	61	46	54	41	17	129	45	25	37	24	170	0	108	58	91	54	15	154	0	85	79	42	65					
6	Число погашенных избирательных бюллетеней	8620	983	581	1316	403	289	30	293	139	495	61	116	427	3	179	184	192	199	33	1244	138	840	137	220	118					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1476	76	61	46	54	41	17	129	45	25	37	24	170	0	108	58	91	54	15	154	0	85	79	42	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11402	1240	859	1238	415	602	145	329	178	795	238	344	536	99	251	319	276	326	54	1207	265	787	343	331	225					
9	Число недействительных избирательных бюллетеней	169	19	8	19	2	11	2	10	1	14	1	1	6	1	1	9	2	7	0	22	6	14	1	9	3					
10	Число действительных избирательных бюллетеней	12709	1297	912	1265	467	632	160	448	222	806	274	367	700	98	358	368	365	373	69	1339	259	858	421	364	287					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	200	25	16	15	5	5	3	5	3	27	5	5	10	2	5	5	5	4	2	15	3	20	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	112	8	9	12	2	1	0	5	3	21	0	1	9	2	0	4	3	1	1	9	0	15	5	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	82	5	3	7	1	3	11	9	2	11	2	2	4	0	1	2	1	3	0	3	2	2	2	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	88	17	7	3	3	4	3	0	0	6	5	4	1	0	5	1	2	3	1	6	3	5	0	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	848	71	56	21	6	23	2	54	7	13	21	51	54	2	71	123	17	17	2	75	6	39	44	36	37					
