Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Октябрьская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481					
1	"Число избирателей, внесенных в списки"	21679	272	225	168	718	334	353	318	185	271	343	2754	1436	1415	2062	989	2063	1987	1888	625	209	1484	807	379	394					
2	"Число бюллетеней, полученных участковыми комиссиями"	21035	262	219	167	716	334	352	328	181	270	324	2673	1426	1383	1995	920	1981	1931	1768	632	200	1406	811	370	386					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13090	201	177	92	491	198	204	208	115	187	201	1247	1093	824	1334	664	1112	1177	974	441	159	994	444	266	287					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	469	17	5	10	19	7	17	19	2	10	20	86	11	32	21	17	14	51	9	63	0	25	2	0	12					
6	Число погашенных бюллетеней	7476	44	37	65	206	129	131	101	64	73	103	1340	322	527	640	239	855	703	785	128	41	387	365	104	87					
7	Число бюллетеней в переносных ящиках для голосования	469	17	5	10	19	7	17	19	2	10	20	86	11	32	21	17	14	51	9	63	0	25	2	0	12					
8	Число бюллетеней в стационарных ящиках для голосования	13087	201	177	92	491	198	204	208	115	187	201	1245	1093	824	1333	664	1112	1177	974	441	159	994	444	266	287					
9	Число недействительных бюллетеней	133	3	0	0	4	5	0	5	0	2	4	16	10	16	11	4	5	17	5	3	2	3	2	7	9					
10	Число действительных бюллетеней	13423	215	182	102	506	200	221	222	117	195	217	1315	1094	840	1343	677	1121	1211	978	501	157	1016	444	259	290					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	346	5	5	5	10	5	10	10	5	5	10	61	25	20	25	15	25	25	20	10	5	20	15	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	185	0	2	0	7	1	0	10	5	1	3	28	25	5	19	15	10	12	17	0	0	19	1	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	49	3	4	2	2	2	1	1	1	2	1	7	3	2	0	3	1	1	1	0	1	6	1	1	3					
14	Число погашенных открепительных удостоверений	161	5	3	5	3	4	10	0	0	4	7	33	0	15	6	0	15	13	3	10	5	1	14	0	5					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	229	5	4	1	7	4	4	5	4	2	2	22	26	20	17	14	15	12	9	17	4	18	8	6	3					
		1.68%	2.29%	2.19%	0.98%	1.37%	1.95%	1.80%	2.20%	3.41%	1.01%	0.90%	1.65%	2.35%	2.33%	1.25%	2.05%	1.33%	0.97%	0.91%	3.37%	2.51%	1.76%	1.79%	2.25%	1.00%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	279	1	1	3	3	4	3	2	1	0	2	45	27	13	27	11	8	17	15	12	1	55	20	2	6					
		2.05%	0.45%	0.54%	2.94%	0.58%	1.95%	1.35%	0.88%	0.85%	0.0%	0.90%	3.38%	2.44%	1.51%	1.99%	1.61%	0.71%	1.38%	1.52%	2.38%	0.62%	5.39%	4.48%	0.75%	2.00%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	338	8	6	6	12	3	3	2	4	3	2	31	19	29	23	28	17	32	29	12	2	43	18	2	4					
		2.49%	3.66%	3.29%	5.88%	2.35%	1.46%	1.35%	0.88%	3.41%	1.52%	0.90%	2.32%	1.72%	3.38%	1.69%	4.11%	1.50%	2.60%	2.95%	2.38%	1.25%	4.21%	4.03%	0.75%	1.33%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	310	3	3	1	4	4	5	5	8	2	4	46	51	16	30	20	11	22	23	11	5	19	11	1	5					
