Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Ахтубинская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50					
1	"Число избирателей, внесенных в списки"	59427	109	194	398	1070	758	923	985	487	491	752	814	470	785	1640	658	612	1154	504	172	1692	1798	1132	1596	1239	1045	334	1537	1957	1270	1256	633	1434	1452	1076	886	1551	1564	909	1552	751	2119	2740	1853	1711	2089	2327	1869	2085	1420	1574					
2	"Число бюллетеней, полученных участковыми комиссиями"	59481	109	188	854	1024	777	912	963	464	480	766	797	456	783	1644	670	620	1145	504	173	1700	1788	1130	1630	1230	1035	347	1560	1840	1260	1266	635	1450	1456	1080	878	1552	1565	892	1552	765	2126	2570	1883	1706	2106	2183	1878	2101	1397	1591					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	371	0	0	32	153	0	0	0	38	0	0	0	0	0	17	30	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31325	75	124	317	331	310	425	305	201	295	434	449	241	462	948	381	318	596	289	119	760	829	397	669	667	489	170	862	941	637	596	273	577	573	552	441	676	713	461	773	343	1430	1699	1304	1035	1345	1280	1182	1285	812	934					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2150	12	14	49	82	118	105	95	81	32	73	63	38	28	41	52	39	56	43	21	96	60	44	51	25	24	0	16	133	64	15	59	52	43	14	40	39	26	69	13	41	19	8	11	13	14	60	19	20	20	0					
6	Число погашенных бюллетеней	25635	22	50	456	458	349	382	563	144	153	259	285	177	293	638	207	263	493	172	33	844	899	663	910	538	522	177	682	766	559	655	303	821	840	514	397	837	826	362	766	381	677	788	568	658	747	843	677	796	565	657					
7	Число бюллетеней в переносных ящиках для голосования	2521	12	14	81	235	118	105	95	119	32	73	63	38	28	58	82	39	56	43	21	96	60	70	51	25	24	0	16	133	64	15	59	52	43	14	40	39	26	69	13	41	19	83	11	13	14	60	19	20	20	0					
8	Число бюллетеней в стационарных ящиках для голосования	31314	75	124	317	331	310	425	305	201	295	434	449	240	462	948	381	318	596	289	119	760	829	397	669	667	489	170	862	941	637	594	273	577	573	552	441	676	713	461	773	343	1430	1697	1302	1034	1344	1280	1180	1285	812	934					
9	Число недействительных бюллетеней	482	5	2	2	4	11	15	11	9	13	11	17	1	10	16	10	10	18	10	1	28	15	9	24	14	19	8	12	11	2	15	4	20	15	1	7	7	10	13	9	4	15	6	1	9	6	5	3	2	6	6					
10	Число действительных бюллетеней	33353	82	136	396	562	417	515	389	311	314	496	495	277	480	990	453	347	634	322	139	828	874	458	696	678	494	162	866	1063	699	594	328	609	601	565	474	708	729	517	777	380	1434	1774	1312	1038	1352	1335	1196	1303	826	928					
