Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Намская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364					
1	"Число избирателей, внесенных в список"	11484	340	216	169	388	212	129	313	182	212	692	178	119	102	428	840	761	774	981	886	288	376	732	135	298	344	105	234	255	89	197	143	290	76					
2	Число полученных избирательных бюллетеней	11495	325	220	165	390	205	135	315	185	220	680	190	120	100	430	830	760	715	940	870	290	410	730	135	285	345	110	260	260	90	205	175	315	90					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8672	286	172	120	324	146	120	277	161	152	518	171	112	91	300	563	487	460	644	582	223	298	563	119	266	273	90	213	223	81	183	129	252	73					
5	"Число избирательных бюллетеней, выданных вне помещения"	662	16	36	15	18	10	9	11	18	18	43	1	0	3	49	39	24	74	21	25	32	26	55	10	19	21	5	12	9	3	11	9	18	2					
6	Число погашенных избирательных бюллетеней	2161	23	12	30	48	49	6	27	6	50	119	18	8	6	81	228	249	181	275	263	35	86	112	6	0	51	15	35	28	6	11	37	45	15					
7	Число избирательных бюллетеней в переносных ящиках	662	16	36	15	18	10	9	11	18	18	43	1	0	3	49	39	24	74	21	25	32	26	55	10	19	21	5	12	9	3	11	9	18	2					
8	Число бюллетеней в стационарных ящиках для голосования	8672	286	172	120	324	146	120	277	161	152	518	171	112	91	300	563	487	460	644	582	223	298	563	119	266	273	90	213	223	81	183	129	252	73					
9	Число недействительных избирательных бюллетеней	99	5	1	0	0	3	1	4	1	0	9	0	6	3	5	2	9	8	11	6	2	1	4	1	1	3	3	1	1	2	0	2	3	1					
10	Число действительных избирательных бюллетеней	9235	297	207	135	342	153	128	284	178	170	552	172	106	91	344	600	502	526	654	601	253	323	614	128	284	291	92	224	231	82	194	136	267	74					
11	Число полученных открепительных  удостоверений	500	20	20	10	15	10	5	13	10	10	15	10	10	5	15	55	20	18	25	15	10	30	15	5	5	10	5	15	10	5	20	29	25	15					
