Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Буйнакская 																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104					
1	"Число избирателей, внесенных в списки"	40429	309	406	1001	442	254	1787	1123	1287	1616	1851	635	998	391	629	823	1126	2137	536	1696	1771	2020	2186	613	1923	188	1734	159	2694	833	2459	2569	2233					
2	"Число бюллетеней, полученных участковыми комиссиями"	38536	335	400	1061	442	260	1700	1010	1089	1616	1743	635	1030	400	638	812	995	2137	541	1696	1700	2020	2100	600	1700	160	1734	159	2283	833	2480	2474	1753					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33558	303	339	945	368	237	1603	930	1000	1576	1042	556	998	359	554	661	961	2101	513	1595	1548	1579	1679	522	1423	159	1540	155	1343	833	2317	2383	1436					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	926	0	48	56	72	15	57	80	89	17	74	0	0	0	32	6	0	0	17	0	0	0	0	25	0	0	54	0	44	0	0	0	240					
6	Число погашенных бюллетеней	4052	32	13	60	2	8	40	0	0	23	627	79	32	41	52	145	34	36	11	101	152	441	421	53	277	1	140	4	896	0	163	91	77					
7	Число бюллетеней в переносных ящиках для голосования	926	0	48	56	72	15	57	80	89	17	74	0	0	0	32	6	0	0	17	0	0	0	0	25	0	0	54	0	44	0	0	0	240					
8	Число бюллетеней в стационарных ящиках для голосования	33558	303	339	945	368	237	1603	930	1000	1576	1042	556	998	359	554	661	961	2101	513	1595	1548	1579	1679	522	1423	159	1540	155	1343	833	2317	2383	1436					
9	Число недействительных бюллетеней	123	5	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	3	15	8	0	15	0	20	0	0	8	0	5	32					
10	Число действительных бюллетеней	34361	298	387	1001	440	252	1660	1010	1089	1583	1116	556	998	357	586	667	961	2101	530	1595	1545	1564	1671	547	1408	159	1574	155	1387	825	2317	2378	1644					
