Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Гороховецкая																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819					
1	"Число избирателей, внесенных в список"	20175	1348	1222	1103	1028	1066	888	1128	1083	1135	1056	1256	611	693	269	647	292	127	1324	316	685	224	332	1354	988					
2	Число полученных избирательных бюллетеней	20796	1460	1270	1200	1010	1100	940	1200	1103	1200	1100	1300	620	701	227	650	290	130	1310	315	670	220	330	1400	1050					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12116	852	778	610	592	687	580	772	710	736	626	779	318	383	140	381	176	70	779	201	268	133	192	838	515					
5	"Число избирательных бюллетеней, выданных вне помещения"	2562	25	101	160	85	79	39	48	35	96	109	84	141	152	77	108	62	52	150	71	253	62	105	188	280					
6	Число погашенных избирательных бюллетеней	6118	583	391	430	333	334	321	380	358	368	365	437	161	166	10	161	52	8	381	43	149	25	33	374	255					
7	Число избирательных бюллетеней в переносных ящиках	2562	25	101	160	85	79	39	48	35	96	109	84	141	152	77	108	62	52	150	71	253	62	105	188	280					
8	Число бюллетеней в стационарных ящиках для голосования	12116	852	778	610	592	687	580	772	710	736	626	779	318	383	140	381	176	70	779	201	268	133	192	838	515					
9	Число недействительных избирательных бюллетеней	144	10	12	7	5	2	7	10	6	7	10	9	6	4	2	10	0	0	8	1	4	3	3	15	3					
10	Число действительных избирательных бюллетеней	14534	867	867	763	672	764	612	810	739	825	725	854	453	531	215	479	238	122	921	271	517	192	294	1011	792					
11	Число полученных открепительных  удостоверений	385	15	15	10	10	20	10	10	20	10	20	10	5	15	10	20	5	5	10	10	5	5	10	80	55					
12	Число выданных открепительных удостоверений	274	9	15	2	3	13	1	5	8	4	11	7	2	15	10	20	4	1	10	8	0	2	10	59	55					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	155	6	2	11	7	7	4	2	9	5	9	5	3	12	1	7	5	0	16	6	5	3	0	13	17					
14	Число неиспользованных открепительных удостоверений	111	6	0	8	7	7	9	5	12	6	9	3	3	0	0	0	1	4	0	2	5	3	0	21	0					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	474	31	38	23	29	25	23	28	24	27	31	22	24	12	3	17	9	0	28	4	7	8	6	34	21					
		3.23%	3.53%	4.32%	2.99%	4.28%	3.26%	3.72%	3.41%	3.22%	3.25%	4.22%	2.55%	5.23%	2.24%	1.38%	3.48%	3.78%	0.00%	3.01%	1.47%	1.34%	4.10%	2.02%	3.31%	2.64%					
19	. Малышкин Олег Александрович	416	27	25	15	16	26	13	21	9	29	17	31	19	11	2	20	6	0	31	7	26	1	14	21	29					
		2.83%	3.08%	2.84%	1.95%	2.36%	3.39%	2.10%	2.56%	1.21%	3.49%	2.31%	3.59%	4.14%	2.06%	0.92%	4.09%	2.52%	0.00%	3.34%	2.57%	4.99%	0.51%	4.71%	2.05%	3.65%					
20	. Миронов Сергей Михайлович	125	7	13	7	5	9	10	7	2	5	1	5	5	5	2	2	2	3	13	3	1	2	3	6	7					
		0.85%	0.80%	1.48%	0.91%	0.74%	1.17%	1.62%	0.85%	0.27%	0.60%	0.14%	0.58%	1.09%	0.93%	0.92%	0.41%	0.84%	2.46%	1.40%	1.10%	0.19%	1.03%	1.01%	0.58%	0.88%					
21	. Путин Владимир Владимирович	9499	551	565	472	439	506	384	495	516	511	504	640	265	399	168	318	185	91	550	210	364	105	170	639	452					
