Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Ровеньская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906					
1	"Число избирателей, внесенных в список"	18844	1009	470	648	363	780	383	668	410	854	461	716	173	295	193	868	204	2518	1318	1019	1013	508	1284	80	157	146	509	96	197	696	493	315					
2	Число полученных избирательных бюллетеней	19000	1016	477	649	363	788	383	665	411	857	469	717	183	294	193	877	205	2554	1334	1047	1024	510	1290	76	156	142	516	99	199	701	489	316					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12214	546	273	447	229	511	292	405	306	527	284	528	115	188	145	614	162	1549	849	608	576	341	851	62	128	118	316	83	157	441	347	216					
5	"Число избирательных бюллетеней, выданных вне помещения"	2962	247	104	106	83	142	65	131	47	187	112	53	34	82	29	130	20	221	134	202	205	62	180	10	6	20	88	8	23	126	48	57					
6	Число погашенных избирательных бюллетеней	3824	223	100	96	51	135	26	129	58	143	73	136	34	24	19	133	23	784	351	237	243	107	259	4	22	4	112	8	19	134	94	43					
7	Число избирательных бюллетеней в переносных ящиках	2962	247	104	106	83	142	65	131	47	187	112	53	34	82	29	130	20	221	134	202	205	62	180	10	6	20	88	8	23	126	48	57					
8	Число бюллетеней в стационарных ящиках для голосования	12214	546	273	447	229	511	292	405	306	527	284	528	115	188	145	614	162	1549	849	608	576	341	851	62	128	118	316	83	157	441	347	216					
9	Число недействительных избирательных бюллетеней	113	5	1	5	0	5	5	8	1	9	5	1	0	3	2	9	2	7	9	7	1	2	5	1	5	1	4	0	1	2	3	4					
10	Число действительных избирательных бюллетеней	15063	788	376	548	312	648	352	528	352	705	391	580	149	267	172	735	180	1763	974	803	780	401	1026	71	129	137	400	91	179	565	392	269					
