Выборы Президента Российской Федерации																																																																										
Дата голосования: 02.03.2008																																																																										
																																																																										
Наименование Избирательной комиссии:    Тюкалинская																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
	Число участковых избирательных комиссий	67																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	67																																																																								
																																																																										
		Сумма	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800					
1	"Число избирателей, включенных в списки избирателей"	19581	1590	1248	778	1367	1086	399	1042	806	532	66	67	43	81	241	357	56	200	165	262	123	38	64	420	65	71	95	81	544	35	59	67	368	55	25	55	101	507	193	159	449	58	70	500	43	38	68	289	138	42	539	74	61	56	88	848	483	79	780	98	21	353	73	43	450	90	137	102					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20125	1600	1300	850	1400	1050	450	1100	900	572	66	68	43	81	250	350	70	200	170	252	130	39	69	439	82	81	100	88	537	36	58	72	362	55	25	53	105	505	200	175	482	64	74	496	62	39	83	281	137	42	478	76	65	58	93	850	548	92	734	103	23	352	74	46	424	88	156	122					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	14501	1125	806	483	926	828	292	657	563	377	58	57	39	58	218	294	51	175	150	223	110	35	47	301	60	51	95	78	393	35	56	57	304	55	18	53	95	351	129	100	368	58	60	337	27	38	68	258	131	42	386	74	57	55	88	644	383	68	527	75	21	256	63	36	326	61	104	87					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1801	103	90	48	99	61	37	136	59	75	0	3	1	11	7	47	0	19	3	16	5	0	8	43	0	20	0	1	91	0	2	0	40	0	7	0	6	42	19	46	56	0	8	131	13	0	0	21	0	0	53	0	0	0	0	65	63	2	92	11	0	73	10	7	18	10	15	8					
6	Число погашенных избирательных бюллетеней	3823	372	404	319	375	161	121	307	278	120	8	8	3	12	25	9	19	6	17	13	15	4	14	95	22	10	5	9	53	1	0	15	18	0	0	0	4	112	52	29	58	6	6	28	22	1	15	2	6	0	39	2	8	3	5	141	102	22	115	17	2	23	1	3	80	17	37	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1801	103	90	48	99	61	37	136	59	75	0	3	1	11	7	47	0	19	3	16	5	0	8	43	0	20	0	1	91	0	2	0	40	0	7	0	6	42	19	46	56	0	8	131	13	0	0	21	0	0	53	0	0	0	0	65	63	2	92	11	0	73	10	7	18	10	15	8					
