Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Волжская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195					
1	"Число избирателей, внесенных в списки избирателей"	58558	1545	1885	1729	333	1939	1817	1597	927	805	874	409	493	283	194	1855	1604	664	279	2499	500	421	1209	900	385	671	404	2168	1045	298	254	800	2613	2681	2432	2597	1343	977	1215	1179	1599	1019	1882	1679	930	1480	1977	259	1544	366					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	55000	1500	1800	1700	300	1900	1800	1500	800	700	800	400	450	250	200	1800	1500	600	250	2300	450	400	1100	900	350	650	400	2000	1000	250	250	750	2500	2500	2500	2000	1300	750	1100	1000	1500	1000	1900	1500	850	1500	2000	250	1500	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28354	536	838	684	158	809	733	734	342	273	346	135	160	69	71	680	721	378	168	1155	237	206	529	367	197	283	136	1172	653	156	190	340	1505	1679	1328	1825	438	370	534	388	692	504	1192	682	632	949	944	124	910	202					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2001	32	38	34	4	40	37	34	13	11	10	16	5	89	31	21	64	35	6	87	25	10	11	9	24	12	0	64	84	20	0	94	57	62	18	31	155	59	35	80	32	25	24	75	31	112	64	37	119	25					
6	Число погашенных избирательных бюллетеней	24645	932	924	982	138	1051	1030	732	445	416	444	249	285	92	98	1099	715	187	76	1058	188	184	560	524	129	355	264	764	263	74	60	316	938	759	1154	144	707	321	531	532	776	471	684	743	187	439	992	89	471	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2001	32	38	34	4	40	37	34	13	11	10	16	5	89	31	21	64	35	6	87	25	10	11	9	24	12	0	64	84	20	0	94	57	62	18	31	155	59	35	80	32	25	24	75	31	112	64	37	119	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28347	536	838	684	158	809	730	734	342	273	346	135	160	69	71	680	721	378	168	1155	237	206	529	367	197	283	136	1172	653	156	190	340	1505	1679	1328	1825	438	370	534	388	692	504	1189	682	631	949	944	124	910	202					
9	Число недействительных избирательных бюллетеней	393	4	3	13	5	14	9	11	3	2	5	2	2	2	0	11	10	5	0	19	5	4	6	5	1	4	0	74	3	1	0	5	18	22	20	14	5	6	7	2	8	6	17	3	11	3	14	1	6	2					
10	Число действительных избирательных бюллетеней	29955	564	873	705	157	835	758	757	352	282	351	149	163	156	102	690	775	408	174	1223	257	212	534	371	220	291	136	1162	734	175	190	429	1544	1719	1326	1842	588	423	562	466	716	523	1196	754	651	1058	994	160	1023	225					
