Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																
Дата голосования: 04.12.2011																
																
Наименование Избирательной комиссии:    Пыщугская																
																
Сводная таблица результатов выборов																
																
		Сумма	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69					
1	"Число избирателей, внесенных в список избирателей"	4336	1507	1271	237	110	122	497	254	135	203					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	3939	1388	1106	222	102	112	457	237	125	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	2199	780	631	112	48	49	222	136	91	130					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	313	67	93	22	23	19	45	22	9	13					
6	Число погашенных избирательных бюллетеней	1427	541	382	88	31	44	190	79	25	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	313	67	93	22	23	19	45	22	9	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2199	780	631	112	48	49	222	136	91	130					
9	Число недействительных избирательных бюллетеней	55	13	33	2	0	1	2	1	0	3					
10	Число действительных избирательных бюллетеней	2457	834	691	132	71	67	265	157	100	140					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	80	25	25	3	3	3	5	8	6	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	50	12	21	3	0	0	3	6	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	25	9	6	2	1	0	4	0	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	30	13	4	0	3	3	2	2	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	3	2	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0					
																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	367	113	106	19	11	12	41	24	21	20					
		14.61%	13.34%	14.64%	14.18%	15.49%	17.65%	15.36%	15.19%	21.00%	13.99%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	464	145	143	21	10	15	43	40	17	30					
		18.47%	17.12%	19.75%	15.67%	14.08%	22.06%	16.10%	25.32%	17.00%	20.98%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	6	11	1	0	0	3	1	0	2					
		0.96%	0.71%	1.52%	0.75%	0.00%	0.00%	1.12%	0.63%	0.00%	1.40%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	760	311	179	59	10	16	82	31	41	31					
		30.25%	36.72%	24.72%	44.03%	14.08%	23.53%	30.71%	19.62%	41.00%	21.68%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	11	13	3	0	0	0	0	1	2					
		1.19%	1.30%	1.80%	2.24%	0.00%	0.00%	0.00%	0.00%	1.00%	1.40%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	801	244	235	29	40	24	94	61	20	54					
		31.89%	28.81%	32.46%	21.64%	56.34%	35.29%	35.21%	38.61%	20.00%	37.76%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	11	4	4	0	0	0	2	0	0	1					
		0.44%	0.47%	0.55%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.70%					
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
