Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    Пыщугская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72					
1	"Число избирателей, внесенных в списки избирателей"	4538	2751	110	255	140	139	161	336	273	156	217					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	4106	2500	100	227	135	123	142	304	248	138	189					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2651	1511	70	154	66	92	112	188	174	121	163					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	342	126	15	35	38	13	5	50	34	10	16					
6	Число погашенных избирательных бюллетеней	1113	863	15	38	31	18	25	66	40	7	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	342	126	15	35	38	13	5	50	34	10	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2651	1511	70	154	66	92	112	188	174	121	163					
9	Число недействительных избирательных бюллетеней	24	12	0	2	2	1	1	2	1	1	2					
10	Число действительных избирательных бюллетеней	2969	1625	85	187	102	104	116	236	207	130	177					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	45	26	0	2	8	0	2	0	5	2	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	43	26	0	0	8	0	2	0	5	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	42	17	3	3	5	0	2	4	3	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	2	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	5	0	0	8	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	225	105	1	20	6	9	10	17	24	21	12					
		7.52%	6.41%	1.18%	10.58%	5.77%	8.57%	8.55%	7.14%	11.54%	16.03%	6.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	8	0	0	1	0	2	3	0	0	2					
		0.53%	0.49%	0.00%	0.00%	0.96%	0.00%	1.71%	1.26%	0.00%	0.00%	1.12%					
20	3.Политическая партия «Демократическая партия России»	1	0	0	1	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	307	161	9	27	17	14	17	27	9	14	12					
		10.26%	9.84%	10.59%	14.29%	16.35%	13.33%	14.53%	11.34%	4.33%	10.69%	6.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	16	5	0	0	5	5	0	0	0	0	1					
		0.53%	0.31%	0.00%	0.00%	4.81%	4.76%	0.00%	0.00%	0.00%	0.00%	0.56%					
23	6.Политическая партия «Партия социальной справедливости»	3	2	0	0	0	0	0	1	0	0	0					
		0.10%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	420	236	10	23	20	14	8	33	31	17	28					
		14.03%	14.42%	11.76%	12.17%	19.23%	13.33%	6.84%	13.87%	14.90%	12.98%	15.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	338	231	10	17	3	15	4	13	29	6	10					
		11.29%	14.11%	11.76%	8.99%	2.88%	14.29%	3.42%	5.46%	13.94%	4.58%	5.59%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	9	3	0	1	0	0	1	4	0	0	0					
		0.30%	0.18%	0.00%	0.53%	0.00%	0.00%	0.85%	1.68%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	1617	862	54	97	50	47	74	138	113	70	112					
		54.03%	52.66%	63.53%	51.32%	48.08%	44.76%	63.25%	57.98%	54.33%	53.44%	62.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	17	12	1	1	0	0	0	0	1	2	0					
		0.57%	0.73%	1.18%	0.53%	0.00%	0.00%	0.00%	0.00%	0.48%	1.53%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
