Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Челно-Вершинская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451					
1	"Число избирателей, внесенных в список избирателей"	14713	751	251	309	859	603	107	151	283	319	434	488	273	137	627	378	484	1335	1032	945	912	740	717	483	583	427	561	332	192					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14725	735	275	300	845	590	105	145	290	325	445	495	275	135	630	390	495	1265	1075	960	965	735	745	495	570	405	535	315	185					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8575	410	171	170	415	335	63	84	231	224	249	249	153	80	344	189	263	786	636	566	556	405	423	276	345	263	350	209	130					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	810	60	13	42	67	40	9	8	20	15	33	35	15	6	41	29	42	49	23	23	27	46	27	23	35	14	30	31	7					
6	Число погашенных избирательных бюллетеней	5340	265	91	88	363	215	33	53	39	86	163	211	107	49	245	172	190	430	416	371	382	284	295	196	190	128	155	75	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	810	60	13	42	67	40	9	8	20	15	33	35	15	6	41	29	42	49	23	23	27	46	27	23	35	14	30	31	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8574	410	171	170	414	335	63	84	231	224	249	249	153	80	344	189	263	786	636	566	556	405	423	276	345	263	350	209	130					
9	Число недействительных избирательных бюллетеней	206	10	5	5	18	10	1	2	0	0	19	3	5	3	8	7	5	11	28	9	10	3	13	8	7	9	4	1	2					
10	Число действительных избирательных бюллетеней	9178	460	179	207	463	365	71	90	251	239	263	281	163	83	377	211	300	824	631	580	573	448	437	291	373	268	376	239	135					
