Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Усть-Кутская городская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465					
1	"Число избирателей, внесенных в списки избирателей"	40020	79	56	51	90	115	999	1380	1545	380	858	819	1091	793	761	1970	1512	986	2039	1010	1333	1115	1075	1423	1266	1607	1780	2271	536	1186	1290	1487	1614	1536	780	281	83	892	365	825	741					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37098	65	56	51	85	102	950	1370	1450	320	800	790	1030	740	740	1800	1500	880	2000	900	1100	1100	960	1300	1200	1400	1700	2000	500	1100	1200	1300	1500	1400	750	260	79	860	360	750	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	33	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19681	65	55	51	73	60	540	745	677	215	322	375	420	391	282	980	853	499	1022	413	568	563	487	792	563	678	943	1163	266	602	535	593	807	779	447	180	39	468	185	512	473					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1186	0	0	0	3	5	33	48	50	16	13	35	75	9	21	35	20	5	65	36	69	33	39	20	39	120	37	45	12	21	48	18	19	16	16	5	6	42	43	39	30					
6	Число погашенных избирательных бюллетеней	16198	0	1	0	9	37	357	577	723	89	465	380	535	340	437	785	627	376	913	451	463	504	434	488	598	602	720	792	222	477	617	689	674	605	274	75	34	350	132	199	147					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1219	0	0	0	3	5	53	48	50	16	13	35	75	9	21	35	20	5	65	36	69	33	39	20	39	120	37	45	12	21	48	18	19	16	29	5	6	42	43	39	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19669	65	55	51	73	60	540	745	677	215	322	375	420	382	282	980	853	499	1022	413	568	563	487	790	563	678	942	1163	266	602	535	593	807	779	447	180	39	468	185	512	473					
9	Число недействительных избирательных бюллетеней	281	0	0	0	1	2	5	4	4	3	5	7	7	3	4	17	3	5	12	5	8	11	11	11	8	12	9	12	4	2	7	14	8	50	8	2	0	6	0	4	7					
10	Число действительных избирательных бюллетеней	20607	65	55	51	75	63	588	789	723	228	330	403	488	388	299	998	870	499	1075	444	629	585	515	799	594	786	970	1196	274	621	576	597	818	745	468	183	45	504	228	547	496					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	675	5	5	5	5	5	15	20	30	5	15	15	20	15	15	20	20	15	20	20	20	20	20	20	20	20	20	20	10	20	20	20	20	20	20	10	5	50	20	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	253	0	0	0	5	0	8	7	4	2	8	4	5	10	5	14	17	10	10	3	8	9	9	12	9	11	13	18	2	3	8	4	3	6	7	0	0	6	5	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	160	0	0	1	1	2	6	4	4	9	4	2	4	2	5	11	13	1	9	3	8	9	2	2	1	5	6	6	2	6	5	3	3	4	2	1	1	2	2	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	422	5	5	5	0	5	7	13	26	3	7	11	15	5	10	6	3	5	10	17	12	11	11	8	11	9	7	2	8	17	12	16	17	14	13	10	5	44	15	12	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	554	9	2	0	0	3	8	13	14	16	9	11	9	15	11	25	32	11	39	2	10	18	31	12	17	20	28	23	3	15	14	17	20	18	34	12	1	15	1	8	8					
		2.65%	13.85%	3.64%	0.00%	0.00%	4.62%	1.35%	1.64%	1.93%	6.93%	2.69%	2.68%	1.82%	3.84%	3.63%	2.46%	3.67%	2.18%	3.59%	0.45%	1.57%	3.02%	5.89%	1.48%	2.82%	2.51%	2.86%	1.90%	1.08%	2.41%	2.40%	2.78%	2.42%	2.26%	7.14%	6.49%	2.22%	2.94%	0.44%	1.45%	1.59%					
