Выборы Президента Российской Федерации																																																										
Дата голосования: 04.03.2012																																																										
																																																										
Наименование Избирательной комиссии:    Лебедянская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	47																																																								
																																																										
		Сумма	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649									
1	Число избирателей, включенных в список избирателей	35885	1500	1535	1593	1367	1828	2047	973	1468	1800	1872	1419	880	1338	1145	436	298	505	646	955	253	568	224	395	222	317	233	199	787	241	377	186	676	480	323	113	233	1385	1268	291	215	1969	376	227	255	129	157	181									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	34860	1400	1500	1600	1300	1800	2000	900	1400	1800	1900	1400	800	1300	1100	400	300	500	600	900	250	500	200	400	200	300	200	200	800	250	400	180	700	400	300	100	200	1400	1200	300	250	2000	300	200	250	130	150	200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	20737	878	1017	986	759	1076	1098	535	802	1093	1168	827	461	811	594	219	178	267	294	524	142	312	142	244	148	234	150	97	402	128	221	107	380	269	212	49	113	748	726	154	155	1260	209	110	142	81	89	126									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2890	109	29	33	44	76	71	54	94	36	59	55	79	123	171	54	9	16	99	52	24	71	29	29	16	21	34	42	174	41	48	27	185	75	38	21	52	111	103	62	36	164	57	46	37	17	41	26									
6	Число погашенных избирательных бюллетеней	11233	413	454	581	497	648	831	311	504	671	673	518	260	366	335	127	113	217	207	324	84	117	29	127	36	45	16	61	224	81	131	46	135	56	50	30	35	541	371	84	59	576	34	44	71	32	20	48									
