Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Кильмезская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308					
1	"Число избирателей, внесенных в списки"	11647	317	53	516	270	355	147	91	199	359	212	78	449	57	334	197	155	195	268	210	102	459	370	111	96	255	303	129	107	529	163	105	56	1888	1858	654					
2	"Число бюллетеней, полученных участковыми комиссиями"	12057	310	60	550	270	380	160	90	220	320	230	90	460	65	360	200	170	200	300	220	120	490	390	120	100	260	300	130	110	540	160	110	80	1900	1850	742					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7098	208	44	203	160	192	79	78	106	185	154	52	254	39	228	137	109	138	186	144	74	302	225	79	69	165	198	81	73	293	112	68	51	1136	1097	379					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	753	9	0	69	28	29	30	0	43	64	17	15	38	8	22	5	9	5	28	32	14	19	22	9	14	0	28	15	14	20	4	15	5	42	74	7					
6	Число погашенных бюллетеней	4206	93	16	278	82	159	51	12	71	71	59	23	168	18	110	58	52	57	86	44	32	169	143	32	17	95	74	34	23	227	44	27	24	722	679	356					
7	Число бюллетеней в переносных ящиках для голосования	753	9	0	69	28	29	30	0	43	64	17	15	38	8	22	5	9	5	28	32	14	19	22	9	14	0	28	15	14	20	4	15	5	42	74	7					
8	Число бюллетеней в стационарных ящиках для голосования	7098	208	44	203	160	192	79	78	106	185	154	52	254	39	228	137	109	138	186	144	74	302	225	79	69	165	198	81	73	293	112	68	51	1136	1097	379					
9	Число недействительных бюллетеней	129	7	1	4	5	5	2	0	2	5	3	2	6	1	3	4	2	1	12	0	1	4	4	0	0	5	3	2	0	10	0	0	0	20	11	4					
10	Число действительных бюллетеней	7722	210	43	268	183	216	107	78	147	244	168	65	286	46	247	138	116	142	202	176	87	317	243	88	83	160	223	94	87	303	116	83	56	1158	1160	382					
