Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
"Наименование Избирательной комиссии:    Барнаул, Октябрьская"																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206					
1	"Число избирателей, внесенных в список избирателей"	78865	187	2775	2879	1718	2372	2070	2393	2791	2978	2280	1990	2358	1771	1279	2296	2223	2457	2278	2611	2743	2114	2559	2723	2298	2609	2681	2265	2509	2011	1872	2196	2300	2470	2124	631	354	201	323	176					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	64450	350	2300	2300	1400	1900	1700	1900	2200	2400	1800	1600	1900	1500	1000	2000	1800	2000	2000	2100	2200	1700	2000	2200	1900	2100	2100	1800	2000	1600	1500	1700	1800	1900	1700	500	500	500	400	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	37914	176	1412	1346	959	720	1056	1004	1532	1052	1049	1107	1121	965	831	1137	1359	1145	1134	1079	1423	1084	1261	1195	1257	1362	1097	1048	1286	951	731	1103	938	896	866	208	334	194	323	173					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1935	0	31	68	55	71	52	48	69	54	84	66	28	69	54	42	70	83	78	78	41	47	33	55	56	45	113	39	71	88	39	50	45	52	34	27	0	0	0	0					
6	Число погашенных избирательных бюллетеней	24601	174	857	886	386	1109	592	848	599	1294	667	427	751	466	115	821	371	772	788	943	736	569	706	950	587	693	890	713	643	561	730	547	817	952	800	265	166	306	77	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1931	0	31	68	55	71	52	48	69	54	84	66	28	69	54	42	70	83	78	78	41	47	33	55	52	45	113	39	71	88	39	50	45	52	34	27	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37863	176	1412	1345	959	720	1055	1004	1532	1052	1049	1106	1116	965	830	1135	1359	1145	1134	1076	1423	1084	1247	1195	1246	1362	1097	1043	1286	951	730	1101	934	896	866	208	334	194	323	173					
9	Число недействительных избирательных бюллетеней	832	2	35	25	22	7	24	21	40	12	11	16	19	21	15	23	29	35	23	20	27	16	19	16	36	110	26	13	29	27	14	19	19	24	16	2	3	11	3	2					
10	Число действительных избирательных бюллетеней	38962	174	1408	1388	992	784	1083	1031	1561	1094	1122	1156	1125	1013	869	1154	1400	1193	1189	1134	1437	1115	1261	1234	1262	1297	1184	1069	1328	1012	755	1132	960	924	884	233	331	183	320	171					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1214	0	46	35	35	19	25	32	25	25	34	42	37	23	15	54	40	55	34	40	38	22	44	45	29	59	42	30	41	44	40	55	39	35	25	10	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1203	0	46	34	34	19	25	31	25	25	34	42	37	23	14	54	40	55	34	40	38	22	44	43	28	58	42	30	41	44	39	55	37	35	25	10	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	865	0	44	38	32	11	14	23	25	23	55	18	21	29	21	19	13	18	20	18	21	15	19	22	13	23	13	49	15	18	20	30	26	5	8	21	15	31	15	44					
14	Число погашенных неиспользованных открепительных удостоверений	11	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	284	0	43	14	7	8	7	17	8	8	7	9	4	5	2	7	9	9	13	7	8	12	8	4	6	7	5	5	6	8	1	9	9	8	3	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7020	38	202	295	225	129	235	191	294	181	216	216	215	214	203	224	324	207	209	186	308	196	190	160	158	195	182	173	216	182	139	188	176	154	192	41	61	34	50	21					
		17.64%	21.59%	13.99%	20.88%	22.19%	16.31%	21.23%	18.16%	18.36%	16.37%	19.06%	18.43%	18.79%	20.70%	22.96%	19.03%	22.67%	16.86%	17.24%	16.12%	21.04%	17.33%	14.84%	12.80%	12.17%	13.86%	15.04%	15.99%	15.92%	17.52%	18.08%	16.33%	17.98%	16.24%	21.33%	17.45%	18.26%	17.53%	15.48%	12.14%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6898	40	301	199	119	163	198	212	215	173	197	174	178	143	103	194	197	185	204	234	263	235	243	241	252	232	236	208	243	154	121	200	191	203	193	64	77	35	55	23					
