Выборы Президента Российской Федерации																																																																																					
Дата голосования: 04.03.2012																																																																																					
																																																																																					
Наименование Избирательной комиссии:    Химкинская городская																																																																																					
																																																																																					
Сводная таблица итогов голосования																																																																																					
																																																																																					
	Число участковых избирательных комиссий	74																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	74																																																																																			
																																																																																					
		Сумма	УИК №2993	УИК №2994	УИК №2995	УИК №2996	УИК №2997	УИК №2998	УИК №2999	УИК №3000	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055	УИК №3056	УИК №3057	УИК №3058	УИК №3059	УИК №3060	УИК №3061	УИК №3062	УИК №3063	УИК №3064	УИК №3065	УИК №3066									
1	Число избирателей, включенных в список избирателей	159565	2823	2532	2064	2866	2654	2780	2381	2265	2430	2193	2774	2751	2250	1043	2408	2093	1571	3053	2705	2795	2891	2719	1415	2538	2584	2485	2350	1506	2028	2771	2270	2474	2534	1549	1989	2042	2429	2447	2341	2823	2793	1751	2581	2088	3081	2173	2429	2811	2421	2471	2337	1402	1281	1776	3059	2818	1982	1175	2832	539	1562	2792	686	1696	1883	2129	2602	1975	780	1486	755	1356	399	1048									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	126650	2200	2050	1650	2150	2150	2000	1850	1800	1850	1750	1950	2200	1750	850	1900	1650	1300	2100	2150	2100	2100	2100	1450	2050	2000	2000	1900	1150	1600	2050	1800	1950	1750	950	1700	1750	2100	1950	1900	2250	2250	1450	1900	1600	2150	1550	1950	1500	1900	1950	1850	1050	1000	1400	2350	2350	1600	800	1950	450	1100	2100	600	1550	1500	1700	2150	1400	550	1100	850	1150	2000	2000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	95243	1444	1448	1366	1599	1747	1527	1306	1282	1441	1196	1736	1416	1230	583	1245	1217	1000	1514	1534	1735	1654	1610	1408	1438	1401	1391	1524	892	1363	1506	1352	1438	1649	947	1309	1284	1518	1417	1259	1545	1546	1066	1311	1080	1696	1124	1366	1352	1368	1498	1330	986	403	1294	2002	1994	1335	680	1514	419	753	2043	530	1485	1230	1290	1803	1063	439	794	596	935	399	1048									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4417	40	53	42	18	26	33	23	29	40	29	14	28	17	4	31	23	10	499	403	34	24	420	7	19	31	83	16	4	86	28	35	295	19	3	15	24	32	42	40	18	22	12	3	3	5	6	24	15	56	25	49	16	561	62	24	282	38	74	21	18	4	20	20	14	22	15	37	232	43	39	15	3	0	0									
6	Число погашенных избирательных бюллетеней	26990	716	549	242	533	377	440	521	489	369	525	200	756	503	263	624	410	290	87	213	331	422	70	35	593	568	526	360	254	151	516	413	217	82	0	376	442	550	491	601	687	682	372	586	517	449	420	560	133	476	427	471	48	36	44	324	74	227	46	415	13	343	37	50	51	248	395	310	105	68	267	239	212	1601	952									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4417	40	53	42	18	26	33	23	29	40	29	14	28	17	4	31	23	10	499	403	34	24	420	7	19	31	83	16	4	86	28	35	295	19	3	15	24	32	42	40	18	22	12	3	3	5	6	24	15	56	25	49	16	561	62	24	282	38	74	21	18	4	20	20	14	22	15	37	232	43	39	15	3	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	95139	1444	1448	1366	1599	1747	1527	1304	1280	1441	1190	1729	1416	1230	583	1245	1217	998	1508	1534	1735	1654	1610	1408	1438	1401	1391	1524	892	1363	1506	1352	1438	1649	947	1309	1281	1518	1417	1259	1543	1546	1063	1306	1080	1696	1124	1366	1350	1368	1498	1330	986	403	1294	1938	1994	1335	680	1514	419	753	2043	530	1485	1230	1290	1803	1063	439	794	596	935	399	1048									
