Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Карабашская городская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №2266	УИК №2267	УИК №2334									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10449	576	543	756	732	1564	2014	817	367	289	615	318	406	398	229	825									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7700	400	400	550	550	1150	1450	600	300	200	450	250	300	300	200	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3788	163	135	280	315	657	819	255	74	141	251	105	102	113	51	327									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	246	34	11	23	10	13	55	21	3	7	11	12	20	5	9	12									
6	Число погашенных избирательных бюллетеней	3666	203	254	247	225	480	576	324	223	52	188	133	178	182	140	261									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	246	34	11	23	10	13	55	21	3	7	11	12	20	5	9	12									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3788	163	135	280	315	657	819	255	74	141	251	105	102	113	51	327									
9	Число недействительных избирательных бюллетеней	141	11	6	12	13	24	29	14	6	8	0	1	5	4	0	8									
10	Число действительных избирательных бюллетеней	3893	186	140	291	312	646	845	262	71	140	262	116	117	114	60	331									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	226	10	10	15	18	50	42	15	5	10	10	11	5	5	5	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	179	6	6	12	18	50	39	14	4	6	7	6	4	4	0	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	13	5	11	14	13	27	8	13	8	9	4	12	11	4	8									
14	Число погашенных неиспользованных открепительных удостоверений	47	4	4	3	0	0	3	1	1	4	3	5	1	1	5	12									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	2	0	0	4	2	1	2	0	2	2	1	0	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	55	5	0	2	5	15	8	5	0	0	3	3	2	0	2	5									
		1.36%	2.54%	0.00%	0.66%	1.54%	2.24%	0.92%	1.81%	0.00%	0.00%	1.15%	2.56%	1.64%	0.00%	3.33%	1.47%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	102	4	1	4	10	14	28	10	1	1	9	5	6	2	2	5									
		2.53%	2.03%	0.68%	1.32%	3.08%	2.09%	3.20%	3.62%	1.30%	0.68%	3.44%	4.27%	4.92%	1.69%	3.33%	1.47%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	94	0	2	8	6	20	20	5	2	4	11	2	1	2	1	10									
		2.33%	0.00%	1.37%	2.64%	1.85%	2.99%	2.29%	1.81%	2.60%	2.70%	4.20%	1.71%	0.82%	1.69%	1.67%	2.95%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1339	54	45	96	100	214	268	81	23	75	84	41	47	54	27	130									
		33.19%	27.41%	30.82%	31.68%	30.77%	31.94%	30.66%	29.35%	29.87%	50.68%	32.06%	35.04%	38.52%	45.76%	45.00%	38.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	0	0	2	3	6	6	0	0	0	0	0	0	0	0	1									
		0.45%	0.00%	0.00%	0.66%	0.92%	0.90%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	1	0	1	1	3	2	1	0	0	0	0	1	0	1	0									
		0.27%	0.51%	0.00%	0.33%	0.31%	0.45%	0.23%	0.36%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	1.67%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1011	54	50	99	68	148	178	75	22	24	69	40	30	32	9	113									
		25.06%	27.41%	34.25%	32.67%	20.92%	22.09%	20.37%	27.17%	28.57%	16.22%	26.34%	34.19%	24.59%	27.12%	15.00%	33.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	0	1	1	4	4	2	4	1	0	1	1	1	0	1	1									
