Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Нурлатская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390					
1	"Число избирателей, внесенных в список избирателей"	18791	901	191	191	280	352	126	342	163	314	516	418	218	383	282	324	645	257	665	284	119	447	348	686	600	621	411	995	574	790	459	965	877	493	441	273	160	118	539	597	431	133	206	442	214					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18930	905	193	193	280	356	130	346	166	317	522	423	221	388	287	328	649	262	665	291	118	447	363	691	600	619	412	1004	579	794	462	963	884	497	442	276	162	120	543	597	432	135	208	444	216					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18376	888	187	181	269	344	126	330	161	303	504	404	210	368	264	316	645	257	643	284	117	415	348	667	594	611	390	983	559	785	455	937	861	481	428	270	160	118	532	594	417	125	204	427	214					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	306	13	3	4	10	0	0	10	0	5	10	14	8	13	18	8	0	0	21	0	1	32	0	12	2	4	21	12	15	0	4	0	10	8	11	3	0	0	7	3	10	7	0	7	0					
6	Число погашенных избирательных бюллетеней	248	4	3	8	1	12	4	6	5	9	8	5	3	7	5	4	4	5	1	7	0	0	15	12	4	4	1	9	5	9	3	26	13	8	3	3	2	2	4	0	5	3	4	10	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	306	13	3	4	10	0	0	10	0	5	10	14	8	13	18	8	0	0	21	0	1	32	0	12	2	4	21	12	15	0	4	0	10	8	11	3	0	0	7	3	10	7	0	7	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18376	888	187	181	269	344	126	330	161	303	504	404	210	368	264	316	645	257	643	284	117	415	348	667	594	611	390	983	559	785	455	937	861	481	428	270	160	118	532	594	417	125	204	427	214					
9	Число недействительных избирательных бюллетеней	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	18679	901	190	185	279	344	126	340	160	308	514	418	218	381	282	324	645	257	664	284	118	447	348	679	596	615	411	995	574	785	459	937	871	489	439	271	160	118	539	597	427	132	204	434	214					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	350	11	5	5	7	7	5	7	5	7	9	9	7	7	7	7	9	7	11	7	5	9	7	11	9	9	7	12	11	11	9	12	11	9	9	7	5	5	9	9	9	5	5	9	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	62	1	2	0	0	0	0	1	1	0	1	1	2	2	0	0	1	0	0	2	1	6	0	3	3	3	1	0	3	5	1	12	8	0	0	0	0	1	0	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	64	1	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	9	3	0	17	3	2	0	0	3	0	9	0	0	2	0	0	0	0	6	2	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	288	10	3	5	7	7	5	6	4	7	8	8	5	5	7	7	8	7	11	5	4	3	7	8	6	6	6	12	8	6	8	0	3	9	9	7	5	4	9	9	8	5	5	9	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	16	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	1	1	1	0	1	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.31%	0.00%	0.00%	0.30%	0.35%	0.00%	0.00%	0.29%	0.15%	0.17%	0.00%	0.24%	0.00%	0.00%	0.25%	0.00%	0.21%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	36	0	0	1	0	0	0	2	1	0	0	1	1	1	0	0	0	0	2	1	0	0	1	1	2	1	0	0	0	1	0	6	3	0	0	0	1	0	0	0	3	1	1	4	1					
		0.19%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.59%	0.62%	0.00%	0.00%	0.24%	0.46%	0.26%	0.00%	0.00%	0.00%	0.00%	0.30%	0.35%	0.00%	0.00%	0.29%	0.15%	0.34%	0.16%	0.00%	0.00%	0.00%	0.13%	0.00%	0.64%	0.34%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.70%	0.76%	0.49%	0.92%	0.47%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	95	10	0	2	1	6	1	1	0	1	1	2	2	1	1	2	0	4	8	1	1	1	3	1	2	2	1	1	1	2	1	10	5	1	1	1	1	2	4	2	3	1	1	2	1					
		0.51%	1.11%	0.00%	1.08%	0.36%	1.74%	0.79%	0.29%	0.00%	0.32%	0.19%	0.48%	0.92%	0.26%	0.35%	0.62%	0.00%	1.56%	1.20%	0.35%	0.85%	0.22%	0.86%	0.15%	0.34%	0.33%	0.24%	0.10%	0.17%	0.25%	0.22%	1.07%	0.57%	0.20%	0.23%	0.37%	0.63%	1.69%	0.74%	0.34%	0.70%	0.76%	0.49%	0.46%	0.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18527	891	189	181	278	338	125	336	159	307	513	415	215	378	281	321	645	253	652	281	117	446	343	674	591	612	409	994	573	780	458	919	861	488	438	270	158	116	535	594	421	130	202	428	212					
		99.17%	98.89%	99.47%	97.84%	99.64%	98.26%	99.21%	98.82%	98.76%	99.68%	99.81%	99.28%	98.62%	99.21%	99.65%	99.07%	100.00%	98.44%	98.19%	98.94%	99.15%	99.78%	98.56%	99.26%	99.16%	99.51%	99.51%	99.90%	99.83%	99.36%	99.78%	98.08%	98.85%	99.80%	99.77%	98.90%	98.75%	98.31%	99.26%	99.50%	98.59%	98.48%	99.02%	98.62%	99.07%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
