Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    район Метрогородок 																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №3277	УИК №3278	УИК №3279	УИК №3280	УИК №3281	УИК №3282					
1	"Число избирателей, внесенных в список избирателей"	23888	1818	2061	2473	2054	2738	2050	2019	1968	2431	2262	602	557	106	207	38	150	354					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22150	1800	2000	2200	2000	2200	2000	2000	1800	2000	2000	600	550	150	250	50	150	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17793	1225	1506	1927	1297	1872	1495	1751	1510	1720	1745	551	404	99	166	29	150	346					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	368	18	19	28	14	51	45	25	42	30	39	0	0	7	41	9	0	0					
6	Число погашенных избирательных бюллетеней	3989	557	475	245	689	277	460	224	248	250	216	49	146	44	43	12	0	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	355	18	19	28	14	50	45	25	30	30	39	0	0	7	41	9	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17755	1225	1491	1920	1297	1867	1495	1751	1510	1720	1734	551	404	99	166	29	150	346					
9	Число недействительных избирательных бюллетеней	502	22	22	15	11	14	31	0	52	11	79	6	82	53	75	19	0	10					
10	Число действительных избирательных бюллетеней	17608	1221	1488	1933	1300	1903	1509	1776	1488	1739	1694	545	322	53	132	19	150	336					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	555	40	40	50	60	80	45	40	60	60	60	20	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	447	34	40	41	53	63	35	32	42	48	56	3	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	467	25	30	24	29	30	50	16	60	38	45	24	11	12	17	0	48	8					
14	Число погашенных неиспользованных открепительных удостоверений	108	6	0	9	7	17	10	8	18	12	4	17	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	80	9	10	5	1	11	3	9	9	9	13	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1750	117	158	238	100	270	187	40	177	47	239	58	39	5	19	2	7	47					
		9.66%	9.41%	10.46%	12.22%	7.63%	14.08%	12.14%	2.25%	11.49%	2.69%	13.48%	10.53%	9.65%	4.72%	9.18%	5.26%	4.67%	13.58%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1681	107	151	236	241	221	141	28	132	40	168	101	34	4	18	2	5	52					
		9.28%	8.61%	10.00%	12.11%	18.38%	11.53%	9.16%	1.58%	8.57%	2.29%	9.48%	18.33%	8.42%	3.77%	8.70%	5.26%	3.33%	15.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	197	18	16	16	19	29	11	2	20	23	21	6	5	3	2	1	1	4					
		1.09%	1.45%	1.06%	0.82%	1.45%	1.51%	0.71%	0.11%	1.30%	1.31%	1.18%	1.09%	1.24%	2.83%	0.97%	2.63%	0.67%	1.16%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2449	178	235	261	268	281	233	222	209	69	238	97	85	6	20	2	5	40					
		13.52%	14.32%	15.56%	13.40%	20.44%	14.66%	15.13%	12.50%	13.57%	3.94%	13.42%	17.60%	21.04%	5.66%	9.66%	5.26%	3.33%	11.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1110	115	107	164	100	167	92	10	102	27	163	26	19	3	4	1	1	9					
		6.13%	9.25%	7.09%	8.42%	7.63%	8.71%	5.97%	0.56%	6.62%	1.54%	9.19%	4.72%	4.70%	2.83%	1.93%	2.63%	0.67%	2.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10320	677	810	1011	563	927	839	1474	840	1523	857	247	134	29	66	10	131	182					
		56.99%	54.47%	53.64%	51.90%	42.94%	48.36%	54.48%	82.99%	54.55%	87.03%	48.34%	44.83%	33.17%	27.36%	31.88%	26.32%	87.33%	52.60%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	101	9	11	7	9	8	6	0	8	10	8	10	6	3	3	1	0	2					
		0.56%	0.72%	0.73%	0.36%	0.69%	0.42%	0.39%	0.00%	0.52%	0.57%	0.45%	1.81%	1.49%	2.83%	1.45%	2.63%	0.00%	0.58%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
