Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
"Наименование Избирательной комиссии:    Барнаул, Железнодорожная"																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58					
1	"Число избирателей, внесенных в списки избирателей"	92369	2320	2407	3126	2450	2417	1947	2293	1783	1743	1824	979	1225	1175	2491	1958	1797	2196	2610	2956	2454	2110	2050	2866	2207	2151	2394	2190	2110	2058	1901	2098	2454	2247	2038	2247	1849	1173	2137	2911	2888	2137	2115	1887					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	80600	2000	2000	2500	2000	2000	1500	2000	1500	1500	1500	900	1000	1000	2000	1500	1500	2000	2000	2500	2000	2000	2000	2500	2000	2000	2000	2000	2000	2000	1500	2000	2000	2000	2000	2000	1500	1500	2000	2500	2500	2000	2000	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	51458	1040	1570	1722	1634	1643	1239	1558	1180	1121	1145	611	806	746	1453	1029	961	1296	1235	1632	1343	1377	843	1206	1095	1082	967	1149	1150	1093	1016	1179	1398	1233	1104	1261	1000	1062	1263	1459	1475	1002	857	1223					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2557	37	50	25	64	61	9	45	31	37	67	38	40	41	52	49	26	43	47	115	54	58	89	43	21	41	232	71	60	69	45	34	72	79	90	43	79	111	55	65	84	49	48	88					
6	Число погашенных избирательных бюллетеней	26585	923	380	753	302	296	252	397	289	342	288	251	154	213	495	422	513	661	718	753	603	565	1068	1251	884	877	801	780	790	838	439	787	530	688	806	696	421	327	682	976	941	949	1095	389					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2557	37	50	25	64	61	9	45	31	37	67	38	40	41	52	49	26	43	47	115	54	58	89	43	21	41	232	71	60	69	45	34	72	79	90	43	79	111	55	65	84	49	48	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	51357	1038	1570	1721	1634	1643	1238	1513	1180	1121	1145	611	806	746	1453	1027	961	1296	1233	1631	1343	1377	842	1206	1095	1080	967	1147	1150	1093	1016	1179	1397	1233	1092	1260	1000	1062	1259	1437	1475	1002	857	1221					
9	Число недействительных избирательных бюллетеней	514	7	24	23	13	15	9	15	8	12	10	4	9	11	17	11	16	19	11	14	13	4	6	3	6	7	13	9	9	18	13	15	8	10	8	17	7	11	18	11	28	11	8	13					
10	Число действительных избирательных бюллетеней	53400	1068	1596	1723	1685	1689	1238	1543	1203	1146	1202	645	837	776	1488	1065	971	1320	1269	1732	1384	1431	925	1246	1110	1114	1186	1209	1201	1144	1048	1198	1461	1302	1174	1286	1072	1162	1296	1491	1531	1040	897	1296					
