Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Иркутская городская № 3																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641					
1	"Число избирателей, внесенных в списки избирателей"	82979	1970	1291	2007	2291	2184	1708	1932	1929	1471	2006	2085	2561	1129	1075	1453	2461	1543	2329	2164	2451	1763	1566	2048	1668	1521	2119	2488	1228	1833	818	1457	1007	1631	2801	2937	2094	2481	394	1903	1540	2394	2579	3119	1550					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	73800	1700	1000	1800	1800	2000	1500	1900	1700	1300	1800	1900	2200	800	900	1300	2300	1400	2000	2000	2400	1700	1500	1900	1600	1200	1900	2300	1100	1600	600	1200	800	1500	2500	2600	1800	2100	300	1700	1400	2300	2400	2500	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	41862	1082	676	1100	1264	1282	930	1465	988	854	980	1153	1128	424	498	962	1253	757	1141	977	1151	808	641	898	799	860	888	1088	444	706	335	633	332	740	1157	1057	862	1026	250	1038	794	1404	1418	2081	1538					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2576	146	106	53	137	68	56	47	42	16	54	44	260	93	22	22	42	58	48	75	35	13	58	38	18	33	101	20	33	51	20	36	13	13	167	192	134	16	17	24	15	10	8	122	0					
6	Число погашенных избирательных бюллетеней	29362	472	218	647	399	650	514	388	670	430	766	703	812	283	380	316	1005	585	811	948	1214	879	801	964	783	307	911	1192	623	843	245	531	455	747	1176	1351	804	1058	33	638	591	886	974	297	62					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2576	146	106	53	137	68	56	47	42	16	54	44	260	93	22	22	42	58	48	75	35	13	58	38	18	33	101	20	33	51	20	36	13	13	167	192	134	16	17	24	15	10	8	122	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41849	1081	676	1100	1261	1278	930	1465	988	854	980	1153	1128	424	498	962	1252	756	1141	977	1151	808	641	898	799	860	888	1085	444	706	335	633	332	740	1157	1057	862	1026	250	1038	794	1404	1418	2081	1538					
9	Число недействительных избирательных бюллетеней	485	12	9	9	11	20	11	24	14	10	13	6	11	8	8	7	8	8	10	12	11	8	6	6	11	8	4	12	2	16	1	9	6	1	16	15	11	14	2	10	13	18	17	22	35					
10	Число действительных избирательных бюллетеней	43940	1215	773	1144	1387	1326	975	1488	1016	860	1021	1191	1377	509	512	977	1286	806	1179	1040	1175	813	693	930	806	885	985	1093	475	741	354	660	339	752	1308	1234	985	1028	265	1052	796	1396	1409	2181	1503					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3930	80	60	80	90	80	80	60	80	60	80	110	100	60	60	80	110	80	80	130	110	80	70	130	110	140	130	120	90	90	60	80	50	60	150	110	80	90	50	60	60	110	110	220	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2040	33	15	30	60	42	26	10	39	38	40	48	42	18	18	41	56	28	61	76	50	42	32	69	63	124	54	50	35	51	16	32	30	40	73	43	34	40	17	41	34	67	66	216	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2657	51	56	38	109	59	47	574	129	38	55	23	85	66	40	74	29	20	38	33	16	17	74	27	15	24	23	32	22	49	24	46	10	14	27	37	60	116	9	31	15	11	14	33	347					
14	Число погашенных неиспользованных открепительных удостоверений	1890	47	45	50	30	38	54	50	41	22	40	62	58	42	42	39	54	52	19	54	60	38	38	61	47	16	76	70	55	39	44	48	20	20	77	67	46	50	33	19	26	43	44	4	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	1675	41	37	47	70	60	41	50	42	48	47	63	59	23	24	43	56	41	52	48	64	27	25	35	25	29	33	39	15	27	2	23	13	20	48	42	29	40	9	51	35	52	42	26	32					
		3.77%	3.34%	4.73%	4.08%	5.01%	4.46%	4.16%	3.31%	4.08%	5.52%	4.55%	5.26%	4.25%	4.45%	4.62%	4.37%	4.33%	5.04%	4.37%	4.56%	5.40%	3.29%	3.58%	3.74%	3.06%	3.25%	3.34%	3.53%	3.14%	3.57%	0.56%	3.44%	3.77%	2.66%	3.63%	3.36%	2.91%	3.84%	3.37%	4.80%	4.33%	3.68%	2.95%	1.18%	2.08%					
19	2.Всероссийская политическая партия «Гражданская Сила»	676	29	13	28	19	31	21	37	11	11	27	23	23	5	7	17	17	18	22	33	18	19	5	10	7	9	10	16	4	7	6	7	5	4	14	4	12	12	3	13	15	26	20	25	13					
		1.52%	2.36%	1.66%	2.43%	1.36%	2.30%	2.13%	2.45%	1.07%	1.26%	2.61%	1.92%	1.66%	0.97%	1.35%	1.73%	1.31%	2.21%	1.85%	3.14%	1.52%	2.31%	0.72%	1.07%	0.86%	1.01%	1.01%	1.45%	0.84%	0.92%	1.69%	1.05%	1.45%	0.53%	1.06%	0.32%	1.20%	1.15%	1.12%	1.22%	1.85%	1.84%	1.40%	1.13%	0.85%					
20	3.Политическая партия «Демократическая партия России»	80	3	4	2	0	3	1	3	3	3	0	2	1	1	1	2	2	0	3	2	2	1	0	1	0	2	2	1	1	0	3	0	0	1	5	2	4	1	0	1	1	3	2	4	7					
		0.18%	0.24%	0.51%	0.17%	0.00%	0.22%	0.10%	0.20%	0.29%	0.34%	0.00%	0.17%	0.07%	0.19%	0.19%	0.20%	0.15%	0.00%	0.25%	0.19%	0.17%	0.12%	0.00%	0.11%	0.00%	0.22%	0.20%	0.09%	0.21%	0.00%	0.85%	0.00%	0.00%	0.13%	0.38%	0.16%	0.40%	0.10%	0.00%	0.09%	0.12%	0.21%	0.14%	0.18%	0.46%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5359	186	108	185	194	236	142	219	135	152	149	198	220	71	49	184	200	136	162	125	160	94	74	115	91	67	105	113	49	52	32	68	35	67	191	124	109	118	27	111	114	122	156	69	45					
		12.06%	15.16%	13.81%	16.05%	13.88%	17.53%	14.40%	14.48%	13.11%	17.47%	14.41%	16.54%	15.85%	13.73%	9.42%	18.70%	15.46%	16.71%	13.62%	11.88%	13.49%	11.45%	10.59%	12.29%	11.14%	7.50%	10.62%	10.23%	10.27%	6.87%	9.01%	10.16%	10.14%	8.90%	14.43%	9.93%	10.94%	11.32%	10.11%	10.45%	14.09%	8.63%	10.94%	3.13%	2.93%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1128	32	36	57	46	65	53	31	30	38	35	41	41	16	20	34	40	41	42	44	36	18	13	12	20	15	11	18	4	6	8	15	4	29	10	15	17	14	2	22	18	16	26	19	18					
		2.54%	2.61%	4.60%	4.94%	3.29%	4.83%	5.38%	2.05%	2.91%	4.37%	3.38%	3.43%	2.95%	3.09%	3.85%	3.46%	3.09%	5.04%	3.53%	4.18%	3.04%	2.19%	1.86%	1.28%	2.45%	1.68%	1.11%	1.63%	0.84%	0.79%	2.25%	2.24%	1.16%	3.85%	0.76%	1.20%	1.71%	1.34%	0.75%	2.07%	2.22%	1.13%	1.82%	0.86%	1.17%					
23	6.Политическая партия «Партия социальной справедливости»	127	6	2	1	3	3	1	3	4	1	2	3	1	1	2	2	6	3	3	6	4	1	3	2	1	3	1	4	2	4	1	0	0	3	7	6	1	2	0	3	2	5	7	5	7					
		0.29%	0.49%	0.26%	0.09%	0.21%	0.22%	0.10%	0.20%	0.39%	0.11%	0.19%	0.25%	0.07%	0.19%	0.38%	0.20%	0.46%	0.37%	0.25%	0.57%	0.34%	0.12%	0.43%	0.21%	0.12%	0.34%	0.10%	0.36%	0.42%	0.53%	0.28%	0.00%	0.00%	0.40%	0.53%	0.48%	0.10%	0.19%	0.00%	0.28%	0.25%	0.35%	0.49%	0.23%	0.46%					
24	7.Политическая партия «Либерально-демократическая партия России»	5141	114	81	84	116	96	83	191	110	74	100	96	137	54	65	108	125	69	117	83	140	83	89	109	95	106	121	131	60	85	50	72	47	82	148	152	106	151	32	136	97	162	169	354	461					
		11.57%	9.29%	10.36%	7.29%	8.30%	7.13%	8.42%	12.63%	10.68%	8.51%	9.67%	8.02%	9.87%	10.44%	12.50%	10.98%	9.66%	8.48%	9.84%	7.89%	11.80%	10.11%	12.73%	11.65%	11.63%	11.87%	12.23%	11.86%	12.58%	11.23%	14.08%	10.76%	13.62%	10.89%	11.18%	12.17%	10.64%	14.49%	11.99%	12.81%	11.99%	11.46%	11.85%	16.07%	29.97%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4182	123	90	127	153	156	104	133	100	99	101	141	138	37	45	106	167	107	147	122	114	65	71	104	82	49	101	103	40	65	39	47	28	77	121	111	94	87	20	90	83	135	121	97	42					
		9.41%	10.02%	11.51%	11.01%	10.94%	11.59%	10.55%	8.80%	9.71%	11.38%	9.77%	11.78%	9.94%	7.16%	8.65%	10.77%	12.91%	13.14%	12.36%	11.60%	9.61%	7.92%	10.16%	11.11%	10.04%	5.49%	10.21%	9.32%	8.39%	8.59%	10.99%	7.03%	8.12%	10.23%	9.14%	8.89%	9.44%	8.35%	7.49%	8.47%	10.26%	9.55%	8.49%	4.40%	2.73%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	568	18	13	27	19	40	12	21	13	17	15	20	26	4	17	17	19	9	15	12	10	7	4	5	7	5	5	7	9	8	2	13	3	8	9	6	14	18	3	12	9	30	16	14	10					
		1.28%	1.47%	1.66%	2.34%	1.36%	2.97%	1.22%	1.39%	1.26%	1.95%	1.45%	1.67%	1.87%	0.77%	3.27%	1.73%	1.47%	1.11%	1.26%	1.14%	0.84%	0.85%	0.57%	0.53%	0.86%	0.56%	0.51%	0.63%	1.89%	1.06%	0.56%	1.94%	0.87%	1.06%	0.68%	0.48%	1.41%	1.73%	1.12%	1.13%	1.11%	2.12%	1.12%	0.64%	0.65%					
