Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Кинельская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260					
1	"Число избирателей, внесенных в списки избирателей"	23488	734	1201	991	1190	376	2937	289	134	489	125	1945	388	1285	291	2503	205	172	110	124	1382	1695	1076	599	663	1732	852					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22430	700	1100	900	1100	350	2900	250	130	480	120	1800	360	1300	280	2500	200	160	100	100	1300	1600	1000	600	600	1700	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12092	447	676	584	559	205	1445	173	89	268	67	923	221	664	143	1145	115	77	66	83	578	1007	636	257	262	910	492					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1630	60	177	24	80	32	161	42	14	98	10	82	26	65	78	113	23	29	7	7	150	119	40	59	43	65	26					
6	Число погашенных избирательных бюллетеней	8708	193	247	292	461	113	1294	35	27	114	43	795	113	571	59	1242	62	54	27	10	572	474	324	284	295	725	282					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1630	60	177	24	80	32	161	42	14	98	10	82	26	65	78	113	23	29	7	7	150	119	40	59	43	65	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12088	447	676	584	559	205	1441	173	89	268	67	923	221	664	143	1145	115	77	66	83	578	1007	636	257	262	910	492					
9	Число недействительных избирательных бюллетеней	165	5	13	6	7	7	9	1	2	1	2	10	4	5	2	13	2	0	0	3	14	22	5	4	3	13	12					
10	Число действительных избирательных бюллетеней	13553	502	840	602	632	230	1593	214	101	365	75	995	243	724	219	1245	136	106	73	87	714	1104	671	312	302	962	506					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	438	25	15	35	15	5	50	5	5	13	8	25	10	25	10	74	5	7	1	5	20	25	15	5	5	20	10					
