Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Красненская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715					
1	"Число избирателей, внесенных в список избирателей"	10941	443	635	221	691	160	921	455	1675	198	180	549	198	298	698	1162	183	462	116	151	505	234	111	695					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11040	452	640	221	700	160	935	460	1685	195	187	545	205	302	710	1170	185	465	115	151	510	235	112	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8177	268	452	171	514	111	762	293	1144	175	134	416	158	234	543	927	146	353	97	134	355	175	72	543					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1979	105	150	43	146	43	145	57	197	20	46	90	38	47	150	203	35	98	16	16	144	56	36	98					
6	Число погашенных избирательных бюллетеней	884	79	38	7	40	6	28	110	344	0	7	39	9	21	17	40	4	14	2	1	11	4	4	59					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1979	105	150	43	146	43	145	57	197	20	46	90	38	47	150	203	35	98	16	16	144	56	36	98					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8177	268	452	171	514	111	762	293	1144	175	134	416	158	234	543	927	146	353	97	134	355	175	72	543					
9	Число недействительных избирательных бюллетеней	161	3	5	7	4	2	20	3	20	10	11	6	2	7	4	11	18	0	2	7	8	3	2	6					
10	Число действительных избирательных бюллетеней	9995	370	597	207	656	152	887	347	1321	185	169	500	194	274	689	1119	163	451	111	143	491	228	106	635					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	147	11	10	3	7	3	5	5	25	4	4	3	3	5	7	10	3	5	4	4	7	4	3	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	92	8	7	2	5	0	3	2	22	0	3	0	0	3	7	7	1	4	2	1	4	2	1	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	3	6	1	4	3	1	1	10	2	1	7	1	1	4	4	3	3	4	2	4	3	3	7					
14	Число погашенных неиспользованных открепительных удостоверений	55	3	3	1	2	3	2	3	3	4	1	3	3	2	0	3	2	1	2	3	3	2	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
