Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Заокская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325					
1	"Число избирателей, внесенных в списки избирателей"	14957	412	1014	404	543	350	386	732	471	148	1104	133	1298	149	504	575	742	486	2153	1866	1487					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10850	300	710	300	390	250	300	580	370	110	800	110	930	110	390	420	530	330	1550	1360	1010					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7562	201	461	204	312	200	220	476	243	73	520	63	684	70	337	262	344	235	1056	899	702					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1319	59	101	68	43	15	26	88	53	21	133	20	48	33	51	76	159	46	78	124	77					
6	Число погашенных избирательных бюллетеней	1969	40	148	28	35	35	54	16	74	16	147	27	198	7	2	82	27	49	416	337	231					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1319	59	101	68	43	15	26	88	53	21	133	20	48	33	51	76	159	46	78	124	77					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7562	201	461	204	312	200	220	476	243	73	520	63	684	70	337	262	344	235	1056	899	702					
9	Число недействительных избирательных бюллетеней	82	1	3	2	4	1	3	5	4	0	10	0	5	1	1	0	5	3	17	9	8					
10	Число действительных избирательных бюллетеней	8799	259	559	270	351	214	243	559	292	94	643	83	727	102	387	338	498	278	1117	1014	771					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	360	10	15	9	4	4	5	30	27	5	36	12	30	7	12	5	20	16	42	46	25					
