Выборы Президента Российской Федерации																																																					
Дата голосования: 02.03.2008																																																					
																																																					
"Наименование Избирательной комиссии:    Владимир, Ленинская"																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
	Число участковых избирательных комиссий	46																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	46																																																			
																																																					
		Сумма	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390					
1	"Число избирателей, включенных в списки избирателей"	101925	2366	1129	2535	2539	2830	2753	1734	2573	2520	2652	2772	2660	2964	2549	2735	2736	2687	2706	2723	2602	2932	2619	2336	2833	2679	2714	2227	2492	733	1378	384	1658	1969	2279	2349	2573	2617	2010	309	2867	2099	2039	394	2748	1592	330					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	95200	2200	1100	2400	2400	2700	2500	1600	2400	2500	2500	2500	2500	2700	2400	2600	2600	2500	2500	2600	2400	2700	2500	2200	2600	2500	2500	2100	2400	700	1200	370	1500	1800	2100	2200	2400	2500	1900	320	2600	1900	1900	380	2600	1400	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	50871	1440	563	1577	1275	1418	1444	821	1169	1209	1232	1281	1207	1378	1323	1526	1405	1173	1421	1338	1303	1375	1431	1112	1449	1392	1254	937	972	252	638	279	932	886	1110	1137	1264	1246	988	151	1926	935	886	199	1425	862	330					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2276	70	40	51	28	66	36	40	89	55	59	65	103	37	55	42	50	36	36	22	113	49	48	70	90	55	139	77	39	25	37	28	8	33	73	44	45	28	19	39	35	38	58	34	40	32	0					
6	Число погашенных избирательных бюллетеней	42053	690	497	772	1097	1216	1020	739	1142	1236	1209	1154	1190	1285	1022	1032	1145	1291	1043	1240	984	1276	1021	1018	1061	1053	1107	1086	1389	423	525	63	560	881	917	1019	1091	1226	893	130	639	927	956	147	1135	506	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2257	70	40	51	28	66	36	40	89	55	59	65	103	37	55	42	50	36	36	22	103	49	48	69	82	55	139	77	39	25	37	28	8	33	73	44	45	28	19	39	35	38	58	34	40	32	0					
8	Число бюллетеней в стационарных ящиках для голосования	50673	1439	563	1575	1275	1417	1443	821	1168	1208	1232	1277	1207	1378	1320	1524	1405	1172	1421	1338	1193	1375	1431	1112	1431	1389	1249	918	972	252	638	279	930	885	1105	1136	1264	1246	985	151	1924	932	885	199	1417	862	330					
9	Число недействительных избирательных бюллетеней	678	27	9	14	18	20	12	9	6	11	13	12	12	17	20	16	15	18	17	27	49	26	21	10	20	26	15	10	11	4	11	37	13	9	5	6	14	11	13	1	26	7	8	2	17	5	8					
10	Число действительных избирательных бюллетеней	52252	1482	594	1612	1285	1463	1467	852	1251	1252	1278	1330	1298	1398	1355	1550	1440	1190	1440	1333	1247	1398	1458	1171	1493	1418	1373	985	1000	273	664	270	925	909	1173	1174	1295	1263	991	189	1933	963	935	231	1440	889	322					
11	Число полученных открепительных  удостоверений	1640	400	10	50	30	60	25	20	25	35	30	20	40	35	30	25	45	30	20	30	25	20	40	30	40	35	35	30	30	5	25	0	20	15	25	20	20	30	20	15	85	30	20	5	35	25	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1186	361	7	40	23	40	21	14	22	20	18	11	24	16	16	19	23	19	14	12	18	13	23	20	26	26	29	25	20	1	16	0	10	8	25	13	7	19	10	12	75	17	17	0	24	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	835	35	13	28	31	15	14	16	21	15	18	21	13	11	12	21	15	17	8	14	18	15	15	17	47	13	14	26	15	13	21	2	7	16	17	5	8	18	14	1	32	19	11	2	9	11	111					
14	Число неиспользованных открепительных удостоверений	454	39	3	10	7	20	4	6	3	15	12	9	16	19	14	6	22	11	6	18	7	7	17	10	14	9	6	5	10	4	9	0	10	7	0	7	13	11	10	3	10	13	3	5	11	13	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	43	5	0	1	0	2	1	2	1	1	4	1	0	0	2	2	0	1	2	0	1	1	0	2	2	1	0	4	1	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	Богданов Андрей Владимирович	999	49	13	35	28	30	18	11	32	29	27	28	22	37	19	26	28	15	28	19	20	27	22	25	42	19	15	11	19	7	12	16	17	16	20	18	17	27	15	1	35	32	19	4	30	14	5					
		1.89%	3.25%	2.16%	2.15%	2.15%	2.02%	1.22%	1.28%	2.55%	2.30%	2.09%	2.09%	1.68%	2.61%	1.38%	1.66%	1.92%	1.24%	1.92%	1.40%	1.54%	1.90%	1.49%	2.12%	2.78%	1.32%	1.08%	1.11%	1.88%	2.53%	1.78%	5.21%	1.81%	1.74%	1.70%	1.53%	1.30%	2.12%	1.49%	0.53%	1.79%	3.30%	2.01%	1.72%	2.06%	1.57%	1.52%					
19	Жириновский Владимир Вольфович	6485	241	69	190	138	156	173	98	153	130	148	137	136	157	148	240	173	155	133	186	134	138	130	126	182	173	144	102	139	31	66	34	107	107	170	211	213	181	146	33	262	131	117	33	148	116	150					
