Выборы Президента Российской Федерации																																																																
Дата голосования: 04.03.2012																																																																
																																																																
Наименование Избирательной комиссии:    Владимир, Ленинская																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	53																																																														
																																																																
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399									
1	Число избирателей, включенных в список избирателей	103545	2401	2981	2842	2272	1736	2613	2524	2662	2899	1062	1517	1259	2629	2243	1657	2102	2407	1770	2490	2477	2399	1396	2809	2636	617	2725	1390	2527	327	1667	2082	2609	2366	2589	2451	1966	327	2051	2171	1999	406	2717	1187	1857	1772	1594	1376	1351	2021	1408	1503	1848	858									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	100000	2600	2800	2700	2200	1700	2600	2500	2600	2800	1000	1500	1200	2600	2200	1600	2100	2400	1700	2500	2400	2400	1200	2800	2400	500	2400	1300	2300	300	1600	2000	2600	2300	2500	2500	1900	300	2000	2100	1900	400	2600	1100	1700	1700	1500	1400	1300	1900	1400	1400	1800	800									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	55320	1574	1774	1498	1184	805	1341	1362	1365	1401	532	843	716	1498	1223	968	1222	1295	946	1388	1494	1274	763	1435	1277	372	1014	631	1782	218	949	1035	1316	1164	1344	1381	1078	160	1303	1135	954	197	1525	721	884	842	859	801	664	977	821	794	871	350									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1859	30	36	41	30	19	59	41	39	58	11	14	19	26	25	11	25	14	28	61	43	26	79	27	133	13	287	37	12	26	19	22	40	19	24	30	10	25	25	27	21	27	29	18	49	23	30	26	36	19	12	22	16	20									
6	Число погашенных избирательных бюллетеней	42821	996	990	1161	986	876	1200	1097	1196	1341	457	643	465	1076	952	621	853	1091	726	1051	863	1100	358	1338	990	115	1099	632	506	56	632	943	1244	1117	1132	1089	812	115	672	938	925	176	1046	361	767	835	611	573	600	904	567	584	913	430									
