Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Бугурусланская городская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307					
1	"Число избирателей, внесенных в списки"	42905	2770	573	1270	1409	1978	2181	2113	1590	1200	2286	1449	1263	1344	1504	1187	1348	2849	2119	2628	2613	2493	2302	2124	312					
2	"Число бюллетеней, полученных участковыми комиссиями"	42847	2770	560	1270	1410	1990	2170	2110	1610	1200	2250	1460	1260	1320	1500	1190	1345	2870	2130	2660	2590	2460	2280	2140	302					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20181	1361	297	525	693	1165	930	852	675	569	1388	642	601	534	642	447	578	1357	823	1367	1260	1180	1083	997	215					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	836	47	9	35	17	63	74	32	27	23	40	30	17	46	29	33	57	19	22	38	58	41	30	30	19					
6	Число погашенных бюллетеней	21836	1362	254	710	700	762	1166	1226	908	608	828	788	642	740	829	710	710	1494	1285	1255	1272	1239	1167	1113	68					
7	Число бюллетеней в переносных ящиках для голосования	836	47	9	35	17	63	74	32	27	23	40	30	17	46	29	33	57	19	22	38	58	41	30	30	19					
8	Число бюллетеней в стационарных ящиках для голосования	20171	1360	297	525	691	1164	930	852	675	569	1382	642	601	534	642	447	578	1357	823	1367	1260	1180	1083	997	215					
9	Число недействительных бюллетеней	352	22	2	7	12	8	24	34	6	8	10	12	11	14	9	9	17	14	13	13	16	33	35	10	13					
10	Число действительных бюллетеней	20655	1385	304	553	696	1219	980	850	696	584	1412	660	607	566	662	471	618	1362	832	1392	1302	1188	1078	1017	221					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	797	40	15	30	34	30	30	30	40	40	30	40	30	40	40	40	40	29	30	40	40	30	30	29	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	280	20	7	3	8	18	14	10	10	6	28	9	8	2	12	3	4	25	5	37	11	13	9	18	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	6	4	1	4	1	3	4	0	2	9	5	2	1	1	1	3	1	2	3	3	3	4	1	2					
14	Число погашенных открепительных удостоверений	517	20	8	27	26	12	16	20	30	34	2	31	22	38	28	37	36	4	25	3	29	17	21	11	20					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	235	12	5	7	4	7	10	17	4	8	7	10	4	6	7	6	10	18	5	20	21	13	17	12	5					
		1.11%	0.85%	1.63%	1.24%	0.56%	0.57%	0.99%	1.92%	0.56%	1.35%	0.49%	1.48%	0.64%	1.03%	1.04%	1.25%	1.57%	1.30%	0.59%	1.42%	1.59%	1.06%	1.52%	1.16%	2.13%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	349	17	7	7	8	19	24	18	16	20	38	11	14	11	6	6	5	24	11	18	15	18	9	21	6					
		1.66%	1.20%	2.28%	1.24%	1.12%	1.54%	2.39%	2.03%	2.27%	3.37%	2.67%	1.63%	2.26%	1.89%	0.89%	1.25%	0.78%	1.74%	1.30%	1.28%	1.13%	1.47%	0.80%	2.04%	2.56%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	521	27	4	17	18	40	11	27	15	19	34	13	17	18	16	23	14	19	15	37	39	34	34	28	2					
		2.48%	1.91%	1.30%	3.03%	2.54%	3.25%	1.09%	3.05%	2.13%	3.20%	2.39%	1.93%	2.75%	3.10%	2.38%	4.79%	2.20%	1.38%	1.77%	2.63%	2.95%	2.78%	3.05%	2.72%	0.85%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	726	30	15	15	26	61	34	26	14	21	66	22	17	14	29	9	21	58	20	49	59	33	43	43	1					
