Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Рыбинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №105	УИК №106	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854					
1	"Число избирателей, внесенных в списки избирателей"	15698	869	1335	548	523	62	168	304	115	509	303	209	180	114	1299	559	115	57	64	53	376	622	91	112	120	49	60	921	122	124	288	167	573	57	66	163	936	325	223	2917					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15652	874	1359	570	521	61	164	304	114	539	314	204	182	111	1262	529	115	54	61	53	381	635	91	112	129	52	66	917	120	125	291	165	569	60	65	165	948	317	227	2826					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9354	456	806	339	314	41	114	189	83	369	133	98	117	69	742	245	85	32	52	52	246	379	64	67	79	29	56	579	87	81	177	82	344	36	47	102	504	226	148	1685					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1247	133	108	81	65	13	13	37	7	30	47	43	10	22	39	38	0	21	0	0	57	45	4	9	13	4	2	100	19	8	29	34	28	0	3	7	57	41	22	58					
6	Число погашенных избирательных бюллетеней	5051	285	445	150	142	7	37	78	24	140	134	63	55	20	481	246	30	1	9	1	78	211	23	36	37	19	8	238	14	36	85	49	197	24	15	56	387	50	57	1083					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1247	133	108	81	65	13	13	37	7	30	47	43	10	22	39	38	0	21	0	0	57	45	4	9	13	4	2	100	19	8	29	34	28	0	3	7	57	41	22	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9354	456	806	339	314	41	114	189	83	369	133	98	117	69	742	245	85	32	52	52	246	379	64	67	79	29	56	579	87	81	177	82	344	36	47	102	504	226	148	1685					
9	Число недействительных избирательных бюллетеней	99	2	9	2	3	1	0	5	1	7	0	2	1	0	7	1	2	0	0	0	2	6	0	0	0	0	0	9	0	1	0	0	3	1	2	1	1	6	3	21					
10	Число действительных избирательных бюллетеней	10502	587	905	418	376	53	127	221	89	392	180	139	126	91	774	282	83	53	52	52	301	418	68	76	92	33	58	670	106	88	206	116	369	35	48	108	560	261	167	1722					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	228	10	15	14	5	2	2	7	2	10	5	2	2	2	15	5	2	1	2	2	8	10	2	2	2	5	2	20	2	1	3	2	6	2	1	5	15	3	2	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	180	10	15	14	3	2	1	6	1	3	4	1	0	0	12	0	2	0	0	0	8	10	0	0	2	2	2	20	2	1	0	0	6	0	0	5	15	3	0	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	110	7	3	2	2	3	4	6	1	8	2	1	2	0	8	2	1	3	2	3	4	0	0	1	0	0	2	6	3	0	1	0	4	1	0	1	16	0	1	10					
