Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Лыткаринская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341					
1	"Число избирателей, внесенных в список избирателей"	41181	1544	2709	2671	2911	2566	2853	2689	2547	2384	2077	2326	2703	2286	2032	1821	2384	2678					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40600	1500	2700	2700	2900	2500	2800	2700	2500	2300	2000	2300	2700	2300	2000	1800	2200	2700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19347	610	1289	1325	1419	1274	1386	1247	1233	1073	922	1125	1330	1083	979	849	937	1266					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	520	19	14	23	18	20	14	22	22	31	21	22	15	22	32	32	171	22					
6	Число погашенных избирательных бюллетеней	20733	871	1397	1352	1463	1206	1400	1431	1245	1196	1057	1153	1355	1195	989	919	1092	1412					
7	Число избирательных бюллетеней в переносных ящиках для голосования	520	19	14	23	18	20	14	22	22	31	21	22	15	22	32	32	171	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19280	610	1289	1316	1408	1274	1381	1245	1228	1073	922	1123	1315	1082	979	832	937	1266					
9	Число недействительных избирательных бюллетеней	545	28	35	33	24	28	31	36	34	15	27	34	47	34	26	34	42	37					
10	Число действительных избирательных бюллетеней	19255	601	1268	1306	1402	1266	1364	1231	1216	1089	916	1111	1283	1070	985	830	1066	1251					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	850	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	346	10	15	11	25	26	21	22	30	18	18	22	27	24	14	20	19	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	238	10	14	8	5	10	9	7	21	12	12	18	10	9	2	22	20	49					
14	Число погашенных неиспользованных открепительных удостоверений	504	40	35	39	25	24	29	28	20	32	32	28	23	26	36	30	31	26					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	1	0	2	2	1	3	1	1	0	0	2	4	0	0	1	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3212	83	255	147	202	254	249	235	221	155	121	219	251	188	162	119	180	171					
		16.22%	13.20%	19.57%	10.98%	14.17%	19.63%	17.85%	18.55%	17.68%	14.04%	12.83%	19.13%	18.87%	17.03%	16.02%	13.77%	16.25%	13.28%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2423	108	187	113	143	179	198	204	130	133	106	141	184	147	127	52	130	141					
		12.24%	17.17%	14.35%	8.44%	10.03%	13.83%	14.19%	16.10%	10.40%	12.05%	11.24%	12.31%	13.83%	13.32%	12.56%	6.02%	11.73%	10.95%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	268	6	29	23	19	19	15	14	13	15	10	15	22	20	12	12	13	11					
		1.35%	0.95%	2.23%	1.72%	1.33%	1.47%	1.08%	1.10%	1.04%	1.36%	1.06%	1.31%	1.65%	1.81%	1.19%	1.39%	1.17%	0.85%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4710	153	331	340	312	309	356	302	332	162	195	299	354	294	260	138	264	309					
		23.79%	24.32%	25.40%	25.39%	21.88%	23.88%	25.52%	23.84%	26.56%	14.67%	20.68%	26.11%	26.62%	26.63%	25.72%	15.97%	23.83%	23.99%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1326	25	74	70	122	63	119	94	103	33	72	91	89	79	76	60	75	81					
		6.70%	3.97%	5.68%	5.23%	8.56%	4.87%	8.53%	7.42%	8.24%	2.99%	7.64%	7.95%	6.69%	7.16%	7.52%	6.94%	6.77%	6.29%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7153	222	381	607	590	430	414	369	414	587	405	336	373	333	333	441	396	522					
		36.13%	35.29%	29.24%	45.33%	41.37%	33.23%	29.68%	29.12%	33.12%	53.17%	42.95%	29.34%	28.05%	30.16%	32.94%	51.04%	35.74%	40.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	163	4	11	6	14	12	13	13	3	4	7	10	10	9	15	8	8	16					
		0.82%	0.64%	0.84%	0.45%	0.98%	0.93%	0.93%	1.03%	0.24%	0.36%	0.74%	0.87%	0.75%	0.82%	1.48%	0.93%	0.72%	1.24%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
