Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
"Наименование Избирательной комиссии:    Ярославль, Фрунзенская"																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265					
1	"Число избирателей, внесенных в списки избирателей"	100060	1603	639	1457	1370	2687	1327	1767	2249	2354	2483	1407	1558	2127	1407	2455	2049	1286	1170	2314	2520	2157	2022	2225	1452	2095	1579	2411	1514	2525	2117	1418	1526	1773	2151	1743	1356	1958	1849	1908	2059	2043	1829	1409	2141	1702	1994	2106	1906	2249	2272	1938	1929	2155	69	103	148					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	86257	1350	627	1200	1150	2300	1100	1500	1950	2000	2150	1200	1350	1850	1200	2100	1750	1100	1000	2000	2200	1850	1750	1900	1250	1800	1350	2100	1250	2200	1800	1200	1300	1550	1900	1450	1150	1700	1600	1600	1800	1800	1500	1200	1850	1500	1700	1800	1700	2000	2000	1700	1700	1900	100	100	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	59560	638	627	544	681	1575	564	1022	1384	1487	1533	802	901	1359	851	1571	1213	791	787	1450	1557	1289	1104	1461	829	1309	789	1426	837	1496	1142	886	947	1012	1133	895	614	1220	1125	1173	1383	1280	1026	812	1258	1031	1191	1365	1316	1448	1440	1276	1143	1344	49	66	108					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2396	37	0	46	43	73	58	18	13	36	59	26	19	27	41	35	61	36	18	42	81	72	61	60	65	50	41	41	24	44	55	28	27	78	119	24	58	25	53	52	51	61	75	36	56	24	53	30	29	39	18	38	48	30	15	25	22					
6	Число погашенных избирательных бюллетеней	24299	675	0	610	426	652	478	460	553	477	558	372	430	464	308	494	476	273	195	508	562	489	585	379	356	441	520	633	389	660	603	286	326	460	648	531	478	455	422	375	366	457	399	352	536	445	456	405	355	513	542	386	509	526	36	9	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2396	37	0	46	43	73	58	18	13	36	59	26	19	27	41	35	61	36	18	42	81	72	61	60	65	50	41	41	24	44	55	28	27	78	119	24	58	25	53	52	51	61	75	36	56	24	53	30	29	39	18	38	48	30	15	25	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	59365	638	627	544	681	1575	564	1022	1381	1487	1532	802	900	1359	850	1571	1213	791	787	1450	1554	1289	1104	1461	829	1309	789	1426	837	1496	1141	886	947	1012	1132	895	614	1220	1124	1171	1382	1277	1026	812	1256	1031	1191	1355	1311	1292	1439	1274	1142	1344	49	66	108					
9	Число недействительных избирательных бюллетеней	580	3	21	2	3	15	3	6	10	21	18	4	7	19	15	23	9	7	13	0	12	5	17	13	13	17	8	13	5	12	6	11	12	15	10	3	6	13	12	12	3	15	20	4	7	12	15	13	8	12	14	6	10	20	2	4	1					
10	Число действительных избирательных бюллетеней	61181	672	606	588	721	1633	619	1034	1384	1502	1573	824	912	1367	876	1583	1265	820	792	1492	1623	1356	1148	1508	881	1342	822	1454	856	1528	1190	903	962	1075	1241	916	666	1232	1165	1211	1430	1323	1081	844	1305	1043	1229	1372	1332	1319	1443	1306	1180	1354	62	87	129					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1376	21	0	5	18	36	18	23	37	29	46	18	18	31	17	35	36	16	15	44	35	30	31	30	22	34	20	34	20	35	30	20	20	21	37	12	6	33	26	26	28	28	24	18	27	23	30	30	30	33	32	28	28	32	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1241	21	0	5	17	36	11	23	37	23	42	17	14	31	17	25	32	16	15	40	35	30	31	29	19	34	17	31	13	29	19	14	19	21	36	12	4	28	24	21	25	28	22	17	25	23	30	30	30	33	22	28	20	20	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	927	6	131	12	12	15	11	15	8	15	9	5	11	8	18	12	15	19	11	16	11	21	14	24	17	26	14	24	39	21	6	15	14	10	11	12	7	20	16	14	17	12	13	12	24	12	9	20	4	16	12	14	13	10	11	16	27					
14	Число погашенных неиспользованных открепительных удостоверений	135	0	0	0	1	0	7	0	0	6	4	1	4	0	0	10	4	0	0	4	0	0	0	1	3	0	3	3	7	6	11	6	1	0	1	0	2	5	2	5	3	0	2	1	2	0	0	0	0	0	10	0	8	12	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1	2	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	2	1	0	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	2588	19	11	26	28	53	22	39	55	66	56	47	38	48	20	77	59	21	18	66	59	50	42	53	50	60	41	52	28	62	54	50	40	58	68	31	28	64	69	51	73	74	46	51	63	48	56	56	51	55	79	56	52	43	3	1	2					
		4.19%	2.81%	1.75%	4.41%	3.87%	3.22%	3.54%	3.75%	3.95%	4.33%	3.52%	5.68%	4.13%	3.46%	2.24%	4.79%	4.63%	2.54%	2.24%	4.42%	3.61%	3.67%	3.61%	3.48%	5.59%	4.42%	4.94%	3.54%	3.25%	4.03%	4.52%	5.47%	4.11%	5.32%	5.44%	3.37%	4.17%	5.14%	5.86%	4.17%	5.09%	5.53%	4.18%	6.01%	4.80%	4.55%	4.50%	4.04%	3.81%	4.13%	5.42%	4.27%	4.37%	3.13%	4.69%	1.10%	1.54%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1355	18	12	8	10	26	13	45	42	32	32	22	18	20	10	28	22	11	7	35	33	28	13	22	11	35	21	27	22	48	22	23	22	32	40	15	8	39	38	24	40	30	32	13	27	25	22	20	31	32	42	47	26	33	0	0	1					
		2.19%	2.67%	1.91%	1.36%	1.38%	1.58%	2.09%	4.33%	3.01%	2.10%	2.01%	2.66%	1.96%	1.44%	1.12%	1.74%	1.73%	1.33%	0.87%	2.35%	2.02%	2.06%	1.12%	1.45%	1.23%	2.58%	2.53%	1.84%	2.56%	3.12%	1.84%	2.52%	2.26%	2.94%	3.20%	1.63%	1.19%	3.13%	3.23%	1.96%	2.79%	2.24%	2.91%	1.53%	2.06%	2.37%	1.77%	1.44%	2.31%	2.40%	2.88%	3.58%	2.18%	2.40%	0.00%	0.00%	0.77%					
