Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Усть-Калманская 																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720					
1	"Число избирателей, внесенных в списки"	14406	2062	1872	1507	239	198	372	1131	101	111	521	79	584	234	73	900	196	338	666	104	863	353	882	766	116	138					
2	"Число бюллетеней, полученных участковыми комиссиями"	14025	1970	1800	1450	240	235	360	1000	110	120	500	90	570	235	80	900	200	330	650	110	850	350	850	750	120	155					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8848	1202	966	757	178	123	241	662	85	95	295	68	431	181	55	552	139	246	444	85	547	202	655	436	89	114					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	513	77	41	53	0	5	14	45	0	8	15	2	41	0	0	33	17	13	18	0	32	35	18	30	6	10					
6	Число погашенных бюллетеней	4664	691	793	640	62	107	105	293	25	17	190	20	98	54	25	315	44	71	188	25	271	113	177	284	25	31					
7	Число бюллетеней в переносных ящиках для голосования	513	77	41	53	0	5	14	45	0	8	15	2	41	0	0	33	17	13	18	0	32	35	18	30	6	10					
8	Число бюллетеней в стационарных ящиках для голосования	8849	1202	966	757	178	123	241	662	85	95	295	68	431	181	55	552	139	246	446	85	547	202	655	435	89	114					
9	Число недействительных бюллетеней	114	17	14	12	0	6	7	9	2	1	1	0	2	1	0	6	2	2	7	0	9	4	5	6	0	1					
10	Число действительных бюллетеней	9248	1262	993	798	178	122	248	698	83	102	309	70	470	180	55	579	154	257	457	85	570	233	668	459	95	123					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	97	10	8	8	2	2	5	6	2	2	3	2	4	2	2	6	2	3	4	2	5	3	5	5	1	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	38	8	3	6	0	0	4	1	0	1	0	2	0	0	0	4	0	1	1	0	2	0	0	2	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	7	1	2	1	1	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	3	0	0					
14	Число погашенных открепительных удостоверений	59	2	5	2	2	2	1	5	2	1	3	0	4	2	2	2	2	2	3	2	3	3	5	3	1	0					
15	Число открепительных удостоверений выданных ТИК	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	95	3	2	5	1	4	2	9	1	2	6	0	6	5	0	3	2	7	5	0	11	8	5	3	3	2					
		1.01%	0.23%	0.19%	0.61%	0.56%	3.12%	0.78%	1.27%	1.17%	1.94%	1.93%	0.0%	1.27%	2.76%	0.0%	0.51%	1.28%	2.70%	1.07%	0.0%	1.89%	3.37%	0.74%	0.64%	3.15%	1.61%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	189	28	22	20	4	0	7	10	2	0	4	0	14	4	0	14	1	8	2	3	17	14	3	5	5	2					
		2.01%	2.18%	2.18%	2.46%	2.24%	0.0%	2.74%	1.41%	2.35%	0.0%	1.29%	0.0%	2.96%	2.20%	0.0%	2.39%	0.64%	3.08%	0.43%	3.52%	2.93%	5.90%	0.44%	1.07%	5.26%	1.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	191	24	30	15	4	1	9	25	2	0	7	3	7	0	0	14	4	2	3	1	7	9	8	8	4	4					
		2.04%	1.87%	2.97%	1.85%	2.24%	0.78%	3.52%	3.53%	2.35%	0.0%	2.25%	4.28%	1.48%	0.0%	0.0%	2.39%	2.56%	0.77%	0.64%	1.17%	1.20%	3.79%	1.18%	1.72%	4.21%	3.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	132	22	20	16	2	1	3	8	0	0	6	0	5	2	0	16	2	5	4	0	7	4	6	3	0	0					
		1.40%	1.72%	1.98%	1.97%	1.12%	0.78%	1.17%	1.13%	0.0%	0.0%	1.93%	0.0%	1.05%	1.10%	0.0%	2.73%	1.28%	1.93%	0.86%	0.0%	1.20%	1.68%	0.89%	0.64%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	26	2	1	2	1	0	1	1	2	0	0	0	1	1	0	0	1	1	2	1	1	2	5	1	0	0					
		0.27%	0.15%	0.09%	0.24%	0.56%	0.0%	0.39%	0.14%	2.35%	0.0%	0.0%	0.0%	0.21%	0.55%	0.0%	0.0%	0.64%	0.38%	0.43%	1.17%	0.17%	0.84%	0.74%	0.21%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	2	2	5	1	1	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	2	0	0					
		0.21%	0.15%	0.19%	0.61%	0.56%	0.78%	0.0%	0.14%	1.17%	0.0%	0.0%	0.0%	0.0%	0.0%	1.81%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.29%	0.43%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	26	6	2	4	0	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	2	0	0	2					
		0.27%	0.46%	0.19%	0.49%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	1.10%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	1.61%					
25	"8. ""Народно-республиканская партия России"""	6	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.06%	0.0%	0.0%	0.0%	0.56%	0.78%	0.0%	0.0%	1.17%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	2	2	2	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	4	1	0	0					
		0.22%	0.15%	0.19%	0.24%	0.0%	0.78%	0.39%	0.14%	0.0%	0.0%	0.0%	1.42%	0.21%	0.0%	0.0%	0.17%	0.64%	0.0%	0.21%	1.17%	0.0%	0.42%	0.59%	0.21%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1653	150	99	114	39	15	28	106	4	9	60	21	100	27	12	162	27	57	159	19	150	66	107	88	9	25					
		17.65%	11.72%	9.83%	14.07%	21.91%	11.71%	10.98%	14.99%	4.70%	8.73%	19.35%	29.99%	21.18%	14.91%	21.81%	27.69%	17.30%	22.00%	34.26%	22.35%	25.90%	27.84%	15.89%	18.92%	9.47%	20.16%					
28	"11. ""Истинные патриоты России"""	10	0	0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	2	1	0					
		0.10%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	1.10%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.43%	1.05%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	68	10	10	5	1	1	0	4	0	1	1	0	5	0	1	7	2	1	5	0	6	1	1	4	2	0					
		0.72%	0.78%	0.99%	0.61%	0.56%	0.78%	0.0%	0.56%	0.0%	0.97%	0.32%	0.0%	1.05%	0.0%	1.81%	1.19%	1.28%	0.38%	1.07%	0.0%	1.03%	0.42%	0.14%	0.86%	2.10%	0.0%					
30	"13. ""Демократическая партия России"""	24	3	2	1	1	2	2	0	0	0	1	0	0	1	0	1	1	0	5	0	2	1	0	0	0	1					
		0.25%	0.23%	0.19%	0.12%	0.56%	1.56%	0.78%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.55%	0.0%	0.17%	0.64%	0.0%	1.07%	0.0%	0.34%	0.42%	0.0%	0.0%	0.0%	0.80%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	0	0	2	0	0	1	0	0	0	1	0	2	1	0	1	1	1	1	0	1	1	0	0	1	2					
		0.17%	0.0%	0.0%	0.24%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.32%	0.0%	0.42%	0.55%	0.0%	0.17%	0.64%	0.38%	0.21%	0.0%	0.17%	0.42%	0.0%	0.0%	1.05%	1.61%					
32	"15. ""Партия СЛОН"""	15	0	1	2	0	0	1	2	0	0	1	0	0	0	0	2	1	0	0	0	3	0	2	0	0	0					
		0.16%	0.0%	0.09%	0.24%	0.0%	0.0%	0.39%	0.28%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.34%	0.64%	0.0%	0.0%	0.0%	0.51%	0.0%	0.29%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	453	86	48	43	9	3	22	34	2	1	14	1	16	6	0	20	15	24	16	2	28	5	26	23	7	2					
