Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Сысольская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555					
1	"Число избирателей, внесенных в списки"	12437	596	476	224	66	371	876	221	1622	2457	320	1406	43	598	346	414	281	594	584	199	372	180	191					
2	"Число бюллетеней, полученных участковыми комиссиями"	12519	615	489	228	88	368	901	225	1570	2455	320	1410	50	598	348	413	283	604	590	198	392	183	191					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6766	355	250	129	43	181	460	120	941	1427	177	693	36	274	165	219	141	281	331	108	199	120	116					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	460	12	21	3	4	15	12	4	103	58	12	9	2	59	34	3	6	62	13	4	10	3	11					
6	Число погашенных бюллетеней	5284	248	218	96	41	163	429	101	526	970	131	708	12	265	149	191	136	261	246	86	183	60	64					
7	Число бюллетеней в переносных ящиках для голосования	469	12	21	3	4	24	12	4	103	58	12	9	2	59	34	3	6	62	13	4	10	3	11					
8	Число бюллетеней в стационарных ящиках для голосования	6766	355	250	129	43	181	460	120	941	1427	177	693	36	274	165	219	141	281	331	108	199	120	116					
9	Число недействительных бюллетеней	135	6	4	7	2	5	12	3	13	11	2	3	0	3	5	5	15	7	21	1	4	1	5					
10	Число действительных бюллетеней	7100	361	267	125	45	200	460	121	1031	1474	187	699	38	330	194	217	132	336	323	111	205	122	122					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	295	15	10	10	5	10	20	5	30	30	10	30	5	10	10	10	10	15	20	5	15	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	77	5	8	2	3	0	3	0	13	9	2	4	0	1	4	0	0	3	5	1	12	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	1	2	2	0	0	2	1	13	12	1	0	0	0	1	0	3	2	1	1	2	0	0					
14	Число погашенных открепительных удостоверений	218	10	2	8	2	10	17	5	17	21	8	26	5	9	6	10	10	12	15	4	3	9	9					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	119	7	8	6	1	5	11	2	9	19	5	9	1	4	3	5	2	4	3	3	7	4	1					
		1.64%	1.90%	2.95%	4.54%	2.12%	2.43%	2.33%	1.61%	0.86%	1.27%	2.64%	1.28%	2.63%	1.20%	1.50%	2.25%	1.36%	1.16%	0.87%	2.67%	3.34%	3.25%	0.78%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	174	4	6	2	0	9	10	2	33	42	6	26	0	4	3	6	0	7	2	7	2	1	2					
		2.40%	1.08%	2.21%	1.51%	0.0%	4.39%	2.11%	1.61%	3.16%	2.82%	3.17%	3.70%	0.0%	1.20%	1.50%	2.70%	0.0%	2.04%	0.58%	6.24%	0.95%	0.81%	1.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	244	12	6	2	3	16	10	7	44	43	8	21	1	8	12	8	12	9	14	0	3	2	3					
