Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Ярославская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924					
1	"Число избирателей, внесенных в списки избирателей"	40194	1634	1577	1318	1307	774	694	214	675	1345	835	1512	2001	1732	1423	1339	1014	920	599	1287	500	1370	524	1339	1400	476	448	749	168	1155	1206	553	309	804	1803	344	462	1445	1158	1231	302	248					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36000	1450	1400	1200	1150	750	600	200	600	1150	800	1350	1800	1550	1250	1200	850	850	500	1150	450	1250	450	1200	1250	450	400	650	150	1000	1050	450	250	700	1600	400	400	1350	1050	1150	300	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21316	875	846	824	804	364	385	121	323	792	410	565	1176	740	845	785	461	395	325	693	278	603	305	668	898	304	287	380	83	589	553	279	190	335	1015	154	188	834	696	701	155	92					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3640	71	73	18	17	147	82	40	80	51	108	382	27	236	26	27	162	111	4	74	49	206	25	105	44	41	51	53	37	114	116	46	15	195	120	96	113	138	110	44	101	85					
6	Число погашенных избирательных бюллетеней	11044	504	481	358	329	239	133	39	197	307	282	403	597	574	379	388	227	344	171	383	123	441	120	427	308	105	62	217	30	297	381	125	45	170	465	150	99	378	244	405	44	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3640	71	73	18	17	147	82	40	80	51	108	382	27	236	26	27	162	111	4	74	49	206	25	105	44	41	51	53	37	114	116	46	15	195	120	96	113	138	110	44	101	85					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21306	875	846	820	803	364	385	121	323	792	410	565	1176	740	842	784	461	394	325	693	278	603	305	668	898	304	287	380	83	589	553	279	190	335	1015	154	188	834	696	701	155	92					
9	Число недействительных избирательных бюллетеней	214	4	16	6	7	6	4	1	4	7	8	2	9	9	10	2	9	5	1	5	1	1	1	10	10	1	7	6	1	7	6	2	2	5	15	2	3	10	4	2	2	1					
10	Число действительных избирательных бюллетеней	24732	942	903	832	813	505	463	160	399	836	510	945	1194	967	858	809	614	500	328	762	326	808	329	763	932	344	331	427	119	696	663	323	203	525	1120	248	298	962	802	743	254	176					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	564	15	9	15	15	15	5	5	10	16	15	8	15	15	15	15	7	5	10	13	10	15	10	15	15	10	10	10	5	106	7	10	10	10	15	15	3	22	13	17	3	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	470	12	3	11	11	14	2	5	6	16	15	8	15	5	15	15	2	5	10	13	4	15	6	9	15	10	10	10	2	106	3	2	1	9	15	9	3	22	13	16	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	425	18	9	9	14	5	10	3	7	9	5	8	8	17	10	11	16	7	7	4	7	12	3	8	7	5	14	9	11	17	14	7	3	12	16	6	6	11	56	15	1	8					
14	Число погашенных неиспользованных открепительных удостоверений	94	3	6	4	4	1	3	0	4	0	0	0	0	10	0	0	5	0	0	0	6	0	4	6	0	0	0	0	3	0	4	8	9	1	0	6	0	0	0	1	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	1657	24	33	52	52	31	28	3	15	31	33	42	157	68	48	51	35	17	10	34	52	57	22	41	93	30	9	47	2	38	30	73	23	50	115	20	31	58	56	25	2	19					
		6.64%	2.54%	3.59%	6.21%	6.34%	6.07%	5.99%	1.86%	3.72%	3.68%	6.37%	4.44%	13.05%	6.97%	5.53%	6.29%	5.62%	3.37%	3.04%	4.43%	15.90%	7.05%	6.67%	5.30%	9.87%	8.70%	2.66%	10.85%	1.67%	5.41%	4.48%	22.46%	11.22%	9.43%	10.13%	8.00%	10.30%	5.97%	6.95%	3.36%	0.78%	10.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	249	16	11	10	14	4	1	1	8	13	4	8	21	7	14	14	4	5	3	4	4	7	2	13	12	0	1	1	0	3	4	1	1	2	5	2	2	5	4	15	1	2					
		0.99%	1.69%	1.20%	1.19%	1.71%	0.78%	0.21%	0.62%	1.99%	1.54%	0.77%	0.84%	1.75%	0.72%	1.61%	1.73%	0.64%	0.99%	0.91%	0.52%	1.22%	0.87%	0.61%	1.68%	1.27%	0.00%	0.30%	0.23%	0.00%	0.43%	0.60%	0.31%	0.49%	0.38%	0.44%	0.80%	0.66%	0.51%	0.50%	2.01%	0.39%	1.13%					
20	3.Политическая партия «Демократическая партия России»	27	1	2	0	2	1	2	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	2	0	0	0	1	1	0	1	0	1	3	0	0					
		0.11%	0.11%	0.22%	0.00%	0.24%	0.20%	0.43%	0.00%	0.00%	0.00%	0.00%	0.11%	0.08%	0.10%	0.00%	0.00%	0.16%	0.00%	0.00%	0.13%	0.31%	0.00%	0.00%	0.13%	0.11%	0.29%	0.30%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.19%	0.09%	0.00%	0.33%	0.00%	0.12%	0.40%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2049	72	95	99	74	70	47	7	33	58	42	58	76	63	52	73	59	43	25	57	9	69	22	95	103	25	18	21	11	43	84	16	14	53	107	12	9	72	77	63	15	8					
		8.21%	7.61%	10.34%	11.81%	9.02%	13.70%	10.06%	4.35%	8.19%	6.88%	8.11%	6.12%	6.32%	6.45%	5.99%	9.00%	9.47%	8.51%	7.60%	7.43%	2.75%	8.53%	6.67%	12.29%	10.93%	7.25%	5.33%	4.85%	9.17%	6.12%	12.56%	4.92%	6.83%	10.00%	9.43%	4.80%	2.99%	7.41%	9.55%	8.46%	5.86%	4.52%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	107	5	5	2	5	0	1	0	1	4	1	6	4	10	6	5	2	4	6	11	1	1	1	6	2	0	0	2	0	1	0	3	0	0	5	0	0	1	4	2	0	0					
