Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Сретенская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800					
1	"Число избирателей, внесенных в список избирателей"	17070	431	468	692	401	672	471	1026	353	483	1607	1891	1306	755	152	336	458	324	382	145	411	47	241	65	76	345	208	241	350	48	73	140	297	57	174	131	85	658	618	407	45					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18790	466	612	833	392	753	500	970	380	546	1834	1865	1330	858	154	355	516	333	389	185	467	47	310	68	93	368	240	333	417	58	95	169	326	62	192	161	93	734	725	510	51					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9267	155	306	298	159	331	213	518	193	259	785	1018	478	335	118	180	272	198	232	104	268	43	173	57	73	218	147	194	241	46	64	114	264	53	142	106	85	250	236	300	41					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1086	71	19	47	11	39	33	44	20	22	50	34	44	28	21	35	34	26	34	20	42	0	36	4	3	72	33	19	40	2	0	10	8	4	10	6	0	54	96	12	3					
6	Число погашенных избирательных бюллетеней	8437	240	287	488	222	383	254	408	167	265	999	813	808	495	15	140	210	109	123	61	157	4	101	7	17	78	60	120	136	10	31	45	54	5	40	49	8	430	393	198	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1086	71	19	47	11	39	33	44	20	22	50	34	44	28	21	35	34	26	34	20	42	0	36	4	3	72	33	19	40	2	0	10	8	4	10	6	0	54	96	12	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9267	155	306	298	159	331	213	518	193	259	785	1018	478	335	118	180	272	198	232	104	268	43	173	57	73	218	147	194	241	46	64	114	264	53	142	106	85	250	236	300	41					
9	Число недействительных избирательных бюллетеней	194	3	7	5	2	4	0	10	2	5	14	50	15	4	1	5	1	1	8	1	0	0	4	0	2	1	1	4	10	0	2	2	3	0	2	4	0	8	4	7	2					
10	Число действительных избирательных бюллетеней	10159	223	318	340	168	366	246	552	211	276	821	1002	507	359	138	210	305	223	258	123	310	43	205	61	74	289	179	209	271	48	62	122	269	57	150	108	85	296	328	305	42					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	368	10	10	15	10	15	10	25	5	10	25	25	35	20	3	10	5	5	5	3	7	3	7	4	4	5	7	7	7	4	4	4	5	3	5	5	7	10	10	10	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	162	5	7	4	4	4	8	8	4	5	19	18	18	12	3	2	5	0	3	1	0	0	0	1	0	0	1	1	0	4	1	0	0	3	3	0	0	6	7	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	99	1	3	1	4	3	2	3	3	2	12	12	12	7	2	1	1	1	0	2	0	1	1	1	0	0	2	0	0	5	2	1	2	2	1	1	1	3	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	206	5	3	11	6	11	2	17	1	5	6	7	17	8	0	8	0	5	2	2	7	3	7	3	4	5	6	6	7	0	3	4	5	0	2	5	7	4	3	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	1	0	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1346	36	38	58	23	56	36	66	18	40	202	189	85	57	18	30	22	21	16	4	41	3	23	0	4	27	20	27	25	3	1	9	19	6	16	2	8	30	36	28	3					
		13.00%	15.93%	11.69%	16.81%	13.53%	15.14%	14.63%	11.74%	8.45%	14.23%	24.19%	17.97%	16.28%	15.70%	12.95%	13.95%	7.19%	9.38%	6.02%	3.23%	13.23%	6.98%	11.00%	0.00%	5.26%	9.31%	11.11%	12.68%	8.90%	6.25%	1.56%	7.26%	6.99%	10.53%	10.53%	1.79%	9.41%	9.87%	10.84%	8.97%	6.82%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1825	37	72	60	48	54	27	137	53	53	109	151	112	58	13	58	66	26	43	14	29	10	27	17	17	46	42	59	44	13	16	14	54	23	30	28	22	44	52	38	9					
		17.63%	16.37%	22.15%	17.39%	28.24%	14.59%	10.98%	24.38%	24.88%	18.86%	13.05%	14.35%	21.46%	15.98%	9.35%	26.98%	21.57%	11.61%	16.17%	11.29%	9.35%	23.26%	12.92%	27.87%	22.37%	15.86%	23.33%	27.70%	15.66%	27.08%	25.00%	11.29%	19.85%	40.35%	19.74%	25.00%	25.88%	14.47%	15.66%	12.18%	20.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	104	2	3	4	1	1	3	6	2	5	5	8	8	4	3	2	4	1	5	0	1	0	2	0	1	0	0	4	4	1	0	0	1	0	2	7	1	7	1	5	0					
		1.00%	0.88%	0.92%	1.16%	0.59%	0.27%	1.22%	1.07%	0.94%	1.78%	0.60%	0.76%	1.53%	1.10%	2.16%	0.93%	1.31%	0.45%	1.88%	0.00%	0.32%	0.00%	0.96%	0.00%	1.32%	0.00%	0.00%	1.88%	1.42%	2.08%	0.00%	0.00%	0.37%	0.00%	1.32%	6.25%	1.18%	2.30%	0.30%	1.60%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1813	45	62	69	26	81	47	129	48	36	212	249	108	89	14	11	42	20	23	22	31	9	36	1	15	32	18	13	60	11	6	8	23	4	7	6	8	61	51	71	9					
		17.51%	19.91%	19.08%	20.00%	15.29%	21.89%	19.11%	22.95%	22.54%	12.81%	25.39%	23.67%	20.69%	24.52%	10.07%	5.12%	13.73%	8.93%	8.65%	17.74%	10.00%	20.93%	17.22%	1.64%	19.74%	11.03%	10.00%	6.10%	21.35%	22.92%	9.38%	6.45%	8.46%	7.02%	4.61%	5.36%	9.41%	20.07%	15.36%	22.76%	20.45%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	111	4	4	6	2	7	5	1	7	0	15	24	2	4	0	2	3	0	1	1	0	1	2	0	0	1	4	7	0	0	1	0	4	0	2	0	1	0	0	0	0					
