Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Теньгушевская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678					
1	"Число избирателей, внесенных в список"	9456	1751	1385	150	145	145	1378	532	397	146	145	185	163	52	401	220	281	283	137	401	240	103	255	68	493					
2	Число полученных избирательных бюллетеней	9550	1785	1407	153	149	146	1372	537	400	147	146	185	166	52	405	225	282	285	139	402	241	104	258	70	494					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9079	1722	1342	142	120	138	1328	529	392	134	126	157	138	49	390	211	271	282	137	398	235	103	248	65	422					
5	"Число избирательных бюллетеней, выданных вне помещения"	331	14	34	8	25	7	42	0	5	12	19	28	24	3	3	9	10	0	0	3	5	0	6	3	71					
6	Число погашенных избирательных бюллетеней	140	49	31	3	4	1	2	8	3	1	1	0	4	0	12	5	1	3	2	1	1	1	4	2	1					
7	Число избирательных бюллетеней в переносных ящиках	331	14	34	8	25	7	42	0	5	12	19	28	24	3	3	9	10	0	0	3	5	0	6	3	71					
8	Число бюллетеней в стационарных ящиках для голосования	9079	1722	1342	142	120	138	1328	529	392	134	126	157	138	49	390	211	271	282	137	398	235	103	248	65	422					
9	Число недействительных избирательных бюллетеней	21	0	1	0	2	15	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	9389	1736	1375	150	143	130	1368	529	397	146	145	185	162	51	393	220	281	282	137	401	240	103	254	68	493					
11	Число полученных открепительных  удостоверений	290	40	40	6	6	6	26	10	10	6	6	10	6	6	10	10	10	10	10	10	10	6	10	6	20					
12	Число выданных открепительных удостоверений	84	33	18	1	0	0	8	2	1	5	2	0	0	0	4	4	2	1	0	0	1	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	19	3	4	1	0	1	5	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1					
14	Число неиспользованных открепительных удостоверений	206	7	22	5	6	6	18	8	9	1	4	10	6	6	6	6	8	9	10	10	9	6	8	6	20					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	7	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0					
		0.07%	0.06%	0.07%	0.00%	0.00%	0.00%	0.07%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.36%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	. Малышкин Олег Александрович	16	1	2	0	0	1	2	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	3					
		0.17%	0.06%	0.15%	0.00%	0.00%	0.69%	0.15%	0.19%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.45%	0.36%	0.35%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.61%					
20	. Миронов Сергей Михайлович	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.06%	0.07%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	9301	1727	1363	149	142	128	1357	523	394	144	144	184	161	50	390	217	276	279	136	395	237	101	253	67	484					
		98.84%	99.48%	99.06%	99.33%	97.93%	88.28%	99.05%	98.87%	99.24%	98.63%	99.31%	99.46%	99.38%	96.15%	99.24%	98.64%	98.22%	98.94%	99.27%	98.50%	98.75%	98.06%	99.61%	98.53%	98.17%					
22	. Хакамада Ирина Муцуовна	8	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1					
		0.09%	0.06%	0.15%	0.00%	0.00%	0.00%	0.15%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.20%					
23	. Харитонов Николай Михайлович	48	4	5	1	1	1	3	3	2	2	1	1	1	1	1	2	3	2	1	2	2	2	1	1	5					
		0.51%	0.23%	0.36%	0.67%	0.69%	0.69%	0.22%	0.57%	0.50%	1.37%	0.69%	0.54%	0.62%	1.92%	0.25%	0.91%	1.07%	0.71%	0.73%	0.50%	0.83%	1.94%	0.39%	1.47%	1.01%					
																															
24	Против всех	6	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0					
		0.06%	0.06%	0.07%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.42%	0.00%	0.00%	0.00%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
