Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Смирныховская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174					
1	"Число избирателей, внесенных в списки избирателей"	10191	1303	467	976	1015	131	442	661	1806	1720	707	757	206					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9660	1200	400	1000	900	110	450	600	1600	1700	700	750	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5389	679	297	394	623	71	212	358	851	995	373	330	206					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	950	177	28	121	40	6	29	68	213	27	71	170	0					
6	Число погашенных избирательных бюллетеней	3321	344	75	485	237	33	209	174	536	678	256	250	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	950	177	28	121	40	6	29	68	213	27	71	170	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5388	679	297	393	623	71	212	358	851	995	373	330	206					
9	Число недействительных избирательных бюллетеней	66	6	4	4	6	3	4	2	10	8	7	8	4					
10	Число действительных избирательных бюллетеней	6272	850	321	510	657	74	237	424	1054	1014	437	492	202					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	81	10	0	20	10	0	2	0	10	8	10	11	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	81	10	0	20	10	0	2	0	10	8	10	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	29	0	4	3	1	1	3	0	6	6	0	0	5					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	2	0	1	2	3	3	8	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	87	13	8	17	3	0	5	7	10	13	4	3	4					
		1.37%	1.52%	2.46%	3.31%	0.45%	0.00%	2.07%	1.64%	0.94%	1.27%	0.90%	0.60%	1.94%					
19	2.Всероссийская политическая партия «Гражданская Сила»	21	4	0	1	1	0	5	1	4	3	1	1	0					
		0.33%	0.47%	0.00%	0.19%	0.15%	0.00%	2.07%	0.23%	0.38%	0.29%	0.23%	0.20%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	1	0	1	4	0	1	0	0	4	0	0	0					
		0.17%	0.12%	0.00%	0.19%	0.60%	0.00%	0.41%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	835	96	30	101	92	16	24	59	176	125	52	40	24					
		13.17%	11.21%	9.23%	19.65%	13.88%	20.78%	9.96%	13.85%	16.54%	12.23%	11.71%	8.00%	11.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	9	0	0	0	0	0	1	0	3	3	0	0	2					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.28%	0.29%	0.00%	0.00%	0.97%					
23	6.Политическая партия «Партия социальной справедливости»	14	1	0	0	1	0	1	2	4	4	0	1	0					
		0.22%	0.12%	0.00%	0.00%	0.15%	0.00%	0.41%	0.47%	0.38%	0.39%	0.00%	0.20%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	460	74	22	37	51	5	17	28	77	71	31	12	35					
		7.26%	8.64%	6.77%	7.20%	7.69%	6.49%	7.05%	6.57%	7.24%	6.95%	6.98%	2.40%	16.99%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	343	54	13	26	33	5	12	18	65	66	18	13	20					
		5.41%	6.31%	4.00%	5.06%	4.98%	6.49%	4.98%	4.23%	6.11%	6.46%	4.05%	2.60%	9.71%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	37	7	0	1	3	0	3	2	5	11	4	0	1					
		0.58%	0.82%	0.00%	0.19%	0.45%	0.00%	1.24%	0.47%	0.47%	1.08%	0.90%	0.00%	0.49%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4394	589	248	320	466	48	166	303	697	695	326	422	114					
		69.33%	68.81%	76.31%	62.26%	70.29%	62.34%	68.88%	71.13%	65.51%	68.00%	73.42%	84.40%	55.34%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	61	11	0	6	3	0	2	4	13	19	1	0	2					
		0.96%	1.29%	0.00%	1.17%	0.45%	0.00%	0.83%	0.94%	1.22%	1.86%	0.23%	0.00%	0.97%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
