Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																			
Дата голосования: 04.12.2011																			
																			
Наименование Избирательной комиссии:    Смирныховская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174					
1	"Число избирателей, внесенных в список избирателей"	9992	1161	403	956	1016	119	439	764	1895	1687	690	732	130					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8320	930	360	810	900	80	370	630	1480	1360	580	650	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4652	455	229	379	547	57	131	365	926	885	279	273	126					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	774	197	33	72	35	6	47	38	76	91	57	118	4					
6	Число погашенных избирательных бюллетеней	2894	278	98	359	318	17	192	227	478	384	244	259	40					
7	Число избирательных бюллетеней в переносных ящиках для голосования	774	197	33	72	35	6	47	38	76	91	57	118	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4652	455	229	379	547	57	131	365	926	885	279	273	126					
9	Число недействительных избирательных бюллетеней	106	4	2	5	8	3	2	1	43	16	9	3	10					
10	Число действительных избирательных бюллетеней	5320	648	260	446	574	60	176	402	959	960	327	388	120					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	140	15	5	20	10	0	10	8	15	22	15	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	120	15	4	14	10	0	1	4	15	22	15	20	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	45	0	3	2	4	2	2	1	4	7	4	2	14					
14	Число погашенных неиспользованных открепительных удостоверений	20	0	1	6	0	0	9	4	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	1	4	0	1	3	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	745	95	41	56	66	4	28	61	141	120	60	67	6					
		13.73%	14.57%	15.65%	12.42%	11.34%	6.35%	15.73%	15.14%	14.07%	12.30%	17.86%	17.14%	4.62%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	792	116	41	56	107	3	20	78	120	140	35	46	30					
		14.60%	17.79%	15.65%	12.42%	18.38%	4.76%	11.24%	19.35%	11.98%	14.34%	10.42%	11.76%	23.08%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	14	2	5	7	1	3	4	9	8	4	7	1					
		1.20%	2.15%	0.76%	1.11%	1.20%	1.59%	1.69%	0.99%	0.90%	0.82%	1.19%	1.79%	0.77%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1006	105	38	130	115	12	20	71	185	197	60	49	24					
		18.54%	16.10%	14.50%	28.82%	19.76%	19.05%	11.24%	17.62%	18.46%	20.18%	17.86%	12.53%	18.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	102	6	2	10	14	0	2	4	18	34	4	2	6					
		1.88%	0.92%	0.76%	2.22%	2.41%	0.00%	1.12%	0.99%	1.80%	3.48%	1.19%	0.51%	4.62%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2583	311	136	187	259	40	101	184	477	459	163	215	51					
		47.60%	47.70%	51.91%	41.46%	44.50%	63.49%	56.74%	45.66%	47.60%	47.03%	48.51%	54.99%	39.23%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	27	1	0	2	6	0	2	0	9	2	1	2	2					
		0.50%	0.15%	0.00%	0.44%	1.03%	0.00%	1.12%	0.00%	0.90%	0.20%	0.30%	0.51%	1.54%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
