Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Шарканская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131					
1	"Число избирателей, внесенных в список"	15793	601	201	424	295	605	182	125	481	493	202	602	206	460	182	211	667	345	329	720	2488	2676	273	385	506	139	433	164	273	465	529	131					
2	Число полученных избирательных бюллетеней	14410	555	185	400	275	570	160	110	435	452	190	535	192	418	160	185	610	310	300	652	2300	2430	248	345	460	128	390	150	250	420	475	120					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10131	443	167	288	213	316	124	58	315	333	145	413	130	354	96	141	384	257	250	485	1426	1643	171	245	308	101	307	101	194	245	409	69					
5	"Число избирательных бюллетеней, выданных вне помещения"	1574	36	10	67	44	142	9	38	47	69	25	33	26	13	37	34	175	37	22	51	101	59	49	11	126	12	43	34	38	110	29	47					
6	Число погашенных избирательных бюллетеней	2705	76	8	45	18	112	27	14	73	50	20	89	36	51	27	10	51	16	28	116	773	728	28	89	26	15	40	15	18	65	37	4					
7	Число избирательных бюллетеней в переносных ящиках	1574	36	10	67	44	142	9	38	47	69	25	33	26	13	37	34	175	37	22	51	101	59	49	11	126	12	43	34	38	110	29	47					
8	Число бюллетеней в стационарных ящиках для голосования	10129	443	167	288	213	316	124	58	315	333	145	413	130	354	96	141	384	257	250	485	1425	1642	171	245	308	101	307	101	194	245	409	69					
9	Число недействительных избирательных бюллетеней	169	10	0	4	3	13	1	1	19	4	0	5	6	8	1	2	8	3	4	6	39	12	3	4	0	2	5	0	1	3	0	2					
10	Число действительных избирательных бюллетеней	11534	469	177	351	254	445	132	95	343	398	170	441	150	359	132	173	551	291	268	530	1487	1689	217	252	434	111	345	135	231	352	438	114					
11	Число полученных открепительных  удостоверений	245	20	5	12	15	26	5	1	3	14	5	5	5	12	2	2	17	8	5	9	17	19	6	0	10	0	5	2	5	0	5	5					
12	Число выданных открепительных удостоверений	239	20	5	12	15	26	4	1	3	14	5	5	4	12	0	2	17	7	5	9	16	19	6	0	10	0	5	2	5	0	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	92	7	0	1	1	3	0	2	2	3	0	4	0	4	4	2	10	2	2	3	10	19	0	2	7	0	3	0	0	1	0	0					
14	Число неиспользованных открепительных удостоверений	6	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	157	9	2	2	3	2	2	0	9	6	3	8	3	7	0	6	5	6	4	8	22	28	4	0	2	2	7	2	2	0	2	1					
		1.34%	1.88%	1.13%	0.56%	1.17%	0.44%	1.50%	0.00%	2.49%	1.49%	1.76%	1.79%	1.92%	1.91%	0.00%	3.43%	0.89%	2.04%	1.47%	1.49%	1.44%	1.65%	1.82%	0.00%	0.46%	1.77%	2.00%	1.48%	0.86%	0.00%	0.46%	0.86%					
