Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Урюпинская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020					
1	"Число избирателей, внесенных в список избирателей"	32338	1571	1571	1731	1422	1451	1403	1485	1627	1488	1632	1621	1688	1826	1726	1523	1434	1625	1795	1453	2266					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31200	1500	1500	1600	1400	1400	1400	1400	1600	1400	1600	1600	1600	1800	1700	1500	1400	1600	1700	1400	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16480	837	785	858	748	705	766	790	821	763	948	833	803	786	782	830	791	822	915	726	1171					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1446	77	51	67	67	77	52	97	49	50	95	153	96	102	86	63	42	40	51	79	52					
6	Число погашенных избирательных бюллетеней	13274	586	664	675	585	618	582	513	730	587	557	614	701	912	832	607	567	738	734	595	877					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1446	77	51	67	67	77	52	97	49	50	95	153	96	102	86	63	42	40	51	79	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16478	836	785	858	748	705	766	790	820	763	948	833	803	786	782	830	791	822	915	726	1171					
9	Число недействительных избирательных бюллетеней	274	19	16	16	14	11	9	10	9	17	8	16	17	12	17	10	15	20	15	8	15					
10	Число действительных избирательных бюллетеней	17650	894	820	909	801	771	809	877	860	796	1035	970	882	876	851	883	818	842	951	797	1208					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	260	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	154	13	8	4	4	2	7	9	10	4	13	10	11	9	5	5	11	8	11	7	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	61	8	3	1	1	3	4	7	1	2	3	1	3	2	2	1	4	4	3	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	106	0	5	9	9	11	6	4	3	9	0	3	2	4	8	8	2	5	2	6	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	5					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3783	184	187	167	183	159	185	218	200	180	216	168	144	197	152	204	197	173	186	183	300					
		21.11%	20.15%	22.37%	18.05%	22.45%	20.33%	22.62%	24.58%	23.01%	22.14%	20.71%	17.04%	16.02%	22.18%	17.51%	22.84%	23.65%	20.07%	19.25%	22.73%	24.53%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1939	80	82	122	83	78	76	93	84	95	106	85	102	114	118	92	75	82	115	102	155					
		10.82%	8.76%	9.81%	13.19%	10.18%	9.97%	9.29%	10.48%	9.67%	11.69%	10.16%	8.62%	11.35%	12.84%	13.59%	10.30%	9.00%	9.51%	11.90%	12.67%	12.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	198	6	3	15	7	6	13	8	12	8	15	13	12	11	3	5	12	11	10	13	15					
		1.10%	0.66%	0.36%	1.62%	0.86%	0.77%	1.59%	0.90%	1.38%	0.98%	1.44%	1.32%	1.33%	1.24%	0.35%	0.56%	1.44%	1.28%	1.04%	1.61%	1.23%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4605	254	209	243	226	215	248	241	200	204	280	256	224	212	183	253	237	210	217	173	320					
