Выборы Президента Российской Федерации																																																						
Дата голосования: 04.03.2012																																																						
																																																						
Наименование Избирательной комиссии:    Эхирит-Булагатская																																																						
																																																						
Сводная таблица итогов голосования																																																						
																																																						
	Число участковых избирательных комиссий	43																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	43																																																				
																																																						
		Сумма	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871									
1	Число избирателей, включенных в список избирателей	22826	1706	756	1291	2085	2114	2432	1256	260	349	225	640	702	245	111	351	375	446	291	181	410	152	21	214	562	225	149	612	348	452	85	144	206	794	157	427	148	232	378	257	248	212	385	192									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	22945	1728	770	1307	2096	2085	2345	1248	263	352	230	657	687	263	110	366	400	462	305	182	422	148	21	216	570	222	140	620	343	481	85	148	215	795	155	437	150	240	380	253	253	223	384	188									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	11024	859	385	568	997	937	1198	482	144	195	98	335	411	130	59	186	148	224	147	99	228	83	14	111	285	128	81	274	142	247	53	70	113	358	50	207	70	91	205	94	111	90	201	116									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	896	35	21	13	14	106	129	23	11	15	13	17	12	5	1	32	41	35	10	10	11	8	0	6	15	3	0	36	28	28	3	21	10	8	5	30	14	10	8	36	19	18	36	0									
6	Число погашенных избирательных бюллетеней	11025	834	364	726	1085	1042	1018	743	108	142	119	305	264	128	50	148	211	203	148	73	183	57	7	99	270	91	59	310	173	206	29	57	92	429	100	200	66	139	167	123	123	115	147	72									
7	Число избирательных бюллетеней в переносных ящиках для голосования	896	35	21	13	14	106	129	23	11	15	13	17	12	5	1	32	41	35	10	10	11	8	0	6	15	3	0	36	28	28	3	21	10	8	5	30	14	10	8	36	19	18	36	0									
8	Число бюллетеней в стационарных ящиках для голосования	11024	859	385	568	997	937	1198	482	144	195	98	335	411	130	59	186	148	224	147	99	228	83	14	111	285	128	81	274	142	247	53	70	113	358	50	207	70	91	205	94	111	90	201	116									
9	Число недействительных избирательных бюллетеней	78	11	5	6	6	9	6	0	0	3	0	1	6	2	0	3	2	1	1	1	0	0	0	1	0	0	0	0	0	4	0	0	0	2	2	1	0	1	1	2	1	0	0	0									
10	Число действительных избирательных бюллетеней	11842	883	401	575	1005	1034	1321	505	155	207	111	351	417	133	60	215	187	258	156	108	239	91	14	116	300	131	81	310	170	271	56	91	123	364	53	236	84	100	212	128	129	108	237	116									
11	Число полученных открепительных  удостоверений	531	40	19	38	43	45	48	25	5	7	4	16	14	7	3	12	13	9	9	4	15	3	1	10	12	4	3	13	7	17	3	4	8	16	3	9	3	5	8	5	5	4	8	4									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	440	34	17	35	41	39	42	13	5	4	4	16	14	5	0	12	13	9	5	4	12	2	1	8	12	4	3	9	5	17	3	4	8	11	1	5	0	1	8	0	2	4	5	3									
13	Число избирателей, проголосовавших по открепительным удостоверениям	287	37	10	14	18	14	25	21	3	4	5	6	20	2	5	1	3	2	5	1	5	4	4	3	9	6	4	3	2	3	3	3	3	6	5	1	1	4	6	5	3	3	1	4									
14	Число неиспользованных открепительных удостоверений	91	6	2	3	2	6	6	12	0	3	0	0	0	2	3	0	0	0	4	0	3	1	0	2	0	0	0	4	2	0	0	0	0	5	2	4	3	4	0	5	3	0	3	1									
15	Число открепительных удостоверений, выданных избирателям ТИК	13	0	1	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	Жириновский Владимир Вольфович	514	30	24	26	40	44	37	26	2	3	5	4	35	3	7	9	6	33	3	5	2	2	0	3	5	3	2	19	13	10	3	2	8	25	5	3	12	1	20	4	12	11	6	1									
		4.31%	3.36%	5.91%	4.48%	3.96%	4.22%	2.79%	5.15%	1.29%	1.43%	4.50%	1.14%	8.27%	2.22%	11.67%	4.13%	3.17%	12.74%	1.91%	4.59%	0.84%	2.20%	0.00%	2.56%	1.67%	2.29%	2.47%	6.13%	7.65%	3.64%	5.36%	2.20%	6.50%	6.83%	9.09%	1.27%	14.29%	0.99%	9.39%	3.08%	9.23%	10.19%	2.53%	0.86%									
20	Зюганов Геннадий Андреевич	2730	251	91	125	260	288	388	108	20	29	42	67	33	26	11	29	44	61	34	28	50	6	11	21	95	25	17	67	43	80	23	16	15	60	3	43	8	16	50	21	23	15	54	33									
		22.90%	28.08%	22.41%	21.51%	25.72%	27.61%	29.24%	21.39%	12.90%	13.81%	37.84%	19.03%	7.80%	19.26%	18.33%	13.30%	23.28%	23.55%	21.66%	25.69%	20.92%	6.59%	78.57%	17.95%	31.67%	19.08%	20.99%	21.61%	25.29%	29.09%	41.07%	17.58%	12.20%	16.39%	5.45%	18.14%	9.52%	15.84%	23.47%	16.15%	17.69%	13.89%	22.78%	28.45%									
21	Миронов Сергей Михайлович	430	35	13	19	44	56	65	26	8	10	3	14	10	0	4	7	3	2	2	3	3	2	0	2	7	2	1	12	7	9	0	2	3	10	2	3	2	9	7	7	6	0	7	3									
		3.61%	3.91%	3.20%	3.27%	4.35%	5.37%	4.90%	5.15%	5.16%	4.76%	2.70%	3.98%	2.36%	0.00%	6.67%	3.21%	1.59%	0.77%	1.27%	2.75%	1.26%	2.20%	0.00%	1.71%	2.33%	1.53%	1.23%	3.87%	4.12%	3.27%	0.00%	2.20%	2.44%	2.73%	3.64%	1.27%	2.38%	8.91%	3.29%	5.38%	4.62%	0.00%	2.95%	2.59%									
22	Прохоров Михаил Дмитриевич	686	73	28	55	89	58	105	33	12	12	4	16	29	6	0	7	6	6	2	6	9	1	0	3	17	0	2	12	6	17	1	2	11	17	0	9	1	7	5	2	2	4	8	3									
