Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Петуховская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №1155	УИК №1162					
1	"Число избирателей, внесенных в список избирателей"	18170	466	115	988	1050	1094	593	1391	40	980	1006	909	1042	293	600	200	51	287	332	291	319	99	270	132	685	491	66	51	475	61	74	92	885	486	71	217	80	356	281	128	457	58	53	478	77					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18280	457	118	959	1097	1092	603	1389	80	961	915	908	1031	293	579	209	50	290	336	295	321	101	275	224	668	488	69	58	474	70	76	92	883	497	73	227	81	347	290	127	460	60	54	473	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9428	260	68	542	531	471	239	436	40	395	520	362	381	152	368	109	35	204	187	187	183	58	150	127	387	335	38	43	395	32	43	65	430	251	39	154	65	210	198	86	243	49	32	251	77					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	863	30	11	45	51	20	37	39	0	14	52	14	83	17	66	9	0	17	26	13	31	6	9	5	48	6	5	0	18	5	3	4	46	41	10	11	8	19	15	4	13	0	0	12	0					
6	Число погашенных избирательных бюллетеней	7989	167	39	372	515	601	327	914	40	552	343	532	567	124	145	91	15	69	123	95	107	37	116	92	233	147	26	15	61	33	30	23	407	205	24	62	8	118	77	37	204	11	22	210	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	863	30	11	45	51	20	37	39	0	14	52	14	83	17	66	9	0	17	26	13	31	6	9	5	48	6	5	0	18	5	3	4	46	41	10	11	8	19	15	4	13	0	0	12	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9428	260	68	542	531	471	239	436	40	395	520	362	381	152	368	109	35	204	187	187	183	58	150	127	387	335	38	43	395	32	43	65	430	251	39	154	65	210	198	86	243	49	32	251	77					
9	Число недействительных избирательных бюллетеней	134	5	3	8	8	11	2	9	0	8	4	6	9	1	2	2	0	1	1	1	3	0	1	4	2	3	0	0	3	0	0	0	20	0	0	0	0	2	1	1	11	0	0	2	0					
10	Число действительных избирательных бюллетеней	10157	285	76	579	574	480	274	466	40	401	568	370	455	168	432	116	35	220	212	199	211	64	158	128	433	338	43	43	410	37	46	69	456	292	49	165	73	227	212	89	245	49	32	261	77					
