Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Петуховская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №1155	УИК №1190					
1	"Число избирателей, внесенных в списки избирателей"	18108	490	144	1017	1123	1043	622	1304	52	1005	775	798	976	270	579	45	76	231	52	291	328	295	319	102	259	207	662	423	75	74	485	78	82	86	881	521	77	222	85	379	294	138	463	66	56	469	89					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17200	496	137	926	950	905	566	1100	65	894	740	730	877	262	593	48	84	232	60	300	332	290	310	100	254	204	697	423	80	74	464	84	86	102	905	530	78	223	89	367	278	130	470	70	57	438	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11893	362	99	669	654	616	295	715	50	602	460	441	572	184	380	34	62	148	50	218	227	225	243	84	207	170	453	348	59	74	384	54	58	82	626	341	49	181	74	248	224	106	303	56	45	285	76					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	867	34	16	56	42	48	40	39	0	20	53	33	48	14	43	0	0	16	0	30	15	13	28	1	5	5	42	12	4	0	0	4	5	4	41	51	7	8	2	19	15	9	25	0	0	15	5					
6	Число погашенных избирательных бюллетеней	4439	99	22	201	254	241	231	346	15	272	227	256	257	64	170	14	22	68	10	52	90	52	39	15	42	29	202	63	17	0	80	26	23	16	238	138	22	34	13	100	39	15	142	14	12	138	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	867	34	16	56	42	48	40	39	0	20	53	33	48	14	43	0	0	16	0	30	15	13	28	1	5	5	42	12	4	0	0	4	5	4	41	51	7	8	2	19	15	9	25	0	0	15	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11893	362	99	669	654	616	295	715	50	602	460	441	572	184	380	34	62	148	50	218	227	225	243	84	207	170	453	348	59	74	384	54	58	82	626	341	49	181	74	248	224	106	303	56	45	285	76					
9	Число недействительных избирательных бюллетеней	77	3	1	9	2	6	0	7	0	6	1	5	5	0	3	0	0	0	0	0	0	3	2	0	1	0	3	0	3	0	1	0	0	0	4	0	0	0	1	0	3	1	2	0	0	4	1					
10	Число действительных избирательных бюллетеней	12683	393	114	716	694	658	335	747	50	616	512	469	615	198	420	34	62	164	50	248	242	235	269	85	211	175	492	360	60	74	383	58	63	86	663	392	56	189	75	267	236	114	326	56	45	296	80					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	324	7	3	10	26	8	11	10	0	10	8	10	10	5	14	3	1	5	3	5	5	5	5	3	5	5	26	8	3	3	5	3	3	3	35	8	0	8	3	9	5	3	11	0	0	11	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	258	6	0	10	25	7	9	3	0	9	7	7	6	3	14	3	1	5	0	5	5	2	4	1	5	3	26	6	0	0	5	2	0	2	34	8	0	8	1	9	0	0	11	0	0	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	151	3	2	9	11	11	5	4	15	4	4	4	3	1	3	2	1	3	1	1	3	5	4	2	2	2	0	0	0	1	1	1	0	1	5	4	0	0	3	0	1	1	2	0	1	4	21					
14	Число погашенных неиспользованных открепительных удостоверений	66	1	3	0	1	1	2	7	0	1	1	3	4	2	0	0	0	0	3	0	0	3	1	2	0	2	0	2	3	3	0	1	3	1	1	0	0	0	2	0	5	3	0	0	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	530	23	4	17	18	11	4	21	2	18	21	15	10	4	25	2	0	14	1	12	15	12	20	7	2	3	21	10	2	0	54	5	1	4	27	16	0	9	3	15	14	11	36	9	0	9	3					
		4.15%	5.81%	3.48%	2.34%	2.59%	1.66%	1.19%	2.79%	4.00%	2.89%	4.09%	3.16%	1.61%	2.02%	5.91%	5.88%	0.00%	8.54%	2.00%	4.84%	6.20%	5.04%	7.38%	8.24%	0.94%	1.71%	4.24%	2.78%	3.17%	0.00%	14.06%	8.62%	1.59%	4.65%	4.05%	4.08%	0.00%	4.76%	3.95%	5.62%	5.86%	9.57%	10.98%	16.07%	0.00%	3.00%	3.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	50	2	0	4	6	1	1	2	0	5	4	1	2	0	0	0	0	0	0	1	0	1	0	0	3	1	2	0	0	0	0	1	0	2	2	0	0	0	0	1	0	0	2	0	2	2	2					
		0.39%	0.51%	0.00%	0.55%	0.86%	0.15%	0.30%	0.27%	0.00%	0.80%	0.78%	0.21%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.42%	0.00%	0.00%	1.42%	0.57%	0.40%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	2.33%	0.30%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.61%	0.00%	4.44%	0.67%	2.47%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0					
