Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Никольская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938					
1	"Число избирателей, внесенных в списки избирателей"	29694	1961	2294	2031	1958	1752	1574	2065	1901	2126	1633	1002	667	343	181	382	262	101	297	118	142	771	310	181	140	374	270	404	896	204	525	337	375	523	174	191	254	975					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29076	1897	2255	1963	1912	1690	1464	1986	1810	2089	1615	998	653	350	179	378	274	111	302	126	142	756	300	176	121	380	285	408	902	202	522	328	370	511	173	199	264	985					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17769	1072	1359	1062	1075	834	852	975	955	1065	966	512	386	190	159	339	220	78	213	97	91	625	238	123	92	281	201	281	666	147	478	279	341	350	142	154	190	681					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1702	79	67	80	68	30	103	97	56	96	49	17	31	95	16	10	16	14	54	12	23	6	50	22	29	33	22	103	134	15	0	0	0	83	14	17	51	110					
6	Число погашенных избирательных бюллетеней	9605	746	829	821	769	826	509	914	799	928	600	469	236	65	4	29	38	19	35	17	28	125	12	31	0	66	62	24	102	40	44	49	29	78	17	28	23	194					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1702	79	67	80	68	30	103	97	56	96	49	17	31	95	16	10	16	14	54	12	23	6	50	22	29	33	22	103	134	15	0	0	0	83	14	17	51	110					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17769	1072	1359	1062	1075	834	852	975	955	1065	966	512	386	190	159	339	220	78	213	97	91	625	238	123	92	281	201	281	666	147	478	279	341	350	142	154	190	681					
9	Число недействительных избирательных бюллетеней	292	19	15	12	11	13	21	11	19	9	28	11	8	3	0	13	3	0	0	1	2	4	1	1	0	2	2	2	49	2	3	10	1	3	0	8	0	5					
10	Число действительных избирательных бюллетеней	19179	1132	1411	1130	1132	851	934	1061	992	1152	987	518	409	282	175	336	233	92	267	108	112	627	287	144	121	312	221	382	751	160	475	269	340	430	156	163	241	786					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	441	15	40	19	24	20	15	15	15	25	20	10	10	8	8	8	11	11	13	13	8	10	8	2	8	13	13	11	10	3	1	2	0	10	8	8	8	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	374	14	40	17	22	18	11	15	15	25	17	5	10	2	2	1	10	8	13	13	1	6	6	0	2	13	13	11	10	1	1	2	0	10	8	8	6	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	148	9	6	11	13	6	14	5	7	1	8	6	2	2	2	1	2	1	3	2	0	7	6	3	4	4	2	1	1	2	0	2	1	2	0	1	3	8					
14	Число погашенных неиспользованных открепительных удостоверений	67	1	0	2	2	2	4	0	0	0	3	5	0	6	6	7	1	3	0	0	7	4	2	2	6	0	0	0	0	2	0	0	0	0	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	1	5	3	1	2	1	0	6	6	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	1	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	254	11	16	18	20	13	16	10	10	5	12	4	1	0	3	0	9	2	6	1	4	17	2	5	1	1	1	4	2	4	13	2	4	7	0	1	2	27					
		1.30%	0.96%	1.12%	1.58%	1.75%	1.50%	1.68%	0.93%	0.99%	0.43%	1.18%	0.76%	0.24%	0.00%	1.71%	0.00%	3.81%	2.17%	2.25%	0.92%	3.51%	2.69%	0.69%	3.45%	0.83%	0.32%	0.45%	1.04%	0.25%	2.47%	2.72%	0.72%	1.17%	1.62%	0.00%	0.58%	0.83%	3.41%					
