Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Ульяновская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695					
1	"Число избирателей, внесенных в списки"	44578	2500	2399	2906	2346	2117	734	2308	1473	2328	2251	1726	1178	242	185	737	268	791	1880	342	2365	94	778	1482	395	600	643	512	1517	505	537	1827	142	776	97	1851	279	181	519	767					
2	"Число бюллетеней, полученных участковыми комиссиями"	42737	2300	2200	2600	2100	1900	700	2100	1300	2100	2100	1700	1200	240	178	740	260	780	1800	330	2200	89	770	1450	380	590	630	500	1400	490	530	1800	143	1380	236	1800	280	181	500	760					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23803	1341	1207	1535	1297	1132	348	1253	636	1050	1112	922	580	164	127	411	183	375	958	155	1160	48	468	919	257	389	316	307	868	285	315	881	107	516	70	1084	177	132	271	447					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	910	40	22	38	38	47	13	20	17	51	43	21	24	9	7	21	3	22	38	9	52	11	27	6	1	16	21	13	64	8	20	46	2	11	4	41	0	2	63	19					
6	Число погашенных бюллетеней	18024	919	971	1027	765	721	339	827	647	999	945	757	596	67	44	308	74	383	804	166	988	30	275	525	122	185	293	180	468	197	195	873	34	853	162	675	103	47	166	294					
7	Число бюллетеней в переносных ящиках для голосования	910	40	22	38	38	47	13	20	17	51	43	21	24	9	7	21	3	22	38	9	52	11	27	6	1	16	21	13	64	8	20	46	2	11	4	41	0	2	63	19					
8	Число бюллетеней в стационарных ящиках для голосования	23776	1337	1207	1533	1297	1130	348	1253	636	1047	1101	922	580	164	126	411	183	375	958	155	1158	48	468	918	257	388	316	307	868	285	315	881	107	516	70	1084	177	132	271	447					
9	Число недействительных бюллетеней	1125	63	34	34	60	52	21	33	5	49	26	69	43	11	18	19	20	18	56	11	58	0	13	27	30	29	31	22	57	6	11	33	13	11	2	55	11	16	38	20					
10	Число действительных бюллетеней	23561	1314	1195	1537	1275	1125	340	1240	648	1049	1118	874	561	162	115	413	166	379	940	153	1152	59	482	897	228	375	306	298	875	287	324	894	96	516	72	1070	166	118	296	446					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	640	15	15	20	15	15	10	30	20	30	25	60	20	5	5	10	5	10	20	5	30	5	10	20	5	10	10	5	15	10	10	20	5	25	5	90	5	5	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	295	7	7	6	10	4	6	24	20	8	14	35	15	0	1	1	0	0	7	0	6	0	4	8	0	6	0	1	9	1	3	4	0	15	0	62	2	3	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	319	4	4	7	7	7	4	5	3	4	6	15	6	6	8	1	4	5	7	5	7	4	3	12	3	7	7	5	6	4	2	5	3	90	14	24	2	4	4	5					
14	Число погашенных открепительных удостоверений	345	8	8	14	5	11	4	6	0	22	11	25	5	5	4	9	5	10	13	5	24	5	6	12	5	4	10	4	6	9	7	16	5	10	5	28	3	2	6	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	379	13	13	17	10	11	7	7	6	12	22	13	16	2	5	9	5	16	11	1	13	0	4	10	5	8	9	10	19	2	11	17	2	8	0	29	3	7	10	16					
		1.53%	0.94%	1.05%	1.08%	0.74%	0.93%	1.93%	0.54%	0.91%	1.09%	1.92%	1.37%	2.64%	1.15%	3.75%	2.08%	2.68%	4.03%	1.10%	0.60%	1.07%	0.0%	0.80%	1.08%	1.93%	1.98%	2.67%	3.12%	2.03%	0.68%	3.28%	1.83%	1.83%	1.51%	0.0%	2.57%	1.69%	5.22%	2.99%	3.43%					
